ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1990,1990-09-09,1,22.274,NWE,,MIA,L 24-27,,,,,,,
2,1990,1990-09-16,2,22.281,NWE,@,IND,W 16-14,,,,,,,
3,1990,1990-09-23,3,22.288,NWE,@,CIN,L 7-41,,0,0,1.0,0,0,0
4,1990,1990-09-30,4,22.295,NWE,,NYJ,L 13-37,,,,,,,
5,1990,1990-10-07,5,22.302,NWE,,SEA,L 20-33,,0,0,0.5,0,0,0
6,1990,1990-10-18,6,22.313,NWE,@,MIA,L 10-17,,,,,,,
7,1990,1990-11-04,8,22.330,NWE,@,PHI,L 20-48,,,,,,,
8,1990,1990-11-18,10,22.344,NWE,@,BUF,L 0-14,,,,,,,
9,1990,1990-11-25,11,22.351,NWE,@,PHO,L 14-34,,0,0,1.0,0,0,0
10,1990,1990-12-02,12,22.358,NWE,,KAN,L 7-37,,,,,,,
11,1990,1990-12-09,13,23.000,NWE,@,PIT,L 3-24,,,,,,,
12,1990,1990-12-15,14,23.006,NWE,,WAS,L 10-25,,,,,,,
13,1991,1991-09-01,1,23.266,NWE,@,IND,W 16-7,,0,0,1.0,0,0,0
14,1991,1991-09-15,3,23.280,NWE,@,PIT,L 6-20,,,,,,,
15,1991,1991-09-29,5,23.294,NWE,@,PHO,L 10-24,,,,,,,
16,1991,1991-10-06,6,23.301,NWE,,MIA,L 10-20,,,,,,,
17,1991,1991-10-20,7,23.315,NWE,,MIN,W 26-23,,,,,,,
18,1991,1991-10-27,8,23.322,NWE,,DEN,L 6-9,,,,,,,
19,1991,1991-11-03,9,23.329,NWE,@,BUF,L 17-22,,,,,,,
20,1991,1991-11-10,10,23.336,NWE,@,MIA,L 20-30,,,,,,,
21,1991,1991-11-17,11,23.343,NWE,,NYJ,L 21-28,,,,,,,
22,1991,1991-11-24,12,23.350,NWE,,BUF,W 16-13,,0,0,1.0,0,0,0
23,1991,1991-12-01,13,23.357,NWE,@,DEN,L 3-20,,,,,,,
24,1991,1991-12-08,14,23.364,NWE,,IND,W 23-17,,,,,,,
25,1991,1991-12-15,15,24.006,NWE,@,NYJ,W 6-3,,,,,,,
26,1992,1992-09-13,1,24.279,NWE,@,RAM,L 0-14,,,,,,,
27,1992,1992-09-20,2,24.286,NWE,,SEA,L 6-10,,,,,,,
28,1992,1992-09-27,3,24.293,NWE,,BUF,L 7-41,,,,,,,
29,1992,1992-10-04,4,24.300,NWE,@,NYJ,L 21-30,,,,,,,
30,1992,1992-10-11,5,24.307,NWE,,SFO,L 12-24,,,,,,,
31,1992,1992-10-18,6,24.314,NWE,@,MIA,L 17-38,,,,,,,
32,1992,1992-10-25,7,24.321,NWE,,CLE,L 17-19,,,,,,,
33,1992,1992-11-15,10,24.342,NWE,@,IND,W 37-34,,,,,,,
34,1992,1992-11-22,11,24.349,NWE,,NYJ,W 24-3,,,,,,,
35,1992,1992-11-29,12,24.356,NWE,@,ATL,L 0-34,,,,,,,
36,1992,1992-12-06,13,24.363,NWE,,IND,L 0-6,,,,,,,
37,1992,1992-12-13,14,25.004,NWE,@,KAN,L 20-27,,0,0,1.0,0,0,0
38,1992,1992-12-20,15,25.011,NWE,@,CIN,L 10-20,,,,,,,
39,1992,1992-12-27,16,25.018,NWE,,MIA,L 13-16,,,,,,,
40,1993,1993-09-05,1,25.270,NWE,@,BUF,L 14-38,,0,0,1.0,0,0,0
41,1993,1993-09-12,2,25.277,NWE,,DET,L 16-19,,,,,,,
42,1993,1993-09-19,3,25.284,NWE,,SEA,L 14-17,,,,,,,
43,1993,1993-09-26,4,25.291,NWE,@,NYJ,L 7-45,,,,,,,
44,1993,1993-10-10,5,25.305,NWE,@,PHO,W 23-21,,,,,,,
45,1993,1993-10-17,6,25.312,NWE,,HOU,L 14-28,,,,,,,
46,1993,1993-10-24,7,25.319,NWE,@,SEA,L 9-10,,,,,,,
47,1993,1993-10-31,8,25.326,NWE,@,IND,L 6-9,,,,,,,
48,1993,1993-11-07,9,25.333,NWE,,BUF,L 10-13,,,,,,,
49,1993,1993-11-21,10,25.347,NWE,@,MIA,L 13-17,,0,0,0.5,0,0,0
50,1993,1993-11-28,11,25.354,NWE,,NYJ,L 0-6,,,,,,,
51,1993,1993-12-05,12,25.361,NWE,@,PIT,L 14-17,,,,,,,
52,1993,1993-12-12,13,26.003,NWE,,CIN,W 7-2,,,,,,,
53,1993,1993-12-19,14,26.010,NWE,@,CLE,W 20-17,,,,,,,
54,1993,1993-12-26,15,26.017,NWE,,IND,W 38-0,,,,,,,
55,1993,1994-01-02,16,26.024,NWE,,MIA,W 33-27,,,,,,,
56,1994,1994-09-04,1,26.269,NWE,@,MIA,L 35-39,,,,,,,
57,1994,1994-09-11,2,26.276,NWE,,BUF,L 35-38,,,,,,,
58,1994,1994-10-16,7,26.311,NWE,@,NYJ,L 17-24,,,,,,,
59,1994,1994-11-06,9,26.332,NWE,@,CLE,L 6-13,,,,,,,
60,1994,1994-11-13,10,26.339,NWE,,MIN,W 26-20,,,,,,,
61,1994,1994-11-20,11,26.346,NWE,,SDG,W 23-17,,,,,,,
62,1994,1994-11-27,12,26.353,NWE,@,IND,W 12-10,,,,,,,
63,1994,1994-12-04,13,26.360,NWE,,NYJ,W 24-13,,,,,,,
64,1994,1994-12-11,14,27.002,NWE,,IND,W 28-13,,0,0,0.5,0,0,0
65,1994,1994-12-18,15,27.009,NWE,@,BUF,W 41-17,,,,,,,
66,1994,1994-12-24,16,27.015,NWE,@,CHI,W 13-3,,,,,,,
67,1995,1995-09-04,1,27.269,NYG,,DAL,L 0-35,,,,,,,
68,1995,1995-09-10,2,27.275,NYG,@,KAN,L 17-20,,,,,,,
69,1995,1995-09-17,3,27.282,NYG,@,GNB,L 6-14,,,,,,,
70,1995,1995-09-24,4,27.289,NYG,,NOR,W 45-29,,0,0,1.0,0,0,0
71,1995,1995-10-01,5,27.296,NYG,@,SFO,L 6-20,,,,,,,
72,1995,1995-10-08,6,27.303,NYG,,ARI,W 27-21,,,,,,,
73,1995,1995-10-15,7,27.310,NYG,,PHI,L 14-17,,,,,,,
74,1995,1995-10-29,8,27.324,NYG,@,WAS,W 24-15,,,,,,,
75,1995,1995-11-05,9,27.331,NYG,@,SEA,L 28-30,,,,,,,
76,1995,1995-11-12,10,27.338,NYG,,OAK,L 13-17,,,,,,,
77,1995,1995-11-19,11,27.345,NYG,@,PHI,L 19-28,,,,,,,
78,1995,1995-11-26,12,27.352,NYG,,CHI,L 24-27,,,,,,,
79,1995,1995-11-30,13,27.356,NYG,@,ARI,W 10-6,,,,,,,
80,1995,1995-12-10,14,28.001,NYG,,WAS,W 20-13,,,,,,,
81,1995,1995-12-17,15,28.008,NYG,@,DAL,L 20-21,,,,,,,
82,1995,1995-12-23,16,28.014,NYG,,SDG,L 17-27,,,,,,,
83,1996,1996-09-01,1,28.267,NYG,,BUF,L 20-23,,,,,,,
84,1996,1996-09-08,2,28.274,NYG,@,DAL,L 0-27,,,,,,,
85,1996,1996-09-15,3,28.281,NYG,,WAS,L 10-31,,,,,,,
86,1996,1996-10-20,7,28.316,NYG,@,WAS,L 21-31,,,,,,,
87,1996,1996-10-27,8,28.323,NYG,@,DET,W 35-7,,1,6,0.0,1,34,1
88,1996,1996-11-03,9,28.330,NYG,,ARI,W 16-8,,,,,,,
89,1996,1996-11-10,10,28.337,NYG,@,CAR,L 17-27,,,,,,,
90,1996,1996-11-17,11,28.344,NYG,@,ARI,L 23-31,,,,,,,
91,1996,1996-11-24,12,28.351,NYG,,DAL,W 20-6,,,,,,,
92,1996,1996-12-01,13,28.358,NYG,@,PHI,L 0-24,,,,,,,
93,1996,1996-12-08,14,28.365,NYG,@,MIA,W 17-7,,,,,,,
94,1996,1996-12-15,15,29.006,NYG,,NOR,L 3-17,,,,,,,
95,1996,1996-12-21,16,29.012,NYG,,NWE,L 22-23,,0,0,0.5,0,0,0
96,1997,1997-08-31,1,29.265,NYG,,PHI,W 31-17,,,,,,,
97,1997,1997-09-07,2,29.272,NYG,@,JAX,L 13-40,,,,,,,
98,1997,1997-09-14,3,29.279,SEA,@,IND,W 31-3,,,,,,,
99,1997,1997-09-21,4,29.286,NYG,@,STL,L 3-13,,,,,,,
100,1997,1997-09-28,5,29.293,NYG,,NOR,W 14-9,,,,,,,
101,1997,1997-10-05,6,29.300,NYG,,DAL,W 20-17,,,,,,,
102,1997,1997-10-12,7,29.307,NYG,@,ARI,W 27-13,,0,0,1.0,0,0,0
103,1997,1997-10-19,8,29.314,NYG,@,DET,W 26-20,,,,,,,
104,1997,1997-10-26,9,29.321,NYG,,CIN,W 29-27,,,,,,,
105,1997,1997-11-09,10,29.335,NYG,@,TEN,L 6-10,,,,,,,
