ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1966,1966-10-30,8,21.361,DEN,@,SDG,L 17-24,1,38,38.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
2,1966,1966-12-04,12,22.031,DEN,,MIA,W 17-7,0,0,,0,0,0,,0,1,26,26.00,0,0,0,,0,0,0
3,1966,1966-12-11,13,22.038,DEN,@,OAK,L 10-28,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
4,1966,1966-12-18,14,22.045,DEN,@,BUF,L 21-38,0,0,,0,0,0,,0,3,79,26.33,0,0,0,,0,0,0
5,1967,1967-09-03,1,22.304,DEN,,BOS,W 26-21,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
6,1967,1967-09-17,3,22.318,DEN,@,MIA,L 21-35,3,33,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
7,1967,1967-09-24,4,22.325,DEN,,NYJ,L 24-38,2,61,30.50,1,0,0,,0,1,26,26.00,0,1,3,3.00,0,1,6
8,1967,1967-10-01,5,22.332,DEN,@,HOU,L 6-10,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
9,1967,1967-10-08,6,22.339,DEN,,BUF,L 16-17,3,57,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
10,1967,1967-10-22,7,22.353,DEN,,SDG,L 21-38,6,123,20.50,1,2,2,1.00,0,0,0,,0,0,0,,0,1,6
11,1967,1967-10-29,8,22.360,DEN,@,KAN,L 9-52,4,72,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
12,1967,1967-11-05,9,23.002,DEN,,OAK,L 17-21,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1967,1967-11-12,10,23.009,DEN,,HOU,L 18-20,7,68,9.71,1,0,0,,0,0,0,,0,0,0,,0,1,6
14,1967,1967-11-19,11,23.016,DEN,@,BUF,W 21-20,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
15,1967,1967-11-23,12,23.020,DEN,@,SDG,L 20-24,8,107,13.38,1,0,0,,0,0,0,,0,0,0,,0,1,6
16,1967,1967-12-03,13,23.030,DEN,@,NYJ,W 33-24,0,0,,0,0,0,,0,0,0,,0,1,21,21.00,0,0,0
17,1967,1967-12-17,14,23.044,DEN,,KAN,L 24-38,6,129,21.50,1,0,0,,0,0,0,,0,0,0,,0,1,6
18,1968,1968-09-15,1,23.317,DEN,@,CIN,L 10-24,2,12,6.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
