ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1995,1995-09-10,2,23.269,DAL,,DEN,W 31-21,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
2,1995,1995-09-17,3,23.276,DAL,@,MIN,W 23-17,,,0,0,,0,0.0%,,,,,,,
3,1995,1995-09-24,4,23.283,DAL,,ARI,W 34-20,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
4,1995,1995-10-01,5,23.290,DAL,@,WAS,L 23-27,,,0,0,,0,0.0%,,,,,,,
5,1995,1995-10-08,6,23.297,DAL,,GNB,W 34-24,,0,0,0,,0,0.0%,,,,,,,
6,1995,1995-10-15,7,23.304,DAL,@,SDG,W 23-9,,0,0,0,,0,0.0%,,,,,,,
7,1995,1995-10-29,8,23.318,DAL,@,ATL,W 28-13,,,0,0,,0,0.0%,,,,,,,
8,1995,1995-11-06,9,23.326,DAL,,PHI,W 34-12,,,0,0,,0,0.0%,,,,,,,
9,1995,1995-11-12,10,23.332,DAL,,SFO,L 20-38,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0
10,1995,1995-11-19,11,23.339,DAL,@,OAK,W 34-21,,,0,0,,0,0.0%,,,,,,,
11,1995,1995-11-23,12,23.343,DAL,,KAN,W 24-12,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
12,1995,1995-12-03,13,23.353,DAL,,WAS,L 17-24,,,0,0,,0,0.0%,,,,,,,
13,1995,1995-12-17,15,24.002,DAL,,NYG,W 21-20,,,0,0,,0,0.0%,,,,,,,
14,1995,1995-12-25,16,24.010,DAL,@,ARI,W 37-13,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0
15,1996,1996-09-02,1,24.262,DAL,@,CHI,L 6-22,,,0,0,,0,0.0%,,,,,,,
16,1996,1996-09-08,2,24.268,DAL,,NYG,W 27-0,,5,4,41,10.25,0,80.0%,8.20,0,0,,0,0,0
