ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1976,1976-09-12,1,22.317,PHI,@,DAL,L 7-27,,,,,,,,,,
2,1976,1976-09-19,2,22.324,PHI,,NYG,W 20-7,,,,,,,,,,
3,1976,1976-09-27,3,22.332,PHI,,WAS,L 17-20,,,,,,,,,,
4,1976,1976-10-03,4,22.338,PHI,@,ATL,W 14-13,,,,,,,,,,
5,1976,1976-10-10,5,22.345,NYJ,,BUF,W 17-14,1,2,2.00,1,0,0,,0,1,6
6,1976,1976-10-18,6,22.353,NYJ,@,NWE,L 7-41,1,7,7.00,0,0,0,,0,0,0
7,1976,1976-10-24,7,22.359,NYJ,,BAL,L 0-20,,,,,,,,,,
8,1976,1976-10-31,8,23.000,NYJ,@,BUF,W 19-14,,,,,,,,,,
9,1976,1976-11-07,9,23.007,NYJ,,MIA,L 7-27,0,0,,0,1,8,8.00,0,0,0
10,1976,1976-11-14,10,23.014,NYJ,,TAM,W 34-0,,,,,,,,,,
11,1976,1976-11-21,11,23.021,NYJ,,NWE,L 24-38,,,,,,,,,,
12,1976,1976-11-28,12,23.028,NYJ,@,BAL,L 16-33,,,,,,,,,,
13,1976,1976-12-05,13,23.035,NYJ,,WAS,L 16-37,,,,,,,,,,
14,1977,1977-09-18,1,23.322,PHI,,TAM,W 13-3,,,,,,,,,,
15,1977,1977-09-25,2,23.329,PHI,@,RAM,L 0-20,,,,,,,,,,
16,1977,1977-10-02,3,23.336,PHI,@,DET,L 13-17,,,,,,,,,,
17,1977,1977-10-09,4,23.343,PHI,@,NYG,W 28-10,,,,,,,,,,
18,1977,1977-10-16,5,23.350,PHI,,STL,L 17-21,,,,,,,,,,
19,1977,1977-10-23,6,23.357,PHI,,DAL,L 10-16,1,6,6.00,0,0,0,,0,0,0
20,1977,1977-10-30,7,23.364,PHI,@,WAS,L 17-23,,,,,,,,,,
21,1977,1977-11-06,8,24.006,PHI,,NOR,W 28-7,,,,,,,,,,
22,1977,1977-11-13,9,24.013,PHI,,WAS,L 14-17,,,,,,,,,,
23,1977,1977-11-20,10,24.020,PHI,@,STL,L 16-21,,,,,,,,,,
24,1977,1977-11-27,11,24.027,PHI,@,NWE,L 6-14,,,,,,,,,,
25,1977,1977-12-04,12,24.034,PHI,@,DAL,L 14-24,,,,,,,,,,
26,1977,1977-12-11,13,24.041,PHI,,NYG,W 17-14,,,,,,,,,,
27,1977,1977-12-18,14,24.048,PHI,,NYJ,W 27-0,,,,,,,,,,
28,1978,1978-09-03,1,24.307,PHI,,RAM,L 14-16,,,,,,,,,,
29,1978,1978-09-10,2,24.314,PHI,@,WAS,L 30-35,,,,,,,,,,
30,1978,1978-09-17,3,24.321,PHI,@,NOR,W 24-17,1,8,8.00,0,0,0,,0,0,0
31,1978,1978-09-24,4,24.328,PHI,,MIA,W 17-3,,,,,,,,,,
32,1978,1978-10-01,5,24.335,PHI,@,BAL,W 17-14,1,-2,-2.00,0,0,0,,0,0,0
33,1978,1978-10-08,6,24.342,PHI,@,NWE,L 14-24,,,,,,,,,,
34,1978,1978-10-15,7,24.349,PHI,,WAS,W 17-10,,,,,,,,,,
35,1978,1978-10-22,8,24.356,PHI,@,DAL,L 7-14,,,,,,,,,,
36,1978,1978-10-29,9,24.363,PHI,,STL,L 10-16,2,5,2.50,0,0,0,,0,0,0
37,1978,1978-11-05,10,25.005,PHI,,GNB,W 10-3,,,,,,,,,,
38,1978,1978-11-12,11,25.012,PHI,,NYJ,W 17-9,2,20,10.00,0,0,0,,0,0,0
39,1978,1978-11-19,12,25.019,PHI,@,NYG,W 19-17,3,24,8.00,0,0,0,,0,0,0
40,1978,1978-11-26,13,25.026,PHI,@,STL,W 14-10,1,48,48.00,0,0,0,,0,0,0
41,1978,1978-12-03,14,25.033,PHI,@,MIN,L 27-28,3,42,14.00,0,0,0,,0,0,0
42,1978,1978-12-10,15,25.040,PHI,,DAL,L 13-31,,,,,,,,,,
43,1978,1978-12-17,16,25.047,PHI,,NYG,W 20-3,,,,,,,,,,
44,1979,1979-11-04,10,26.004,STL,,MIN,W 37-7,,,,,,,,,,
45,1979,1979-11-11,11,26.011,STL,@,WAS,L 28-30,3,17,5.67,0,0,0,,0,0,0
46,1979,1979-11-18,12,26.018,STL,@,PHI,L 13-16,1,8,8.00,0,0,0,,0,0,0
47,1979,1979-11-25,13,26.025,STL,@,CIN,L 28-34,2,8,4.00,0,0,0,,0,0,0
48,1979,1979-12-02,14,26.032,STL,,SFO,W 13-10,,,,,,,,,,
49,1979,1979-12-09,15,26.039,STL,,NYG,W 29-20,,,,,,,,,,
50,1979,1979-12-16,16,26.046,STL,@,CHI,L 6-42,1,4,4.00,0,0,0,,0,0,0
