ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1965,1965-10-09,4,23.213,MIN,,NYG,W 40-14,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
2,1966,1966-09-18,2,24.192,MIN,,BAL,L 23-38,,0,0,,0,0,0,,0,0,,,1,5,5.00,0,0,0,,0,0,0
3,1966,1966-09-25,3,24.199,MIN,@,DAL,L 17-28,,1,4,25.00,12,0,0,39.6,0,0,3.00,3.00,0,0,,0,0,0,,0,0,0
4,1966,1966-12-04,12,24.269,MIN,,ATL,L 13-20,*,12,33,36.36,203,1,5,28.5,0,0,6.15,-0.06,2,7,3.50,0,0,0,,0,0,0
5,1967,1967-09-22,2,25.196,MIN,@,RAM,L 3-39,,2,3,66.67,22,0,0,88.2,0,0,7.33,7.33,0,0,,0,0,0,,0,0,0
6,1967,1967-11-26,11,25.261,MIN,@,PIT,W 41-27,,1,4,25.00,21,0,0,49.0,0,0,5.25,5.25,0,0,,0,0,0,,0,0,0
7,1968,1968-10-06,4,26.210,ATL,,GNB,L 7-38,,1,5,20.00,5,0,1,0.0,0,0,1.00,-8.00,0,0,,0,0,0,,0,0,0
8,1968,1968-10-13,5,26.217,ATL,,NYG,W 24-21,,5,7,71.43,150,0,0,113.7,0,0,21.43,21.43,3,4,1.33,0,0,0,,0,0,0
9,1968,1968-10-20,6,26.224,ATL,@,RAM,L 14-27,*,7,16,43.75,144,1,2,57.3,0,0,9.00,4.63,3,28,9.33,0,0,0,,0,0,0
10,1968,1968-10-27,7,26.231,ATL,@,CLE,L 7-30,*,8,10,80.00,107,1,1,105.0,0,0,10.70,8.20,1,13,13.00,0,0,0,,0,0,0
11,1968,1968-11-03,8,26.238,ATL,,PIT,L 21-41,*,15,26,57.69,282,3,4,94.2,0,0,10.85,6.23,2,2,1.00,0,0,0,,0,0,0
12,1968,1968-11-10,9,26.245,ATL,,RAM,L 10-17,*,11,20,55.00,168,1,1,78.7,0,0,8.40,7.15,4,60,15.00,0,0,0,,0,0,0
13,1968,1968-11-17,10,26.252,ATL,@,CHI,W 16-13,*,8,13,61.54,173,0,0,105.4,0,0,13.31,13.31,7,10,1.43,2,0,0,,0,2,12
14,1968,1968-11-24,11,26.259,ATL,@,STL,L 12-17,*,9,19,47.37,194,1,1,79.7,0,0,10.21,8.89,1,3,3.00,0,0,0,,0,0,0
15,1968,1968-12-01,12,26.266,ATL,@,BAL,L 0-44,,8,16,50.00,86,0,1,40.1,0,0,5.38,2.56,4,9,2.25,0,0,0,,0,0,0
16,1968,1968-12-08,13,26.273,ATL,,DET,L 7-24,*,9,21,42.86,124,0,2,22.8,0,0,5.90,1.62,1,10,10.00,0,0,0,,0,0,0
17,1969,1969-09-21,1,27.195,ATL,,SFO,W 24-12,*,7,12,58.33,102,2,1,91.0,0,0,8.50,8.08,4,48,12.00,0,0,0,,0,0,0
18,1969,1969-09-28,2,27.202,ATL,@,RAM,L 7-17,*,7,14,50.00,96,1,0,96.1,0,0,6.86,8.29,4,9,2.25,0,0,0,,0,0,0
19,1969,1969-10-05,3,27.209,ATL,,BAL,L 14-21,*,16,26,61.54,207,1,0,99.4,0,0,7.96,8.73,3,19,6.33,0,0,0,,0,0,0
20,1969,1969-11-30,11,27.265,ATL,@,BAL,L 6-13,*,15,25,60.00,203,0,0,85.9,0,0,8.12,8.12,4,0,0.00,0,0,0,,0,0,0
21,1969,1969-12-07,12,27.272,ATL,,NOR,W 45-17,*,10,18,55.56,211,3,0,136.8,0,0,11.72,15.06,1,6,6.00,0,0,0,,0,0,0
22,1969,1969-12-14,13,27.279,ATL,@,PHI,W 27-3,*,10,16,62.50,198,3,0,145.3,0,0,12.38,16.13,0,0,,0,0,0,,0,0,0
23,1969,1969-12-21,14,27.286,ATL,,MIN,W 10-3,*,6,13,46.15,70,0,1,30.9,0,0,5.38,1.92,4,-14,-3.50,0,0,0,,0,0,0
24,1970,1970-09-20,1,28.194,ATL,@,NOR,W 14-3,*,11,20,55.00,133,1,1,71.5,0,0,6.65,5.40,2,16,8.00,0,0,0,,0,0,0
25,1970,1970-09-27,2,28.201,ATL,@,GNB,L 24-27,*,28,44,63.64,302,2,3,70.5,0,0,6.86,4.70,0,0,,0,0,0,,0,0,0
26,1970,1970-10-04,3,28.208,ATL,,SFO,W 21-20,*,17,32,53.13,217,3,0,105.9,0,0,6.78,8.66,1,0,0.00,0,0,0,,0,0,0
27,1970,1970-10-11,4,28.215,ATL,@,DAL,L 0-13,*,9,17,52.94,44,0,0,58.7,0,0,2.59,2.59,0,0,,0,0,0,,0,0,0
28,1970,1970-10-18,5,28.222,ATL,@,DEN,L 10-24,*,12,26,46.15,145,1,3,37.0,0,0,5.58,1.15,1,8,8.00,0,0,0,,0,0,0
29,1970,1970-10-25,6,28.229,ATL,,NOR,W 32-14,*,16,22,72.73,147,1,1,86.7,0,0,6.68,5.55,3,9,3.00,0,0,0,,0,0,0
30,1970,1970-11-01,7,28.236,ATL,,CHI,L 14-23,*,15,26,57.69,172,2,1,87.3,0,0,6.62,6.42,0,0,,0,0,0,,0,0,0
31,1970,1970-11-08,8,28.243,ATL,@,RAM,T 10-10,*,5,11,45.45,129,1,1,81.2,0,0,11.73,9.45,0,0,,0,0,0,,0,0,0
32,1970,1970-11-15,9,28.250,ATL,@,PHI,T 13-13,*,10,16,62.50,143,1,1,86.2,0,0,8.94,7.38,1,5,5.00,0,0,0,,0,0,0
33,1970,1970-11-22,10,28.257,ATL,,RAM,L 7-17,*,7,13,53.85,104,1,1,73.9,0,0,8.00,6.08,0,0,,0,0,0,,0,0,0
34,1970,1970-11-30,11,28.265,ATL,,MIA,L 7-20,*,18,24,75.00,170,1,1,90.6,0,0,7.08,6.04,4,23,5.75,0,0,0,,0,0,0
35,1970,1970-12-06,12,28.271,ATL,@,SFO,L 20-24,*,8,18,44.44,100,2,0,99.3,0,0,5.56,7.78,1,-1,-1.00,0,0,0,,0,0,0
36,1971,1971-09-19,1,29.193,ATL,,SFO,W 20-17,*,16,21,76.19,185,2,0,134.0,0,0,8.81,10.71,3,2,0.67,0,0,0,,0,0,0
37,1971,1971-09-26,2,29.200,ATL,@,RAM,T 20-20,*,15,22,68.18,301,1,1,107.2,0,0,13.68,12.55,0,0,,0,0,0,,0,0,0
38,1971,1971-10-03,3,29.207,ATL,@,DET,L 38-41,*,13,23,56.52,309,3,3,101.3,0,0,13.43,10.17,2,-3,-1.50,0,0,0,,0,0,0
39,1971,1971-10-10,4,29.214,ATL,,STL,L 9-26,*,13,27,48.15,138,0,4,23.9,0,0,5.11,-1.56,3,19,6.33,0,0,0,,0,0,0
40,1971,1971-10-17,5,29.221,ATL,,RAM,L 16-24,*,7,12,58.33,132,1,1,89.6,0,0,11.00,8.92,1,0,0.00,0,0,0,,0,0,0
41,1971,1971-11-14,9,29.249,ATL,,NYG,L 17-21,,6,9,66.67,104,1,1,103.2,0,0,11.56,8.78,0,0,,0,0,0,,0,0,0
42,1971,1971-11-22,10,29.257,ATL,,GNB,W 28-21,*,16,21,76.19,191,1,0,119.3,0,0,9.10,10.05,5,4,0.80,0,0,0,,0,0,0
43,1971,1971-11-28,11,29.263,ATL,@,MIN,L 7-24,*,11,23,47.83,76,0,3,16.1,0,0,3.30,-2.57,0,0,,0,0,0,,0,0,0
44,1971,1971-12-05,12,29.270,ATL,,OAK,W 24-13,*,12,18,66.67,220,1,1,103.9,0,0,12.22,10.83,1,0,0.00,0,0,0,,0,0,0
45,1971,1971-12-12,13,29.277,ATL,@,SFO,L 3-24,*,9,23,39.13,80,0,2,13.0,0,0,3.48,-0.43,2,6,3.00,0,0,0,,0,0,0
46,1971,1971-12-19,14,29.284,ATL,@,NOR,W 24-20,*,18,27,66.67,269,1,0,111.5,0,0,9.96,10.70,2,3,1.50,0,0,0,,0,0,0
47,1972,1972-09-17,1,30.191,ATL,@,CHI,W 37-21,*,6,9,66.67,151,2,1,109.7,0,0,16.78,16.22,2,4,2.00,1,0,0,,0,1,6
48,1972,1972-09-24,2,30.198,ATL,@,NWE,L 20-21,*,14,23,60.87,223,0,0,93.2,0,0,9.70,9.70,2,19,9.50,0,0,0,,0,0,0
49,1972,1972-10-01,3,30.205,ATL,,RAM,W 31-3,*,2,9,22.22,61,1,1,52.8,0,0,6.78,4.00,3,29,9.67,0,0,0,,0,0,0
50,1972,1972-10-08,4,30.212,ATL,,DET,L 23-26,*,10,17,58.82,105,1,1,71.9,0,0,6.18,4.71,3,10,3.33,0,0,0,,0,0,0
51,1972,1972-10-15,5,30.219,ATL,@,NOR,W 21-14,*,16,26,61.54,185,3,0,121.5,0,0,7.12,9.42,4,7,1.75,0,0,0,,0,0,0
52,1972,1972-10-22,6,30.226,ATL,@,GNB,W 10-9,*,14,25,56.00,143,0,0,72.6,0,0,5.72,5.72,2,1,0.50,0,0,0,,0,0,0
53,1972,1972-10-29,7,30.233,ATL,,SFO,L 14-49,*,11,24,45.83,147,1,2,45.0,0,0,6.13,3.21,1,1,1.00,0,0,0,,0,0,0
54,1972,1972-11-05,8,30.240,ATL,@,RAM,L 7-20,*,11,20,55.00,164,1,2,59.2,0,0,8.20,4.70,0,0,,0,0,0,,0,0,0
55,1972,1972-11-12,9,30.247,ATL,,NOR,W 36-20,*,10,13,76.92,142,1,0,137.3,0,0,10.92,12.46,1,2,2.00,1,0,0,,0,1,6
56,1972,1972-11-20,10,30.255,ATL,@,WAS,L 13-24,*,11,21,52.38,138,1,1,69.1,0,0,6.57,5.38,1,5,5.00,0,0,0,,0,0,0
57,1972,1972-11-26,11,30.261,ATL,,DEN,W 23-20,*,13,16,81.25,194,1,0,138.0,0,0,12.13,13.38,0,0,,0,1,-9,-9.00,0,0,0
58,1972,1972-12-03,12,30.268,ATL,,HOU,W 20-10,*,13,24,54.17,183,0,1,61.6,0,0,7.63,5.75,2,9,4.50,0,0,0,,0,0,0
59,1972,1972-12-10,13,30.275,ATL,@,SFO,L 0-20,*,12,25,48.00,145,0,1,49.6,0,0,5.80,4.00,1,-1,-1.00,0,0,0,,0,0,0
60,1972,1972-12-17,14,30.282,ATL,,KAN,L 14-17,*,11,25,44.00,177,1,2,48.2,0,0,7.08,4.28,2,0,0.00,0,0,0,,0,0,0
61,1973,1973-11-04,8,31.239,MIN,,CLE,W 26-3,,1,2,50.00,5,0,0,56.2,0,0,2.50,2.50,1,0,0.00,0,0,0,,0,0,0
62,1973,1973-11-11,9,31.246,MIN,,DET,W 28-7,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,0,0
63,1973,1973-11-25,11,31.260,MIN,,CHI,W 31-13,,2,3,66.67,50,1,0,149.3,0,0,16.67,23.33,0,0,,0,0,0,,0,0,0
64,1973,1973-12-02,12,31.267,MIN,@,CIN,L 0-27,,5,11,45.45,54,0,1,22.5,0,0,4.91,0.82,0,0,,0,0,0,,0,0,0
65,1973,1973-12-08,13,31.273,MIN,@,GNB,W 31-7,,2,7,28.57,12,0,0,39.6,0,0,1.71,1.71,0,0,,0,0,0,,0,0,0
66,1973,1973-12-16,14,31.281,MIN,@,NYG,W 31-7,,0,0,,0,0,0,,0,0,,,1,5,5.00,0,0,0,,0,0,0
67,1974,1974-09-22,2,32.196,MIN,@,DET,W 7-6,,,,,,,,,,,,,,,,,,,,,,
68,1974,1974-09-29,3,32.203,MIN,,CHI,W 11-7,,,,,,,,,,,,,,,,,,,,,,
69,1974,1974-10-06,4,32.210,MIN,@,DAL,W 23-21,,,,,,,,,,,,,,,,,,,,,,
70,1974,1974-10-13,5,32.217,MIN,,HOU,W 51-10,,8,12,66.67,77,2,0,124.0,0,0,6.42,9.75,1,8,8.00,0,0,0,,0,0,0
71,1974,1974-11-03,8,32.238,MIN,@,CHI,W 17-0,,1,2,50.00,3,0,0,56.2,0,0,1.50,1.50,0,0,,0,0,0,,0,0,0
72,1974,1974-11-11,9,32.246,MIN,@,STL,W 28-24,,,,,,,,,,,,,,,,,,,,,,
73,1974,1974-11-17,10,32.252,MIN,,GNB,L 7-19,,,,,,,,,,,,,,,,,,,,,,
74,1974,1974-12-01,12,32.266,MIN,,NOR,W 29-9,,,,,,,,,,,,,,,,,,,,,,
75,1974,1974-12-07,13,32.272,MIN,,ATL,W 23-10,*,14,22,63.64,114,1,1,72.9,0,0,5.18,4.05,0,0,,0,0,0,,0,0,0
76,1974,1974-12-14,14,32.279,MIN,@,KAN,W 35-15,,11,12,91.67,111,2,0,144.8,0,0,9.25,12.58,0,0,,0,0,0,,0,0,0
77,1975,1975-12-07,12,33.272,MIN,,GNB,W 24-3,,3,6,50.00,24,0,0,60.4,0,0,4.00,4.00,1,0,0.00,0,0,0,,0,0,0
