ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1968,1968-09-28,4,22.319,KAN,@,MIA,W 48-3,,0,0,,0,0,0,,0,0,,,2,2,1.00,0,0,0
2,1969,1969-09-28,3,23.318,KAN,@,CIN,L 19-24,,9,17,52.94,99,0,0,70.5,0,0,5.82,5.82,2,7,3.50,0,0,0
3,1969,1969-10-05,4,23.325,KAN,@,DEN,W 26-13,*,14,27,51.85,214,0,0,78.3,0,0,7.93,7.93,0,0,,0,0,0
4,1969,1969-10-12,5,23.332,KAN,,HOU,W 24-0,*,8,15,53.33,61,0,1,35.7,0,0,4.07,1.07,3,51,17.00,0,0,0
5,1969,1969-10-19,6,23.339,KAN,,MIA,W 17-10,*,17,34,50.00,308,1,1,79.0,0,0,9.06,8.32,2,4,2.00,0,0,0
6,1969,1969-10-26,7,23.346,KAN,,CIN,W 42-22,*,15,25,60.00,208,3,2,93.0,0,0,8.32,7.12,2,-3,-1.50,0,0,0
7,1969,1969-11-02,8,23.353,KAN,@,BUF,W 29-7,*,2,8,25.00,15,0,1,0.0,0,0,1.88,-3.75,0,0,,0,0,0
8,1969,1969-11-09,9,23.360,KAN,,SDG,W 27-3,,2,4,50.00,26,0,0,70.8,0,0,6.50,6.50,1,16,16.00,0,0,0
9,1969,1969-11-27,12,24.013,KAN,,DEN,W 31-17,,4,8,50.00,50,0,1,30.2,0,0,6.25,0.63,2,10,5.00,0,0,0
10,1969,1969-12-07,13,24.023,KAN,,BUF,W 22-19,*,13,23,56.52,142,0,0,74.9,0,0,6.17,6.17,3,17,5.67,0,0,0
11,1970,1970-09-28,2,24.318,KAN,@,BAL,W 44-24,,0,0,,0,0,,,,,,,0,0,,0,0,
12,1970,1970-10-11,4,24.331,KAN,,BOS,W 23-10,*,8,14,57.14,85,0,1,45.2,0,0,6.07,2.86,3,26,8.67,0,0,0
13,1970,1970-10-18,5,24.338,KAN,@,CIN,W 27-19,*,1,4,25.00,2,0,0,39.6,0,0,0.50,0.50,0,0,,0,0,0
14,1970,1970-12-20,14,25.036,KAN,@,SDG,L 13-31,,2,4,50.00,35,0,0,80.2,0,0,8.75,8.75,0,0,,0,0,0
15,1971,1971-10-18,5,25.338,KAN,,PIT,W 38-16,,0,0,,0,0,0,,0,0,,,1,3,3.00,0,0,0
16,1971,1971-11-21,10,26.007,KAN,,DEN,W 28-10,,1,3,33.33,-6,0,0,42.4,0,0,-2.00,-2.00,1,0,0.00,0,0,0
17,1971,1971-12-19,14,26.035,KAN,,BUF,W 22-9,*,11,25,44.00,136,0,0,61.4,0,0,5.44,5.44,3,8,2.67,0,0,0
18,1972,1972-10-01,3,26.322,KAN,@,DEN,W 45-24,,4,7,57.14,89,3,1,101.8,0,0,12.71,14.86,2,51,25.50,0,0,0
19,1972,1972-10-08,4,26.329,KAN,@,CLE,W 31-7,*,8,18,44.44,81,3,1,74.3,0,0,4.50,5.33,5,39,7.80,0,0,0
20,1972,1972-10-15,5,26.336,KAN,,CIN,L 16-23,*,1,2,50.00,13,0,0,70.8,0,0,6.50,6.50,2,15,7.50,0,0,0
21,1972,1972-11-19,10,27.005,KAN,,SDG,L 17-27,,19,30,63.33,231,1,3,58.5,0,0,7.70,3.87,2,18,9.00,0,0,0
22,1972,1972-11-26,11,27.012,KAN,@,OAK,L 3-26,,9,21,42.86,66,0,3,11.3,0,0,3.14,-3.29,3,10,3.33,0,0,0
23,1973,1973-09-16,1,27.306,KAN,,RAM,L 13-23,*,5,7,71.43,64,0,1,60.1,0,0,9.14,2.71,3,9,3.00,0,0,0
24,1973,1973-11-04,8,27.355,KAN,@,SDG,W 19-0,*,10,19,52.63,169,1,0,100.5,0,0,8.89,9.95,4,41,10.25,0,0,0
25,1973,1973-11-12,9,27.363,KAN,,CHI,W 19-7,*,11,22,50.00,146,1,2,48.7,0,0,6.64,3.45,5,10,2.00,0,0,0
26,1973,1973-11-18,10,28.004,KAN,,HOU,W 38-14,*,13,19,68.42,149,2,1,104.9,0,0,7.84,7.58,3,3,1.00,1,1,6
27,1973,1973-11-25,11,28.011,KAN,@,DEN,L 10-14,*,12,31,38.71,129,1,2,35.6,0,0,4.16,1.90,2,9,4.50,0,0,0
28,1973,1973-12-02,12,28.018,KAN,,CLE,T 20-20,*,7,11,63.64,70,1,0,111.9,0,0,6.36,8.18,1,5,5.00,0,0,0
29,1973,1973-12-08,13,28.024,KAN,@,OAK,L 7-37,*,6,14,42.86,66,0,1,27.7,0,0,4.71,1.50,1,17,17.00,1,1,6
