ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,def_int,def_int_yds,def_int_td
1,1960,1960-11-13,8,28.037,BAL,@,CHI,W 24-20,0,0,,0,1,15,0
2,1961,1961-10-29,7,29.022,BAL,,CHI,L 20-21,1,5,5.00,0,0,0,0
