ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1967,1967-11-12,9,29.093,SFO,@,WAS,L 28-31,1,3,0
2,1970,1970-09-18,1,32.038,RAM,,STL,W 34-13,,,
3,1970,1970-09-27,2,32.047,RAM,@,BUF,W 19-0,,,
4,1970,1970-10-04,3,32.054,RAM,,SDG,W 37-10,,,
5,1970,1970-10-11,4,32.061,RAM,,SFO,L 6-20,,,
6,1970,1970-10-18,5,32.068,RAM,@,GNB,W 31-21,,,
7,1970,1970-10-26,6,32.076,RAM,@,MIN,L 3-13,,,
