ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
42,2012,2012-11-11,10,23.315,NYG,@,CIN,L 13-31,*,0,0,,0,,0,0,0.0,3,2,0,0,0
43,2012,2012-11-25,11,23.329,NYG,,GNB,W 38-10,*,0,0,,0,,0,0,0.0,1,2,0,0,0
44,2012,2012-12-03,12,23.337,NYG,@,WAS,L 16-17,,0,0,,0,,0,0,0.0,1,2,0,0,0
45,2012,2012-12-09,13,23.343,NYG,,NOR,W 52-27,*,0,0,,0,,0,0,0.0,5,1,0,0,0
46,2012,2012-12-16,14,23.350,NYG,@,ATL,L 0-34,*,0,0,,0,,0,0,0.0,2,0,0,0,0
47,2012,2012-12-23,15,23.357,NYG,@,BAL,L 14-33,*,0,0,,0,,0,0,0.0,2,2,0,0,0
48,2012,2012-12-30,16,23.364,NYG,,PHI,W 42-7,*,0,0,,0,,0,0,0.0,4,1,0,0,0
49,2013,2013-09-08,1,24.250,NYG,@,DAL,L 31-36,,0,0,,0,,0,0,1.0,1,0,0,0,0
50,2013,2013-09-15,2,24.257,NYG,,DEN,L 23-41,,0,0,,0,,0,0,0.0,4,1,0,0,0
51,2013,2013-09-22,3,24.264,NYG,@,CAR,L 0-38,*,0,0,,0,,0,0,0.0,5,0,0,0,0
52,2013,2013-09-29,4,24.271,NYG,@,KAN,L 7-31,*,0,0,,0,,0,0,0.0,1,0,0,0,0
53,2013,2013-10-06,5,24.278,NYG,,PHI,L 21-36,*,0,0,,0,,0,0,0.0,1,0,0,0,0
54,2013,2013-10-10,6,24.282,NYG,@,CHI,L 21-27,*,0,0,,0,,0,0,0.0,1,1,0,0,0
55,2013,2013-10-21,7,24.293,NYG,,MIN,W 23-7,,0,0,,0,,0,0,0.0,1,1,0,0,0
56,2013,2013-10-27,8,24.299,NYG,@,PHI,W 15-7,*,0,0,,0,,0,0,0.0,2,0,0,0,0
57,2013,2013-11-10,9,24.313,NYG,,OAK,W 24-20,*,0,0,,0,,0,0,1.0,2,2,0,0,0
58,2013,2013-11-17,10,24.320,NYG,,GNB,W 27-13,,0,0,,0,,0,6,0.0,1,2,1,24,1
59,2013,2013-11-24,11,24.327,NYG,,DAL,L 21-24,,0,0,,0,,0,0,0.0,1,0,0,0,0
60,2014,2014-09-08,1,25.250,NYG,@,DET,L 14-35,*,0,0,,0,,0,0,0.0,2,2,0,0,0
61,2014,2014-09-14,2,25.256,NYG,,ARI,L 14-25,*,0,0,,0,,0,0,1.5,2,2,0,0,0
62,2014,2014-09-21,3,25.263,NYG,,HOU,W 30-17,*,0,0,,0,,0,0,0.0,5,2,0,0,0
63,2014,2014-09-25,4,25.267,NYG,@,WAS,W 45-14,*,0,0,,0,,0,0,0.0,1,6,0,0,0
64,2014,2014-10-05,5,25.277,NYG,,ATL,W 30-20,*,0,0,,0,,0,0,0.0,2,3,0,0,0
65,2014,2014-10-12,6,25.284,NYG,@,PHI,L 0-27,*,0,0,,0,,0,0,0.0,4,0,0,0,0
66,2014,2014-10-19,7,25.291,NYG,@,DAL,L 21-31,*,0,0,,0,,0,0,2.0,6,0,0,0,0
67,2014,2014-11-03,8,25.306,NYG,,IND,L 24-40,*,0,0,,0,,0,0,0.0,1,1,0,0,0
68,2014,2014-11-09,9,25.312,NYG,@,SEA,L 17-38,*,0,0,,0,,0,0,0.0,6,2,0,0,0
69,2014,2014-11-16,10,25.319,NYG,,SFO,L 10-16,*,0,0,,0,,0,0,0.0,1,0,0,0,0
70,2014,2014-11-23,11,25.326,NYG,,DAL,L 28-31,*,0,0,,0,,0,0,0.0,2,0,0,0,0
71,2014,2014-11-30,12,25.333,NYG,@,JAX,L 24-25,*,0,0,,0,,0,0,1.5,3,1,0,0,0
72,2014,2014-12-07,13,25.340,NYG,@,TEN,W 36-7,*,0,0,,0,,0,0,2.0,4,3,0,0,0
73,2014,2014-12-14,14,25.347,NYG,,WAS,W 24-13,*,0,0,,0,,0,0,2.5,6,1,0,0,0
74,2014,2014-12-21,15,25.354,NYG,@,STL,W 37-27,*,0,0,,0,,0,0,1.0,4,0,0,0,0
75,2014,2014-12-28,16,25.361,NYG,,PHI,L 26-34,*,0,0,,0,,0,0,2.0,4,1,0,0,0
76,2015,2015-11-08,9,26.311,NYG,@,TAM,W 32-18,*,0,0,,0,,0,0,0.0,2,0,0,0,0
77,2015,2015-11-15,10,26.318,NYG,,NWE,L 26-27,*,0,0,,0,,0,0,0.0,0,0,0,0,0
78,2015,2015-11-29,11,26.332,NYG,@,WAS,L 14-20,*,0,0,,0,,0,0,0.0,2,2,0,0,0
79,2015,2015-12-06,12,26.339,NYG,,NYJ,L 20-23,*,0,0,,0,,0,0,0.0,5,1,0,0,0
80,2015,2015-12-14,13,26.347,NYG,@,MIA,W 31-24,*,0,0,,0,,0,0,0.0,1,2,0,0,0
81,2015,2015-12-20,14,26.353,NYG,,CAR,L 35-38,*,0,0,,0,,0,0,1.0,3,0,0,0,0
82,2015,2015-12-27,15,26.360,NYG,@,MIN,L 17-49,*,0,0,,0,,0,0,0.0,2,0,0,0,0
83,2015,2016-01-03,16,27.002,NYG,,PHI,L 30-35,*,0,0,,0,,0,0,0.0,6,0,0,0,0
84,2016,2016-09-11,1,27.254,NYG,@,DAL,W 20-19,*,0,0,,0,,0,0,0.0,4,2,0,0,0
85,2016,2016-09-18,2,27.261,NYG,,NOR,W 16-13,*,0,0,,0,,0,0,0.0,1,0,0,0,0
86,2016,2016-09-25,3,27.268,NYG,,WAS,L 27-29,*,0,0,,0,,0,0,1.0,6,2,0,0,0
87,2016,2016-10-03,4,27.276,NYG,@,MIN,L 10-24,*,0,0,,0,,0,0,0.0,1,1,0,0,0
88,2016,2016-10-09,5,27.282,NYG,@,GNB,L 16-23,*,0,0,,0,,0,0,0.0,6,1,0,0,0
89,2016,2016-10-16,6,27.289,NYG,,BAL,W 27-23,*,0,0,,0,,0,0,0.0,2,1,0,0,0
90,2016,2016-10-23,7,27.296,NYG,@,LAR,W 17-10,*,0,0,,0,,0,0,0.5,0,1,0,0,0
91,2016,2016-11-06,8,27.310,NYG,,PHI,W 28-23,*,0,0,,0,,0,0,0.0,3,2,0,0,0
92,2016,2016-11-14,9,27.318,NYG,,CIN,W 21-20,*,0,0,,0,,0,0,0.0,2,3,0,0,0
93,2016,2016-11-20,10,27.324,NYG,,CHI,W 22-16,*,0,0,,0,,0,0,2.5,4,1,0,0,0
94,2016,2016-11-27,11,27.331,NYG,@,CLE,W 27-13,*,0,0,,0,,1,6,3.0,5,2,0,0,0
95,2016,2016-12-04,12,27.338,NYG,@,PIT,L 14-24,*,0,0,,0,,0,0,0.0,1,2,0,0,0
96,2017,2017-09-10,1,28.252,NYG,@,DAL,L 3-19,*,0,0,,0,,0,0,0.0,3,2,0,0,0
97,2017,2017-09-18,2,28.260,NYG,,DET,L 10-24,*,0,0,,0,,0,0,1.0,3,0,0,0,0
98,2017,2017-09-24,3,28.266,NYG,@,PHI,L 24-27,*,0,0,,0,,0,0,0.0,1,4,0,0,0
99,2017,2017-10-01,4,28.273,NYG,@,TAM,L 23-25,*,0,0,,0,,0,0,0.5,3,1,0,0,0
100,2017,2017-10-08,5,28.280,NYG,,LAC,L 22-27,*,0,0,,0,,0,0,0.0,4,0,0,0,0
101,2017,2017-10-15,6,28.287,NYG,@,DEN,W 23-10,*,0,0,,0,,0,0,3.0,7,1,0,0,0
102,2017,2017-10-22,7,28.294,NYG,,SEA,L 7-24,*,0,0,,0,,0,0,0.0,3,1,0,0,0
103,2017,2017-11-05,8,28.308,NYG,,LAR,L 17-51,*,0,0,,0,,0,0,0.0,3,0,0,0,0
104,2017,2017-11-12,9,28.315,NYG,@,SFO,L 21-31,*,0,0,,0,,0,0,0.0,4,1,0,0,0
105,2017,2017-11-19,10,28.322,NYG,,KAN,W 12-9,*,0,0,,0,,0,0,0.0,3,2,0,0,0
106,2017,2017-11-23,11,28.326,NYG,@,WAS,L 10-20,*,0,0,,0,,0,0,2.0,3,2,0,0,0
107,2017,2017-12-03,12,28.336,NYG,@,OAK,L 17-24,*,0,0,,0,,0,0,0.0,1,2,0,0,0
108,2017,2017-12-10,13,28.343,NYG,,DAL,L 10-30,*,0,0,,0,,0,0,0.0,2,3,0,0,0
109,2017,2017-12-17,14,28.350,NYG,,PHI,L 29-34,*,0,0,,0,,0,0,0.0,2,1,0,0,0
110,2017,2017-12-24,15,28.357,NYG,@,ARI,L 0-23,*,0,0,,0,,0,0,1.0,4,0,0,0,0
111,2017,2017-12-31,16,28.364,NYG,,WAS,W 18-10,*,0,0,,0,,0,0,1.0,2,0,0,0,0
112,2018,2018-09-09,1,29.251,TAM,@,NOR,W 48-40,*,0,0,,0,,0,0,0.0,0,0,0,0,0
113,2018,2018-09-16,2,29.258,TAM,,PHI,W 27-21,*,0,0,,0,,0,0,1.0,5,0,0,0,0
114,2018,2018-09-24,3,29.266,TAM,,PIT,L 27-30,*,0,0,,0,,0,0,2.0,5,0,0,0,0
