ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1970,1970-09-20,1,28.207,MIN,,KAN,W 27-10,,,
2,1970,1970-09-27,2,28.214,MIN,,NOR,W 26-0,,,
3,1970,1970-10-04,3,28.221,MIN,@,GNB,L 10-13,,,
4,1970,1970-10-11,4,28.228,MIN,@,CHI,W 24-0,,,
5,1970,1970-10-18,5,28.235,MIN,,DAL,W 54-13,,,
6,1970,1970-10-26,6,28.243,MIN,,RAM,W 13-3,,,
7,1970,1970-11-01,7,28.249,MIN,@,DET,W 30-17,,,
8,1970,1970-11-08,8,28.256,MIN,@,WAS,W 19-10,,,
9,1970,1970-11-15,9,28.263,MIN,,DET,W 24-20,,,
10,1970,1970-11-22,10,28.270,MIN,,GNB,W 10-3,,,
11,1970,1970-11-29,11,28.277,MIN,@,NYJ,L 10-20,,,
12,1970,1970-12-05,12,28.283,MIN,,CHI,W 16-13,,,
13,1970,1970-12-13,13,28.291,MIN,@,BOS,W 35-14,,,
14,1970,1970-12-20,14,28.298,MIN,@,ATL,W 37-7,,,
15,1971,1971-09-20,1,29.207,MIN,@,DET,W 16-13,,,
16,1971,1971-09-26,2,29.213,MIN,,CHI,L 17-20,,,
17,1971,1971-10-03,3,29.220,MIN,,BUF,W 19-0,,,
18,1971,1971-10-10,4,29.227,MIN,@,PHI,W 13-0,,,
19,1971,1971-10-17,5,29.234,MIN,@,GNB,W 24-13,,,
20,1971,1971-10-25,6,29.242,MIN,,BAL,W 10-3,,,
21,1971,1971-10-31,7,29.248,MIN,@,NYG,W 17-10,,,
22,1971,1971-11-07,8,29.255,MIN,,SFO,L 9-13,,,
23,1971,1971-11-14,9,29.262,MIN,,GNB,W 3-0,,,
24,1971,1971-11-21,10,29.269,MIN,@,NOR,W 23-10,,,
25,1971,1971-11-28,11,29.276,MIN,,ATL,W 24-7,,,
26,1971,1971-12-05,12,29.283,MIN,@,SDG,L 14-30,,,
27,1971,1971-12-11,13,29.289,MIN,,DET,W 29-10,,,
28,1971,1971-12-19,14,29.297,MIN,@,CHI,W 27-10,,,
29,1972,1972-09-18,1,30.206,MIN,,WAS,L 21-24,,,
30,1972,1972-09-24,2,30.212,MIN,@,DET,W 34-10,,,
31,1972,1972-10-01,3,30.219,MIN,,MIA,L 14-16,,,
32,1972,1972-10-08,4,30.226,MIN,,STL,L 17-19,,,
33,1972,1972-10-15,5,30.233,MIN,@,DEN,W 23-20,,,
