ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1966,1966-12-17,14,22.232,STL,,CLE,L 10-38,,4,11,36.36,29,0,0,44.9,0,0,2.64,2.64,0,0,,0,0,0,,0,0,0
2,1967,1967-09-17,1,23.141,STL,,NYG,L 20-37,*,10,30,33.33,166,1,4,24.4,0,0,5.53,0.20,2,5,2.50,0,0,0,,0,0,0
3,1967,1967-09-24,2,23.148,STL,@,PIT,W 28-14,*,8,25,32.00,137,0,1,34.9,0,0,5.48,3.68,2,21,10.50,1,0,0,,0,1,6
4,1967,1967-10-01,3,23.155,STL,,DET,W 38-28,*,19,27,70.37,313,2,1,118.3,0,0,11.59,11.41,1,0,0.00,0,0,0,,0,0,0
5,1967,1967-10-08,4,23.162,STL,@,MIN,W 34-24,*,14,27,51.85,247,2,2,77.2,0,0,9.15,7.30,1,-2,-2.00,0,0,0,,0,0,0
6,1967,1967-10-15,5,23.169,STL,@,CLE,L 16-20,*,15,35,42.86,228,0,3,29.2,0,0,6.51,2.66,2,4,2.00,1,0,0,,0,1,6
7,1967,1967-10-22,6,23.176,STL,,PHI,W 48-14,*,16,29,55.17,267,4,0,126.0,0,0,9.21,11.97,1,2,2.00,0,0,0,,0,0,0
8,1967,1967-10-30,7,23.184,STL,,GNB,L 23-31,*,16,29,55.17,317,2,2,87.9,0,0,10.93,9.21,2,-1,-0.50,0,0,0,,0,0,0
9,1967,1967-11-05,8,23.190,STL,@,WAS,W 27-21,*,16,32,50.00,252,1,2,60.9,0,0,7.88,5.69,1,1,1.00,1,0,0,,0,1,6
10,1967,1967-11-12,9,23.197,STL,,PIT,T 14-14,*,15,29,51.72,193,1,3,44.8,0,0,6.66,2.69,0,0,,0,0,0,,0,0,0
11,1967,1967-11-19,10,23.204,STL,@,CHI,L 3-30,*,10,33,30.30,126,0,5,3.7,0,0,3.82,-3.00,0,0,,0,0,0,,0,0,0
12,1967,1967-11-23,11,23.208,STL,@,DAL,L 21-46,*,7,13,53.85,180,2,1,106.6,0,0,13.85,13.46,0,0,,0,0,0,,0,0,0
13,1967,1967-12-03,12,23.218,STL,,NOR,W 31-20,*,6,14,42.86,106,2,3,69.3,0,0,7.57,0.79,0,0,,0,0,0,,0,0,0
14,1967,1967-12-10,13,23.225,STL,,CLE,L 16-20,*,18,36,50.00,182,1,1,62.5,0,0,5.06,4.36,1,6,6.00,0,0,0,,0,0,0
15,1967,1967-12-17,14,23.232,STL,@,NYG,L 14-37,*,22,38,57.89,294,1,2,69.4,0,0,7.74,5.89,0,0,,0,0,0,,0,0,0
16,1968,1968-09-16,1,24.140,STL,,RAM,L 13-24,*,17,40,42.50,211,1,3,36.6,0,0,5.28,2.40,0,0,,0,0,0,,0,0,0
17,1968,1968-09-22,2,24.146,STL,@,SFO,L 17-35,*,8,20,40.00,143,1,0,81.9,0,0,7.15,8.15,1,1,1.00,0,0,0,,0,0,0
18,1968,1968-10-06,4,24.160,STL,,DAL,L 10-27,,10,16,62.50,132,1,2,69.8,0,0,8.25,3.88,0,0,,0,0,0,,0,0,0
19,1968,1968-10-13,5,24.167,STL,@,CLE,W 27-21,*,9,24,37.50,140,1,2,36.8,0,0,5.83,2.92,2,3,1.50,1,0,0,,0,1,6
20,1968,1968-10-20,6,24.174,STL,,WAS,W 41-14,*,14,21,66.67,148,2,0,118.7,0,0,7.05,8.95,2,2,1.00,1,0,0,,0,1,6
21,1968,1968-10-27,7,24.181,STL,,NOR,W 31-17,*,9,22,40.91,226,2,0,109.3,0,0,10.27,12.09,3,4,1.33,1,0,0,,0,1,6
22,1968,1968-11-03,8,24.188,STL,@,PHI,W 45-17,*,7,13,53.85,147,1,0,119.7,0,0,11.31,12.85,2,2,1.00,2,0,0,,0,2,12
23,1968,1968-11-10,9,24.195,STL,,PIT,T 28-28,*,17,40,42.50,353,3,2,78.4,0,0,8.83,8.08,0,0,,0,0,0,,0,0,0
24,1968,1968-11-17,10,24.202,STL,@,BAL,L 0-27,*,17,47,36.17,163,0,4,11.2,0,0,3.47,-0.36,0,0,,0,0,0,,0,0,0
25,1968,1968-11-24,11,24.209,STL,,ATL,W 17-12,*,10,22,45.45,136,1,2,43.0,0,0,6.18,3.00,3,-1,-0.33,1,0,0,,0,1,6
26,1968,1968-12-01,12,24.216,STL,@,PIT,W 20-10,*,6,20,30.00,65,0,2,1.0,0,0,3.25,-1.25,1,1,1.00,0,0,0,,0,0,0
27,1968,1968-12-08,13,24.223,STL,@,NYG,W 28-21,*,7,10,70.00,74,0,1,51.7,0,0,7.40,2.90,4,6,1.50,0,0,0,,0,0,0
28,1968,1968-12-14,14,24.229,STL,,CLE,W 27-16,*,9,21,42.86,121,2,0,93.6,0,0,5.76,7.67,1,2,2.00,0,0,0,,0,0,0
29,1969,1969-09-28,2,25.152,STL,,CHI,W 20-17,,3,3,100.00,23,0,0,98.6,0,0,7.67,7.67,0,0,,0,0,0,,0,0,0
30,1969,1969-10-05,3,25.159,STL,@,PIT,W 27-14,*,16,27,59.26,260,1,2,73.1,0,0,9.63,7.04,1,2,2.00,0,0,0,,0,0,0
31,1969,1969-10-12,4,25.166,STL,@,WAS,L 17-33,*,13,30,43.33,138,0,5,17.8,0,0,4.60,-2.90,3,12,4.00,0,0,0,,0,0,0
32,1969,1969-11-09,8,25.194,STL,,NYG,W 42-17,,1,4,25.00,60,1,0,118.7,0,0,15.00,20.00,1,0,0.00,0,0,0,,0,0,0
33,1969,1969-11-16,9,25.201,STL,@,DET,L 0-20,,2,4,50.00,17,0,2,21.9,0,0,4.25,-18.25,0,0,,0,0,0,,0,0,0
34,1969,1969-11-23,10,25.208,STL,,PHI,L 30-34,,15,27,55.56,193,1,0,90.5,0,0,7.15,7.89,1,1,1.00,1,0,0,,0,1,6
35,1969,1969-11-30,11,25.215,STL,,PIT,W 47-10,*,19,32,59.38,195,3,2,82.2,0,0,6.09,5.16,1,1,1.00,1,0,0,,0,1,6
36,1969,1969-12-07,12,25.222,STL,@,NYG,L 6-49,*,9,21,42.86,130,0,1,43.8,0,0,6.19,4.05,0,0,,0,0,0,,0,0,0
37,1969,1969-12-14,13,25.229,STL,,CLE,L 21-27,*,6,19,31.58,70,0,0,43.7,0,0,3.68,3.68,0,0,,0,0,0,,0,0,0
38,1970,1970-09-18,1,26.142,STL,@,RAM,L 13-34,*,12,41,29.27,282,1,1,53.7,0,0,6.88,6.27,2,2,1.00,0,0,0,,0,0,0
39,1970,1970-09-27,2,26.151,STL,,WAS,W 27-17,*,4,8,50.00,67,0,1,39.1,0,0,8.38,2.75,4,8,2.00,0,0,0,,0,0,0
40,1970,1970-10-04,3,26.158,STL,,DAL,W 20-7,*,12,22,54.55,174,2,2,72.9,0,0,7.91,5.64,0,0,,0,0,0,,0,0,0
41,1970,1970-10-11,4,26.165,STL,,NOR,W 24-17,*,18,31,58.06,255,1,2,68.6,0,0,8.23,5.97,1,1,1.00,0,0,0,,0,0,0
42,1970,1970-10-18,5,26.172,STL,@,PHI,W 35-20,*,7,25,28.00,124,1,1,44.4,0,0,4.96,3.96,1,2,2.00,0,0,0,,0,0,0
43,1970,1970-10-25,6,26.179,STL,@,NYG,L 17-35,*,15,40,37.50,209,1,2,42.6,0,0,5.23,3.48,1,0,0.00,0,0,0,,0,0,0
44,1970,1970-11-01,7,26.186,STL,,HOU,W 44-0,*,15,25,60.00,223,1,0,102.6,0,0,8.92,9.72,0,0,,0,0,0,,0,0,0
45,1970,1970-11-08,8,26.193,STL,,BOS,W 31-0,*,10,20,50.00,132,1,1,67.1,0,0,6.60,5.35,0,0,,0,0,0,,0,0,0
46,1970,1970-11-16,9,26.201,STL,@,DAL,W 38-0,*,14,30,46.67,164,0,1,49.9,0,0,5.47,3.97,1,0,0.00,0,0,0,,0,0,0
47,1970,1970-11-22,10,26.207,STL,@,KAN,T 6-6,*,13,23,56.52,119,0,1,52.6,0,0,5.17,3.22,3,3,1.00,0,0,0,,0,0,0
48,1970,1970-11-29,11,26.214,STL,,PHI,W 23-14,*,12,21,57.14,210,2,1,103.3,0,0,10.00,9.76,0,0,,0,0,0,,0,0,0
49,1970,1970-12-06,12,26.221,STL,@,DET,L 3-16,*,10,26,38.46,126,0,2,22.3,0,0,4.85,1.38,3,2,0.67,0,0,0,,0,0,0
50,1970,1970-12-13,13,26.228,STL,,NYG,L 17-34,*,13,30,43.33,291,2,1,86.9,0,0,9.70,9.53,0,0,,0,0,0,,0,0,0
51,1970,1970-12-20,14,26.235,STL,@,WAS,L 27-28,*,16,31,51.61,199,2,2,66.5,0,0,6.42,4.81,2,0,0.00,0,0,0,,0,0,0
52,1971,1971-09-19,1,27.143,STL,,WAS,L 17-24,*,5,15,33.33,74,1,3,33.1,0,0,4.93,-2.73,1,-1,-1.00,0,0,0,,0,0,0
53,1971,1971-10-10,4,27.164,STL,@,ATL,W 26-9,,10,19,52.63,100,0,0,67.9,0,0,5.26,5.26,1,-1,-1.00,0,0,0,,0,0,0
54,1971,1971-10-17,5,27.171,STL,@,WAS,L 0-20,,3,8,37.50,38,0,1,13.5,0,0,4.75,-0.88,0,0,,0,0,0,,0,0,0
