ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-10-30,5,23.306,GNB,@,PIT,W 19-13,0,0,,0,1,17,17.00,0,0,0,0,0,0
2,1960,1960-11-13,7,23.320,GNB,,DAL,W 41-7,0,0,,0,0,0,,0,1,6,2,64,1
3,1960,1960-11-24,9,23.331,GNB,@,DET,L 10-23,0,0,,0,1,16,16.00,0,0,0,0,0,0
4,1960,1960-12-17,12,23.354,GNB,@,RAM,W 35-21,0,0,,0,0,0,,0,0,0,1,26,0
5,1961,1961-09-24,2,24.269,GNB,,SFO,W 30-10,0,0,,0,0,0,,0,0,0,1,27,0
6,1961,1961-10-22,6,24.297,GNB,@,MIN,W 33-7,0,0,,0,0,0,,0,0,0,1,14,0
7,1962,1962-09-30,3,25.275,GNB,,CHI,W 49-0,0,0,,0,0,0,,0,0,0,1,0,0
8,1962,1962-10-14,5,25.289,GNB,@,MIN,W 48-21,0,0,,0,0,0,,0,0,0,1,2,0
9,1962,1962-10-28,7,25.303,GNB,@,BAL,W 17-6,0,0,,0,0,0,,0,0,0,1,28,0
10,1962,1962-11-04,8,25.310,GNB,@,CHI,W 38-7,0,0,,0,0,0,,0,0,0,1,26,0
11,1962,1962-11-18,10,25.324,GNB,,BAL,W 17-13,0,0,,0,1,7,7.00,0,0,0,0,0,0
12,1963,1963-10-13,5,26.288,GNB,@,MIN,W 37-28,0,0,,0,0,0,,0,0,0,1,5,0
13,1963,1963-11-10,9,26.316,GNB,,MIN,W 28-7,0,0,,0,0,0,,0,0,0,1,3,0
14,1964,1964-11-29,12,27.336,GNB,@,DAL,W 45-21,0,0,,0,0,0,,0,0,0,2,36,0
15,1965,1965-09-19,1,28.264,GNB,@,PIT,W 41-9,0,0,,0,0,0,,0,0,0,1,21,0
16,1966,1966-10-16,6,29.291,GNB,@,CHI,W 17-0,0,0,,0,0,0,,0,0,0,1,23,0
17,1966,1966-10-30,8,29.305,GNB,@,DET,W 31-7,0,0,,0,0,0,,0,0,0,1,21,0
18,1967,1967-10-08,4,30.283,GNB,@,DET,W 27-17,0,0,,0,0,0,,0,1,6,1,20,1
19,1967,1967-11-12,9,30.318,GNB,,CLE,W 55-7,0,0,,0,0,0,,0,0,0,1,10,0
20,1967,1967-12-03,12,30.339,GNB,@,MIN,W 30-27,0,0,,0,0,0,,0,0,0,1,5,0
21,1968,1968-10-06,4,31.282,GNB,@,ATL,W 38-7,0,0,,0,0,0,,0,0,0,1,11,0
22,1968,1968-12-15,14,31.352,GNB,@,CHI,W 28-27,0,0,,0,0,0,,0,0,0,1,9,0
23,1969,1969-11-09,8,32.315,GNB,@,BAL,L 6-14,0,0,,0,0,0,,0,0,0,1,20,0
24,1969,1969-12-14,13,32.350,GNB,@,CHI,W 21-3,0,0,,0,0,0,,0,0,0,1,12,0
25,1970,1970-09-20,1,33.265,GNB,,DET,L 0-40,,,,,,,,,,,,,
26,1970,1970-09-27,2,33.272,GNB,,ATL,W 27-24,,,,,,,,,,,,,
27,1970,1970-10-04,3,33.279,GNB,,MIN,W 13-10,,,,,,,,,,,,,
28,1970,1970-10-12,4,33.287,GNB,@,SDG,W 22-20,,,,,,,,,,,,,
29,1970,1970-10-18,5,33.293,GNB,,RAM,L 21-31,,,,,,,,,,,,,
30,1970,1970-10-25,6,33.300,GNB,,PHI,W 30-17,,,,,,,,,,,,,
31,1970,1970-11-01,7,33.307,GNB,@,SFO,L 10-26,,,,,,,,,,,,,
32,1970,1970-11-09,8,33.315,GNB,,BAL,L 10-13,,,,,,,,,,,,,
33,1970,1970-11-15,9,33.321,GNB,,CHI,W 20-19,,,,,,,,,,,,,
34,1970,1970-11-22,10,33.328,GNB,@,MIN,L 3-10,,,,,,,,,,,,,
35,1970,1970-11-26,11,33.332,GNB,@,DAL,L 3-16,,,,,,,,,,,,,
36,1970,1970-12-06,12,33.342,GNB,@,PIT,W 20-12,,,,,,,,,,,,,
37,1970,1970-12-13,13,33.349,GNB,@,CHI,L 17-35,,,,,,,,,,,,,
38,1970,1970-12-20,14,33.356,GNB,@,DET,L 0-20,,,,,,,,,,,,,
39,1971,1971-09-19,1,34.264,GNB,,NYG,L 40-42,,,,,,,,,,,,,
40,1971,1971-09-26,2,34.271,GNB,,DEN,W 34-13,,,,,,,,,,,,,
41,1971,1971-10-10,4,34.285,GNB,@,DET,L 28-31,,,,,,,,,,,,,
42,1971,1971-10-17,5,34.292,GNB,,MIN,L 13-24,,,,,,,,,,,,,
43,1971,1971-10-24,6,34.299,GNB,@,RAM,L 13-30,,,,,,,,,,,,,
44,1971,1971-11-01,7,34.307,GNB,,DET,T 14-14,0,0,,0,0,0,,0,0,0,1,0,0
45,1971,1971-11-22,10,34.328,GNB,@,ATL,L 21-28,,,,,,,,,,,,,
46,1971,1971-12-12,13,34.348,GNB,,CHI,W 31-10,,,,,,,,,,,,,
47,1971,1971-12-19,14,34.355,GNB,@,MIA,L 6-27,,,,,,,,,,,,,
48,1972,1972-09-24,2,35.270,GNB,,OAK,L 14-20,,,,,,,,,,,,,
49,1972,1972-10-08,4,35.284,GNB,,CHI,W 20-17,,,,,,,,,,,,,
50,1972,1972-10-16,5,35.292,GNB,@,DET,W 24-23,,,,,,,,,,,,,
51,1972,1972-10-22,6,35.298,GNB,,ATL,L 9-10,,,,,,,,,,,,,
52,1972,1972-10-29,7,35.305,GNB,,MIN,L 13-27,,,,,,,,,,,,,
53,1972,1972-11-05,8,35.312,GNB,,SFO,W 34-24,,,,,,,,,,,,,
54,1972,1972-11-12,9,35.319,GNB,@,CHI,W 23-17,,,,,,,,,,,,,
55,1972,1972-11-26,11,35.333,GNB,@,WAS,L 16-21,,,,,,,,,,,,,
56,1972,1972-12-03,12,35.340,GNB,,DET,W 33-7,,,,,,,,,,,,,
57,1972,1972-12-10,13,35.347,GNB,@,MIN,W 23-7,,,,,,,,,,,,,
58,1972,1972-12-17,14,35.354,GNB,@,NOR,W 30-20,1,34,34.00,0,0,0,,0,0,0,0,0,0
