ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1997,1997-09-28,4,23.111,PHI,@,MIN,L 19-28,
2,1997,1997-10-05,5,23.118,PHI,,WAS,W 24-10,
3,1997,1997-10-12,6,23.125,PHI,@,JAX,L 21-38,1.0
4,1997,1997-10-19,7,23.132,PHI,,ARI,W 13-10,
5,1997,1997-11-30,13,23.174,PHI,,CIN,W 44-42,
6,1997,1997-12-07,14,23.181,PHI,,NYG,L 21-31,
7,1997,1997-12-14,15,23.188,PHI,@,ATL,L 17-20,
8,1997,1997-12-21,16,23.195,PHI,@,WAS,L 32-35,
9,1998,1998-09-06,1,24.089,PHI,,SEA,L 0-38,
10,1998,1998-09-13,2,24.096,PHI,@,ATL,L 12-17,
11,1998,1998-09-20,3,24.103,PHI,@,ARI,L 3-17,
12,1998,1998-09-27,4,24.110,PHI,,KAN,L 21-24,
13,1998,1998-10-04,5,24.117,PHI,@,DEN,L 16-41,
14,1998,1998-10-11,6,24.124,PHI,,WAS,W 17-12,
15,1998,1998-10-18,7,24.131,PHI,@,SDG,L 10-13,
16,1998,1998-11-02,8,24.146,PHI,,DAL,L 0-34,
17,1998,1998-11-08,9,24.152,PHI,,DET,W 10-9,
18,1998,1998-11-15,10,24.159,PHI,@,WAS,L 3-28,
19,1998,1998-11-22,11,24.166,PHI,@,NYG,L 0-20,
20,1998,1998-11-29,12,24.173,PHI,@,GNB,L 16-24,
21,1998,1998-12-03,13,24.177,PHI,,STL,W 17-14,
22,1998,1998-12-13,14,24.187,PHI,,ARI,L 17-20,
23,1998,1998-12-20,15,24.194,PHI,@,DAL,L 9-13,1.0
24,1998,1998-12-27,16,24.201,PHI,,NYG,L 10-20,
