ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1981,1981-09-06,1,23.222,NYG,,PHI,L 10-24,0,0,,0,0,0,,0,0,
2,1981,1981-09-13,2,23.229,NYG,@,WAS,W 17-7,0,0,,0,0,0,,0,0,
3,1981,1981-09-20,3,23.236,NYG,,NOR,W 20-7,0,0,,0,0,0,,0,0,
4,1981,1981-10-11,6,23.257,NYG,,STL,W 34-14,9,30,3.33,0,1,7,7.00,0,0,0
5,1981,1981-10-18,7,23.264,NYG,@,SEA,W 32-0,2,10,5.00,0,0,0,,0,0,0
6,1981,1981-11-01,9,23.278,NYG,,NYJ,L 7-26,1,4,4.00,0,1,-1,-1.00,0,0,0
7,1981,1981-11-08,10,23.285,NYG,@,GNB,L 24-26,0,0,,0,0,0,,0,0,
8,1981,1981-11-15,11,23.292,NYG,,WAS,L 27-30,13,22,1.69,1,1,19,19.00,0,1,6
9,1981,1981-11-22,12,23.299,NYG,@,PHI,W 20-10,2,2,1.00,0,0,0,,0,0,0
10,1981,1981-11-29,13,23.306,NYG,@,SFO,L 10-17,0,0,,0,0,0,,0,0,
11,1981,1981-12-06,14,23.313,NYG,,RAM,W 10-7,0,0,,0,0,0,,0,0,
