ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,23.122,SDG,,CAR,L 24-26,,,,,,,,,,,0.0%,,,,,,,,,,
2,2008,2008-09-14,2,23.129,SDG,@,DEN,L 38-39,,0,0,,0,0,0,0,,0,0.0%,,1,20,20.00,0,0,0,0.0,0,0
3,2008,2008-09-22,3,23.137,SDG,,NYJ,W 48-29,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
4,2008,2008-09-28,4,23.143,SDG,@,OAK,W 28-18,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
5,2008,2008-10-05,5,23.150,SDG,@,MIA,L 10-17,,0,0,,0,0,0,0,,0,0.0%,,1,9,9.00,0,0,0,0.0,0,0
6,2008,2008-10-12,6,23.157,SDG,,NWE,W 30-10,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
7,2008,2008-10-19,7,23.164,SDG,@,BUF,L 14-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
8,2008,2008-10-26,8,23.171,SDG,@,NOR,L 32-37,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
9,2008,2008-11-09,9,23.185,SDG,,KAN,W 20-19,,,,,,,,,,,0.0%,,,,,,,,,,
10,2008,2008-11-16,10,23.192,SDG,@,PIT,L 10-11,,0,0,,0,0,0,0,,0,0.0%,,1,13,13.00,0,0,0,0.0,0,2
11,2008,2008-11-23,11,23.199,SDG,,IND,L 20-23,,0,0,,0,3,3,16,5.33,1,100.0%,5.33,0,0,,0,1,6,0.0,0,1
