ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-14,2,23.298,JAX,,BUF,L 16-20,,1,,,,,0.0%,,,,,,
2,2008,2008-09-21,3,23.305,JAX,@,IND,W 23-21,,2,1,8,8.00,0,50.0%,4.00,0,0,0.0,0,0
3,2008,2008-09-28,4,23.312,JAX,,HOU,W 30-27,,6,5,46,9.20,0,83.3%,7.67,0,0,0.0,0,0
4,2008,2008-10-05,5,23.319,JAX,,PIT,L 21-26,,9,6,107,17.83,0,66.7%,11.89,0,0,0.0,0,0
5,2008,2008-11-16,10,23.361,JAX,,TEN,L 14-24,*,6,2,15,7.50,0,33.3%,2.50,0,0,0.0,0,0
6,2008,2008-11-23,11,24.002,JAX,,MIN,L 12-30,,2,0,0,,0,0.0%,0.00,0,0,0.0,2,0
7,2008,2008-12-14,14,24.023,JAX,,GNB,W 20-16,,,,,,,0.0%,,,,,,
8,2008,2008-12-18,15,24.027,JAX,,IND,L 24-31,,2,1,18,18.00,0,50.0%,9.00,0,0,0.0,0,0
9,2008,2008-12-28,16,24.037,JAX,@,BAL,L 7-27,,2,1,23,23.00,0,50.0%,11.50,0,0,0.0,0,0
10,2009,2009-09-13,1,24.296,JAX,@,IND,L 12-14,,1,,,,,0.0%,,,,,,
11,2009,2009-09-20,2,24.303,JAX,,ARI,L 17-31,*,9,6,106,17.67,1,66.7%,11.78,1,6,0.0,1,0
12,2009,2009-09-27,3,24.310,JAX,@,HOU,W 31-24,*,10,6,81,13.50,0,60.0%,8.10,0,0,0.0,0,0
13,2009,2009-10-04,4,24.317,JAX,,TEN,W 37-17,*,11,7,91,13.00,2,63.6%,8.27,2,12,0.0,0,0
14,2009,2009-10-18,6,24.331,JAX,,STL,W 23-20,*,11,9,120,13.33,0,81.8%,10.91,0,0,0.0,0,0
15,2009,2009-11-01,7,24.345,JAX,@,TEN,L 13-30,*,3,2,9,4.50,0,66.7%,3.00,0,0,0.0,0,0
16,2009,2009-11-08,8,24.352,JAX,,KAN,W 24-21,*,8,6,147,24.50,1,75.0%,18.38,1,6,0.0,0,0
17,2009,2009-11-15,9,24.359,JAX,@,NYJ,W 24-22,*,7,3,49,16.33,1,42.9%,7.00,1,6,0.0,0,0
18,2009,2009-11-22,10,25.001,JAX,,BUF,W 18-15,*,9,8,91,11.38,1,88.9%,10.11,1,6,0.0,0,0
19,2009,2009-11-29,11,25.008,JAX,@,SFO,L 3-20,*,9,4,46,11.50,0,44.4%,5.11,0,0,0.0,0,0
20,2009,2009-12-06,12,25.015,JAX,,HOU,W 23-18,*,8,1,12,12.00,0,12.5%,1.50,0,0,0.0,0,0
21,2009,2009-12-13,13,25.022,JAX,,MIA,L 10-14,*,6,1,6,6.00,0,16.7%,1.00,0,0,0.0,0,0
