ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1961,1961-09-10,1,26.105,DEN,@,BUF,W 22-10,2,52,26.00,0,1,23,23.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,32,16.00,0,1,6
2,1961,1961-09-24,3,26.119,DEN,@,NYT,L 28-35,3,15,5.00,0,4,64,16.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,0,0
3,1961,1961-10-01,4,26.126,DEN,@,OAK,L 19-33,1,2,2.00,0,2,48,24.00,0,0,0,,0,0,0,,0,0,,,1,54,54.00,0,1,19,19.00,0,0,0
4,1961,1961-10-08,5,26.133,DEN,,DTX,L 12-19,4,14,3.50,0,4,69,17.25,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,38,38.00,0,1,6
5,1961,1961-10-15,6,26.140,DEN,,OAK,W 27-24,7,27,3.86,0,7,166,23.71,1,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,2,71,35.50,0,1,9,9.00,0,1,6
6,1961,1961-10-22,7,26.147,DEN,,NYT,W 27-10,4,-6,-1.50,0,6,116,19.33,1,0,0,,0,0,0,,0,0,,,3,57,19.00,0,3,37,12.33,0,1,6
7,1961,1961-10-29,8,26.154,DEN,@,SDG,L 0-37,0,0,,0,2,11,5.50,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,0,0
8,1961,1961-11-05,9,26.161,DEN,,HOU,L 14-55,2,6,3.00,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,2,56,28.00,0,1,2,2.00,0,0,0
9,1961,1961-11-12,10,26.168,DEN,,SDG,L 16-19,0,0,,0,5,125,25.00,1,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0,,0,1,6
10,1961,1961-11-19,11,26.175,DEN,,BUF,L 10-23,0,0,,0,3,49,16.33,0,0,0,,0,0,0,,0,0,,,2,43,21.50,0,6,24,4.00,0,0,0
11,1961,1961-11-26,12,26.182,DEN,@,HOU,L 14-45,0,0,,0,5,48,9.60,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,0,0,,0,0,0
12,1961,1961-12-03,13,26.189,DEN,,BOS,L 24-28,0,0,,0,3,25,8.33,0,0,0,,0,0,0,,0,0,,,2,108,54.00,1,2,63,31.50,1,2,12
13,1961,1961-12-10,14,26.196,DEN,@,DTX,L 21-49,0,0,,0,3,40,13.33,1,0,0,,0,0,0,,0,0,,,3,49,16.33,0,0,0,,0,1,6
14,1962,1962-09-07,1,27.102,DEN,,SDG,W 30-21,14,72,5.14,0,3,50,16.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
15,1962,1962-09-15,2,27.110,DEN,@,BUF,W 23-20,4,10,2.50,0,4,125,31.25,1,0,0,,0,0,0,,0,0,,,3,40,13.33,0,2,16,8.00,0,1,6
16,1962,1962-09-21,3,27.116,DEN,@,BOS,L 16-41,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,53,26.50,0,0,0,,0,0,0
17,1962,1962-09-30,4,27.125,DEN,@,NYT,W 32-10,3,47,15.67,0,2,24,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1962,1962-10-05,5,27.130,DEN,,OAK,W 44-7,8,35,4.38,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
19,1962,1962-10-14,6,27.139,DEN,@,OAK,W 23-6,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
20,1962,1962-10-21,7,27.146,DEN,,HOU,W 20-10,3,-8,-2.67,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0,,0,0,0
21,1962,1962-11-04,9,27.160,DEN,@,SDG,W 23-20,2,-2,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
22,1962,1962-11-11,10,27.167,DEN,,BOS,L 29-33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,5,5.00,0,0,0,,0,0,0
23,1962,1962-11-18,11,27.174,DEN,,DTX,L 3-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,60,30.00,0,0,0,,0,0,0
24,1962,1962-11-22,12,27.178,DEN,,NYT,L 45-46,2,-1,-0.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,77,19.25,0,1,16,16.00,0,0,0
25,1962,1962-12-02,13,27.188,DEN,@,HOU,L 17-34,1,8,8.00,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,5,113,22.60,0,1,0,0.00,0,0,0
26,1962,1962-12-09,14,27.195,DEN,@,DTX,L 10-17,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,13,13.00,0,0,0,,0,0,0
27,1963,1963-09-07,1,28.102,DEN,,KAN,L 7-59,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,5,161,32.20,0,2,25,12.50,0,0,0
28,1963,1963-09-14,2,28.109,DEN,@,HOU,L 14-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,24,12.00,0,1,17,17.00,0,0,0
