ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,24.225,DAL,,NYG,W 45-35,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
2,2007,2007-09-16,2,24.232,DAL,@,MIA,W 37-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
3,2007,2007-09-23,3,24.239,DAL,@,CHI,W 34-10,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
4,2007,2007-09-30,4,24.246,DAL,,STL,W 35-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
5,2007,2007-10-08,5,24.254,DAL,@,BUF,W 25-24,*,4,4,39,9.75,0,100.0%,9.75,0,0,,0,0,0,,0,0,0,0.0,,
6,2007,2007-10-14,6,24.260,DAL,,NWE,L 27-48,,0,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0,0,0,0.0,,
7,2007,2007-10-21,7,24.267,DAL,,MIN,W 24-14,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,,
8,2007,2007-11-04,8,24.281,DAL,@,PHI,W 38-17,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
9,2008,2008-09-07,1,25.224,DAL,@,CLE,W 28-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2008,2008-09-15,2,25.232,DAL,,PHI,W 41-37,,,,,,,0.0%,,,,,,,,,,,,,,
11,2008,2008-10-05,5,25.252,DAL,,CIN,W 31-22,,1,0,0,,0,0.0%,0.00,1,3,3.00,0,0,0,,0,0,0,0.0,0,0
12,2008,2008-10-12,6,25.259,DAL,@,ARI,L 24-30,*,,,,,,0.0%,,,,,,,,,,,,,,
13,2008,2008-10-19,7,25.266,DAL,@,STL,L 14-34,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2008,2008-10-26,8,25.273,DAL,,TAM,W 13-9,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
