ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2005,2005-10-02,4,24.216,DEN,@,JAX,W 20-7,,,,
2,2005,2005-10-09,5,24.223,DEN,,WAS,W 21-19,,,,
3,2005,2005-10-16,6,24.230,DEN,,NWE,W 28-20,,,,
4,2005,2005-10-23,7,24.237,DEN,@,NYG,L 23-24,,,,
5,2005,2005-10-30,8,24.244,DEN,,PHI,W 49-21,*,,,
6,2005,2005-11-13,9,24.258,DEN,@,OAK,W 31-17,,,,
7,2005,2005-11-20,10,24.265,DEN,,NYJ,W 27-0,,,,
8,2005,2005-11-24,11,24.269,DEN,@,DAL,W 24-21,,,,
9,2005,2005-12-04,12,24.279,DEN,@,KAN,L 27-31,,,,
10,2005,2005-12-11,13,24.286,DEN,,BAL,W 12-10,,,,
11,2005,2005-12-17,14,24.292,DEN,@,BUF,W 28-17,,,,
12,2005,2005-12-24,15,24.299,DEN,,OAK,W 22-3,,,,
13,2005,2005-12-31,16,24.306,DEN,@,SDG,W 23-7,,1,48,0
14,2006,2006-09-10,1,25.194,DEN,@,STL,L 10-18,,,,
15,2006,2006-09-17,2,25.201,DEN,,KAN,W 9-6,,,,
16,2006,2006-09-24,3,25.208,DEN,@,NWE,W 17-7,,,,
17,2006,2006-10-09,4,25.223,DEN,,BAL,W 13-3,,,,
18,2006,2006-10-15,5,25.229,DEN,,OAK,W 13-3,,,,
19,2006,2006-10-22,6,25.236,DEN,@,CLE,W 17-7,,,,
20,2006,2006-10-29,7,25.243,DEN,,IND,L 31-34,,,,
21,2006,2006-11-05,8,25.250,DEN,@,PIT,W 31-20,,1,0,0
22,2006,2006-11-12,9,25.257,DEN,@,OAK,W 17-13,,,,
23,2006,2006-11-19,10,25.264,DEN,,SDG,L 27-35,,,,
24,2006,2006-11-23,11,25.268,DEN,@,KAN,L 10-19,*,,,
25,2006,2006-12-03,12,25.278,DEN,,SEA,L 20-23,*,,,
26,2006,2006-12-10,13,25.285,DEN,@,SDG,L 20-48,,,,
27,2006,2006-12-17,14,25.292,DEN,@,ARI,W 37-20,*,,,
28,2006,2006-12-24,15,25.299,DEN,,CIN,W 24-23,,,,
29,2006,2006-12-31,16,25.306,DEN,,SFO,L 23-26,*,,,
30,2007,2007-09-09,1,26.193,DEN,@,BUF,W 15-14,,,,
31,2007,2007-09-16,2,26.200,DEN,,OAK,W 23-20,,,,
32,2007,2007-09-23,3,26.207,DEN,,JAX,L 14-23,,,,
33,2007,2007-09-30,4,26.214,DEN,@,IND,L 20-38,,,,
34,2007,2007-10-07,5,26.221,DEN,,SDG,L 3-41,,,,
35,2007,2007-10-21,6,26.235,DEN,,PIT,W 31-28,,,,
36,2007,2007-10-29,7,26.243,DEN,,GNB,L 13-19,,,,
37,2007,2007-11-18,10,26.263,HOU,,NOR,W 23-10,,,,
38,2007,2007-11-25,11,26.270,HOU,@,CLE,L 17-27,,,,
39,2007,2007-12-02,12,26.277,HOU,@,TEN,L 20-28,,,,
40,2007,2007-12-09,13,26.284,HOU,,TAM,W 28-14,,,,
41,2007,2007-12-13,14,26.288,HOU,,DEN,W 31-13,,,,
42,2007,2007-12-23,15,26.298,HOU,@,IND,L 15-38,,,,
43,2007,2007-12-30,16,26.305,HOU,,JAX,W 42-28,,,,
