ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2002,2002-10-06,5,23.015,NYG,@,DAL,W 21-17,,,,,,,0.0%,,,,,,,,,,,
2,2002,2002-10-13,6,23.022,NYG,,ATL,L 10-17,,1,1,10,10.00,0,100.0%,10.00,1,9,9.00,0,2,40,20.00,0,0,0
3,2002,2002-10-28,7,23.037,NYG,@,PHI,L 3-17,,1,0,0,,0,0.0%,0.00,0,0,,0,3,38,12.67,0,0,0
4,2002,2002-11-03,8,23.043,NYG,,JAX,W 24-17,,1,1,27,27.00,0,100.0%,27.00,1,13,13.00,0,0,0,,0,0,0
5,2002,2002-11-10,9,23.050,NYG,@,MIN,W 27-20,,0,0,0,,0,0.0%,,1,6,6.00,0,0,0,,0,0,0
6,2003,2003-09-07,1,23.351,NYG,,STL,W 23-13,,1,,,,,0.0%,,,,,,,,,,,
7,2003,2003-09-15,2,23.359,NYG,,DAL,L 32-35,,8,3,28,9.33,0,37.5%,3.50,0,0,,0,0,0,,0,0,0
8,2003,2003-09-21,3,24.000,NYG,@,WAS,W 24-21,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
9,2003,2003-10-05,4,24.014,NYG,,MIA,L 10-23,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,1,9,9.00,0,0,0
10,2003,2003-10-12,5,24.021,NYG,@,NWE,L 6-17,,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,0,0,0
11,2003,2003-10-19,6,24.028,NYG,,PHI,L 10-14,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0
12,2003,2003-10-26,7,24.035,NYG,@,MIN,W 29-17,,4,2,45,22.50,0,50.0%,11.25,0,0,,0,0,0,,0,0,0
13,2003,2003-11-02,8,24.042,NYG,@,NYJ,W 31-28,,,,,,,0.0%,,,,,,,,,,,
14,2003,2003-11-09,9,24.049,NYG,,ATL,L 7-27,,7,4,56,14.00,0,57.1%,8.00,0,0,,0,0,0,,0,0,0
15,2003,2003-11-16,10,24.056,NYG,@,PHI,L 10-28,*,8,4,48,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
16,2003,2003-11-30,12,24.070,NYG,,BUF,L 7-24,*,7,4,46,11.50,0,57.1%,6.57,0,0,,0,0,0,,0,0,0
17,2003,2003-12-07,13,24.077,NYG,,WAS,L 7-20,,8,3,42,14.00,0,37.5%,5.25,0,0,,0,0,0,,0,0,0
18,2004,2004-09-12,1,24.357,NYG,@,PHI,L 17-31,,5,4,51,12.75,0,80.0%,10.20,0,0,,0,0,0,,0,0,0
19,2004,2004-09-19,2,24.364,NYG,,WAS,W 20-14,,3,3,63,21.00,1,100.0%,21.00,1,8,8.00,0,0,0,,0,1,6
20,2004,2004-09-26,3,25.005,NYG,,CLE,W 27-10,,5,3,45,15.00,0,60.0%,9.00,0,0,,0,0,0,,0,0,0
21,2004,2004-10-03,4,25.012,NYG,@,GNB,W 14-7,,2,2,23,11.50,0,100.0%,11.50,1,15,15.00,0,0,0,,0,0,0
22,2004,2004-10-10,5,25.019,NYG,@,DAL,W 26-10,,3,,,,,0.0%,,,,,,,,,,,
23,2005,2005-09-11,1,25.355,NYG,,ARI,W 42-19,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
24,2005,2005-09-19,2,25.363,NYG,@,NOR,W 27-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
25,2005,2005-09-25,3,26.004,NYG,@,SDG,L 23-45,*,4,2,53,26.50,0,50.0%,13.25,0,0,,0,0,0,,0,0,0
