ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1982,1982-09-19,2,23.182,PIT,,CIN,W 26-20,0,0,,0,0,0,,0
2,1982,1982-11-21,3,23.245,PIT,@,HOU,W 24-10,0,0,,0,0,0,,0
3,1982,1982-11-28,4,23.252,PIT,@,SEA,L 0-16,0,0,,0,0,0,,0
4,1982,1982-12-05,5,23.259,PIT,,KAN,W 35-14,2,37,18.50,0,3,26,8.67,0
5,1982,1982-12-12,6,23.266,PIT,@,BUF,L 0-13,0,0,,0,2,7,3.50,0
6,1982,1982-12-19,7,23.273,PIT,@,CLE,L 9-10,0,0,,0,4,24,6.00,0
7,1982,1982-12-26,8,23.280,PIT,,NWE,W 37-14,0,0,,0,8,86,10.75,0
8,1982,1983-01-02,9,23.287,PIT,,CLE,W 37-21,0,0,,0,5,29,5.80,0
