ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2006,2006-09-10,1,21.048,BUF,@,NWE,L 17-19,,0,0,0.0,,,1,10,0
2,2006,2006-09-17,2,21.055,BUF,@,MIA,W 16-6,*,,,,,,,,
3,2006,2006-09-24,3,21.062,BUF,,NYJ,L 20-28,*,,,,,,,,
4,2006,2006-10-01,4,21.069,BUF,,MIN,W 17-12,*,,,,,,,,
5,2006,2006-10-08,5,21.076,BUF,@,CHI,L 7-40,*,,,,,,,,
6,2006,2006-10-15,6,21.083,BUF,@,DET,L 17-20,*,,,,,,,,
7,2006,2006-10-22,7,21.090,BUF,,NWE,L 6-28,*,,,,,,,,
8,2006,2006-11-05,8,21.104,BUF,,GNB,W 24-10,*,,,,,,,,
9,2006,2006-11-12,9,21.111,BUF,@,IND,L 16-17,*,,,,,,,,
10,2006,2006-11-19,10,21.118,BUF,@,HOU,W 24-21,*,,,,,,,,
11,2006,2006-11-26,11,21.125,BUF,,JAX,W 27-24,*,,,,,,,,
12,2006,2006-12-03,12,21.132,BUF,,SDG,L 21-24,*,,,,,,,,
13,2006,2006-12-17,14,21.146,BUF,,MIA,W 21-0,*,,,,,,,,
14,2006,2006-12-24,15,21.153,BUF,,TEN,L 29-30,*,,,,,,,,
15,2006,2006-12-31,16,21.160,BUF,@,BAL,L 7-19,*,,,,,,,,
16,2007,2007-09-09,1,22.047,BUF,,DEN,L 14-15,*,,,,,,,,
17,2007,2007-09-16,2,22.054,BUF,@,PIT,L 3-26,*,,,,,,,,
18,2007,2007-09-23,3,22.061,BUF,@,NWE,L 7-38,*,,,,,,,,
19,2007,2007-09-30,4,22.068,BUF,,NYJ,W 17-14,*,,,,,,,,
20,2007,2007-10-08,5,22.076,BUF,,DAL,L 24-25,*,,,,,,,,
21,2007,2007-10-21,6,22.089,BUF,,BAL,W 19-14,*,,,,,,,,
22,2007,2007-10-28,7,22.096,BUF,@,NYJ,W 13-3,*,,,,,,,,
23,2007,2007-11-04,8,22.103,BUF,,CIN,W 33-21,*,,,,,,,,
24,2007,2007-11-11,9,22.110,BUF,@,MIA,W 13-10,*,,,,,,,,
25,2007,2007-11-18,10,22.117,BUF,,NWE,L 10-56,*,,,,,,,,
26,2007,2007-11-25,11,22.124,BUF,@,JAX,L 14-36,*,,,,,,,,
27,2007,2007-12-02,12,22.131,BUF,@,WAS,W 17-16,*,,,,,,,,
28,2007,2007-12-09,13,22.138,BUF,,MIA,W 38-17,*,0,0,0.0,,,1,29,0
29,2007,2007-12-16,14,22.145,BUF,@,CLE,L 0-8,*,,,,,,,,
30,2007,2007-12-23,15,22.152,BUF,,NYG,L 21-38,*,,,,,,,,
31,2008,2008-09-07,1,23.045,BUF,,SEA,W 34-10,*,0,0,0.0,5,1,0,0,0
32,2008,2008-09-14,2,23.052,BUF,@,JAX,W 20-16,*,0,0,0.0,6,0,0,0,0
