ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,2002,2002-09-08,1,23.233,IND,@,JAX,W 28-25,*,,,,
2,2002,2002-09-15,2,23.240,IND,,MIA,L 13-21,*,,,,
3,2002,2002-09-22,3,23.247,IND,@,HOU,W 23-3,*,,,,
4,2002,2002-10-06,4,23.261,IND,,CIN,W 28-21,*,,,,
5,2002,2002-10-21,6,23.276,IND,@,PIT,L 10-28,,,,,
6,2002,2002-11-10,9,23.296,IND,@,PHI,W 35-13,,,,,
7,2002,2002-11-17,10,23.303,IND,,DAL,W 20-3,,,,,
8,2002,2002-11-24,11,23.310,IND,@,DEN,W 23-20,*,,,,
9,2002,2002-12-01,12,23.317,IND,,HOU,W 19-3,*,,,,
10,2002,2002-12-08,13,23.324,IND,@,TEN,L 17-27,*,,,,
11,2002,2002-12-15,14,23.331,IND,@,CLE,W 28-23,*,,,,
12,2002,2002-12-22,15,23.338,IND,,NYG,L 27-44,*,,,,
13,2002,2002-12-29,16,23.345,IND,,JAX,W 20-13,*,,,,
14,2003,2003-09-07,1,24.232,IND,@,CLE,W 9-6,*,,,,
15,2003,2003-09-14,2,24.239,IND,,TEN,W 33-7,*,,,,
16,2003,2003-09-21,3,24.246,IND,,JAX,W 23-13,*,,,,
17,2003,2003-09-28,4,24.253,IND,@,NOR,W 55-21,*,,,,
18,2003,2003-10-06,5,24.261,IND,@,TAM,W 38-35,*,,,,
19,2003,2003-10-12,6,24.267,IND,,CAR,L 20-23,*,,,,
20,2003,2003-10-26,7,24.281,IND,,HOU,W 30-21,*,,,,
21,2003,2003-11-02,8,24.288,IND,@,MIA,W 23-17,*,,,,
22,2003,2003-11-09,9,24.295,IND,@,JAX,L 23-28,*,,,,
23,2003,2003-11-16,10,24.302,IND,,NYJ,W 38-31,*,0.5,0,0,0
24,2003,2003-11-23,11,24.309,IND,@,BUF,W 17-14,*,,,,
25,2003,2003-11-30,12,24.316,IND,,NWE,L 34-38,*,,,,
26,2003,2003-12-07,13,24.323,IND,@,TEN,W 29-27,*,,,,
27,2003,2003-12-14,14,24.330,IND,,ATL,W 38-7,*,0.5,0,0,0
28,2003,2003-12-21,15,24.337,IND,,DEN,L 17-31,*,,,,
29,2003,2003-12-28,16,24.344,IND,@,HOU,W 20-17,*,,,,
30,2004,2004-09-09,1,25.235,IND,@,NWE,L 24-27,,,,,
31,2004,2004-09-19,2,25.245,IND,@,TEN,W 31-17,,,,,
32,2004,2004-09-26,3,25.252,IND,,GNB,W 45-31,,,,,
33,2004,2004-10-03,4,25.259,IND,@,JAX,W 24-17,,,,,
34,2004,2004-10-10,5,25.266,IND,,OAK,W 35-14,,,,,
35,2004,2004-10-24,6,25.280,IND,,JAX,L 24-27,,,,,
36,2004,2004-10-31,7,25.287,IND,@,KAN,L 35-45,,,,,
37,2004,2004-11-08,8,25.295,IND,,MIN,W 31-28,,,,,
38,2004,2004-11-14,9,25.301,IND,,HOU,W 49-14,,,,,
39,2004,2004-11-21,10,25.308,IND,@,CHI,W 41-10,,,,,
40,2004,2004-11-25,11,25.312,IND,@,DET,W 41-9,,,,,
41,2004,2004-12-05,12,25.322,IND,,TEN,W 51-24,,,,,
42,2004,2004-12-12,13,25.329,IND,@,HOU,W 23-14,,,,,
43,2004,2004-12-19,14,25.336,IND,,BAL,W 20-10,,,,,
44,2004,2004-12-26,15,25.343,IND,,SDG,W 34-31,,,,,
45,2004,2005-01-02,16,25.350,IND,@,DEN,L 14-33,,,,,
46,2005,2005-09-11,1,26.236,IND,@,BAL,W 24-7,*,2.0,0,0,0
47,2005,2005-09-18,2,26.243,IND,,JAX,W 10-3,*,,,,
48,2005,2005-09-25,3,26.250,IND,,CLE,W 13-6,,,,,
49,2005,2005-10-02,4,26.257,IND,@,TEN,W 31-10,,,,,
50,2005,2005-10-09,5,26.264,IND,@,SFO,W 28-3,,,,,
51,2005,2005-10-17,6,26.272,IND,,STL,W 45-28,,,,,
