ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2015,2015-09-27,3,23.118,JAX,@,NWE,L 17-51,,0,0,,0,0,0,0,,0,0.0%,
2,2015,2015-10-04,4,23.125,JAX,@,IND,L 13-16,,1,8,8.00,0,0,0,0,,0,0.0%,
3,2015,2015-10-11,5,23.132,JAX,@,TAM,L 31-38,,0,0,,0,0,0,0,,0,0.0%,
4,2015,2015-10-18,6,23.139,JAX,,HOU,L 20-31,,0,0,,0,0,0,0,,0,0.0%,
5,2016,2016-12-24,15,24.206,JAX,,TEN,W 38-17,,0,0,,0,0,0,0,,0,0.0%,
6,2016,2017-01-01,16,24.214,JAX,@,IND,L 20-24,,0,0,,0,1,1,9,9.00,0,100.0%,9.00
