ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1978,1978-09-17,3,22.207,MIN,,TAM,L 10-16,,,,,,,,,,
2,1978,1978-09-25,4,22.215,MIN,@,CHI,W 24-20,,,,,,,,,,
3,1978,1978-10-01,5,22.221,MIN,@,TAM,W 24-7,0,0,,0,0,0,0.0,1,15,0
4,1978,1978-10-08,6,22.228,MIN,@,SEA,L 28-29,,,,,,,,,,
5,1978,1978-10-15,7,22.235,MIN,,RAM,L 17-34,,,,,,,,,,
6,1978,1978-10-22,8,22.242,MIN,,GNB,W 21-7,,,,,,,,,,
7,1978,1978-10-26,9,22.246,MIN,@,DAL,W 21-10,,,,,,,,,,
8,1978,1978-11-05,10,22.256,MIN,,DET,W 17-7,,,,,,,,,,
9,1978,1978-11-12,11,22.263,MIN,,CHI,W 17-14,,,,,,,,,,
10,1978,1978-11-19,12,22.270,MIN,,SDG,L 7-13,,,,,,,,,,
11,1978,1978-11-26,13,22.277,MIN,@,GNB,T 10-10,,,,,,,,,,
12,1978,1978-12-03,14,22.284,MIN,,PHI,W 28-27,,,,,,,,,,
13,1978,1978-12-09,15,22.290,MIN,@,DET,L 14-45,,,,,,,,,,
14,1978,1978-12-17,16,22.298,MIN,@,OAK,L 20-27,,,,,,,,,,
15,1979,1979-09-02,1,23.192,MIN,,SFO,W 28-22,0,0,,0,0,0,0.0,1,12,0
16,1979,1979-09-09,2,23.199,MIN,@,CHI,L 7-26,,,,,,,,,,
17,1979,1979-09-16,3,23.206,MIN,,MIA,L 12-27,0,0,,0,0,0,0.0,1,36,0
18,1979,1979-09-23,4,23.213,MIN,,GNB,W 27-21,,,,,,,,,,
19,1979,1979-09-30,5,23.220,MIN,@,DET,W 13-10,,,,,,,,,,
20,1979,1979-10-07,6,23.227,MIN,,DAL,L 20-36,,,,,,,,,,
21,1979,1979-10-15,7,23.235,MIN,@,NYJ,L 7-14,,,,,,,,,,
22,1979,1979-10-21,8,23.241,MIN,,CHI,W 30-27,,,,,,,,,,
23,1979,1979-10-28,9,23.248,MIN,,TAM,L 10-12,,,,,,,,,,
24,1979,1979-11-04,10,23.255,MIN,@,STL,L 7-37,,,,,,,,,,
25,1979,1979-11-11,11,23.262,MIN,@,GNB,L 7-19,,,,,,,,,,
26,1979,1979-11-18,12,23.269,MIN,,DET,W 14-7,,,,,,,,,,
27,1979,1979-11-25,13,23.276,MIN,@,TAM,W 23-22,,,,,,,,,,
28,1979,1979-12-02,14,23.283,MIN,@,RAM,L 21-27,1,0,0.00,0,0,0,0.0,0,0,0
29,1979,1979-12-09,15,23.290,MIN,,BUF,W 10-3,,,,,,,,,,
30,1979,1979-12-16,16,23.297,MIN,@,NWE,L 23-27,,,,,,,,,,
31,1980,1980-09-07,1,24.198,MIN,,ATL,W 24-23,,,,,,,,,,
32,1980,1980-09-14,2,24.205,MIN,,PHI,L 7-42,0,0,,0,0,0,0.0,1,13,0
33,1980,1980-09-21,3,24.212,MIN,@,CHI,W 34-14,,,,,,,,,,
34,1980,1980-09-28,4,24.219,MIN,@,DET,L 7-27,,,,,,,,,,
35,1980,1980-10-05,5,24.226,MIN,,PIT,L 17-23,,,,,,,,,,
36,1980,1980-10-12,6,24.233,MIN,,CHI,W 13-7,0,0,,0,0,0,0.0,3,3,0
37,1980,1980-10-19,7,24.240,MIN,@,CIN,L 0-14,,,,,,,,,,
38,1980,1980-10-26,8,24.247,MIN,@,GNB,L 3-16,0,0,,0,0,0,0.0,1,3,0
39,1980,1980-11-02,9,24.254,MIN,@,WAS,W 39-14,,,,,,,,,,
40,1980,1980-11-09,10,24.261,MIN,,DET,W 34-0,,,,,,,,,,
41,1980,1980-11-16,11,24.268,MIN,,TAM,W 38-30,,,,,,,,,,
42,1980,1980-11-23,12,24.275,MIN,,GNB,L 13-25,,,,,,,,,,
43,1980,1980-11-30,13,24.282,MIN,@,NOR,W 23-20,0,0,,0,0,0,0.0,1,3,0
44,1980,1980-12-07,14,24.289,MIN,@,TAM,W 21-10,,,,,,,,,,
45,1980,1980-12-14,15,24.296,MIN,,CLE,W 28-23,,,,,,,,,,
46,1980,1980-12-21,16,24.303,MIN,@,HOU,L 16-20,,,,,,,,,,
47,1981,1981-09-27,4,25.217,MIN,@,GNB,W 30-13,,,,,,,,,,
48,1981,1981-10-04,5,25.224,MIN,,CHI,W 24-21,,,,,,,,,,
49,1981,1981-10-11,6,25.231,MIN,@,SDG,W 33-31,,,,,,,,,,
50,1981,1981-10-18,7,25.238,MIN,,PHI,W 35-23,,,,,,,,,,
51,1981,1981-10-25,8,25.245,MIN,@,STL,L 17-30,,,,,,,,,,
52,1981,1981-11-02,9,25.253,MIN,@,DEN,L 17-19,,,,,,,,,,
53,1981,1981-11-08,10,25.259,MIN,,TAM,W 25-10,,,,,,,,,,
54,1981,1981-11-15,11,25.266,MIN,,NOR,W 20-10,,,,,,,,,,
