ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1967,1967-09-24,2,23.070,BAL,@,PHI,W 38-6,,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,0,0,,0
2,1967,1967-10-01,3,23.077,BAL,,SFO,W 41-7,,2,3,66.67,32,1,0,141.7,0,0,10.67,17.33,1,8,8.00,0
3,1967,1967-11-12,9,23.119,BAL,@,ATL,W 49-7,,5,11,45.45,56,0,1,23.3,0,0,5.09,1.00,3,11,3.67,0
4,1967,1967-11-19,10,23.126,BAL,,DET,W 41-7,,1,1,100.00,21,1,0,158.3,0,0,21.00,41.00,1,4,4.00,0
5,1968,1968-09-29,3,24.075,BAL,@,PIT,W 41-7,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
6,1968,1968-10-06,4,24.082,BAL,,CHI,W 28-7,,1,3,33.33,9,0,1,2.8,0,0,3.00,-12.00,0,0,,0
7,1968,1968-11-03,8,24.110,BAL,@,NYG,W 26-0,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
8,1968,1968-11-17,10,24.124,BAL,,STL,W 27-0,,2,3,66.67,37,0,0,109.0,0,0,12.33,12.33,0,0,,0
9,1971,1971-11-21,10,27.128,PHI,@,STL,W 37-20,,,,,,,,,,,,,,,,
10,1971,1971-12-19,14,27.156,PHI,@,NYG,W 41-28,,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,0,0,,0
