ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2016,2016-12-11,13,23.343,TAM,,NOR,W 16-11,,0,0,0,,0,0.0%,,0,0
2,2016,2016-12-18,14,23.350,TAM,@,DAL,L 20-26,,0,0,0,,0,0.0%,,0,0
3,2016,2016-12-24,15,23.356,TAM,@,NOR,L 24-31,,0,0,0,,0,0.0%,,0,0
4,2017,2017-10-22,6,24.292,TAM,@,BUF,L 27-30,,0,0,0,,0,0.0%,,0,0
5,2017,2017-11-12,9,24.313,TAM,,NYJ,W 15-10,,0,0,0,,0,0.0%,,0,0
6,2017,2017-11-19,10,24.320,TAM,@,MIA,W 30-20,,0,0,0,,0,0.0%,,0,0
7,2017,2017-12-03,12,24.334,TAM,@,GNB,L 20-26,,0,0,0,,0,0.0%,,0,0
8,2017,2017-12-10,13,24.341,TAM,,DET,L 21-24,,1,1,2,2.00,1,100.0%,2.00,1,6
9,2017,2017-12-18,14,24.349,TAM,,ATL,L 21-24,,0,0,0,,0,0.0%,,0,0
10,2017,2017-12-24,15,24.355,TAM,@,CAR,L 19-22,,0,0,0,,0,0.0%,,0,0
11,2017,2017-12-31,16,24.362,TAM,,NOR,W 31-24,,0,0,0,,0,0.0%,,0,0
12,2018,2018-09-09,1,25.249,TAM,@,NOR,W 48-40,,0,0,0,,0,0.0%,,0,0
13,2018,2018-09-16,2,25.256,TAM,,PHI,W 27-21,,0,0,0,,0,0.0%,,0,0
14,2018,2018-09-24,3,25.264,TAM,,PIT,L 27-30,,0,0,0,,0,0.0%,,0,0
