ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1974,1974-09-22,2,22.290,NYG,,NWE,L 20-28,,,,,,,,,,,,,,,,
2,1974,1974-10-06,4,22.304,NYG,,ATL,L 7-14,,,,,,,,,,,,,,,,
3,1974,1974-10-13,5,22.311,NYG,@,PHI,L 7-35,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
4,1974,1974-10-20,6,22.318,NYG,@,WAS,L 3-24,,6,12,50.00,59,0,3,24.7,0,0,4.92,-6.33,2,8,4.00,0
5,1974,1974-11-24,11,22.353,NYG,,STL,L 21-23,,,,,,,,,,,,,,,,
6,1974,1974-12-01,12,22.360,NYG,@,CHI,L 13-16,,,,,,,,,,,,,,,,
7,1974,1974-12-15,14,23.009,NYG,@,STL,L 14-26,,,,,,,,,,,,,,,,
8,1975,1975-09-28,2,23.296,NYG,@,WAS,L 13-49,,3,4,75.00,28,0,0,93.7,0,0,7.00,7.00,0,0,,0
9,1975,1975-11-23,10,23.352,NYG,@,GNB,L 14-40,,2,5,40.00,47,0,1,35.0,0,0,9.40,0.40,1,4,4.00,0
10,1975,1975-12-07,12,24.001,NYG,,BAL,L 0-21,,2,7,28.57,23,0,1,1.2,0,0,3.29,-3.14,2,0,0.00,0
