ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
91,2008,2008-10-05,5,29.179,PIT,@,JAX,W 26-21,,2,2,100.0,2,2,100.0,0,8
92,2008,2008-10-19,6,29.193,PIT,@,CIN,W 38-10,,5,5,100.0,1,1,100.0,0,8
93,2008,2008-10-26,7,29.200,PIT,,NYG,L 14-21,,2,2,100.0,,,,0,2
94,2008,2008-11-03,8,29.208,PIT,@,WAS,W 23-6,,2,3,66.7,1,1,100.0,0,5
95,2008,2008-11-09,9,29.214,PIT,,IND,L 20-24,,2,2,100.0,2,2,100.0,0,8
96,2008,2008-11-16,10,29.221,PIT,,SDG,W 11-10,,,,,3,4,75.0,0,9
97,2008,2008-11-20,11,29.225,PIT,,CIN,W 27-10,,3,3,100.0,2,2,100.0,0,9
98,2008,2008-11-30,12,29.235,PIT,@,NWE,W 33-10,,3,3,100.0,4,5,80.0,0,15
99,2008,2008-12-07,13,29.242,PIT,,DAL,W 20-13,,2,2,100.0,2,3,66.7,0,8
100,2008,2008-12-14,14,29.249,PIT,@,BAL,W 13-9,,1,1,100.0,2,2,100.0,0,7
101,2008,2008-12-21,15,29.256,PIT,@,TEN,L 14-31,,2,2,100.0,,1,0.0,0,2
102,2008,2008-12-28,16,29.263,PIT,,CLE,W 31-0,,4,4,100.0,1,1,100.0,0,7
103,2009,2009-09-10,1,30.154,PIT,,TEN,W 13-10,,1,1,100.0,2,2,100.0,0,7
104,2009,2009-09-20,2,30.164,PIT,@,CHI,L 14-17,,2,2,100.0,,2,0.0,0,2
105,2009,2009-09-27,3,30.171,PIT,@,CIN,L 20-23,,2,2,100.0,2,3,66.7,0,8
106,2009,2009-10-04,4,30.178,PIT,,SDG,W 38-28,,5,5,100.0,1,1,100.0,0,8
107,2009,2009-10-11,5,30.185,PIT,@,DET,W 28-20,,4,4,100.0,,,,0,4
108,2009,2009-10-18,6,30.192,PIT,,CLE,W 27-14,,3,3,100.0,2,2,100.0,0,9
109,2009,2009-10-25,7,30.199,PIT,,MIN,W 27-17,,3,3,100.0,2,2,100.0,0,9
110,2009,2009-11-09,8,30.214,PIT,@,DEN,W 28-10,,4,4,100.0,,,,0,4
111,2009,2009-11-15,9,30.220,PIT,,CIN,L 12-18,,,,,4,4,100.0,0,12
112,2009,2009-11-22,10,30.227,PIT,@,KAN,L 24-27,,3,3,100.0,1,1,100.0,0,6
113,2009,2009-11-29,11,30.234,PIT,@,BAL,L 17-20,,2,2,100.0,1,1,100.0,0,5
114,2009,2009-12-06,12,30.241,PIT,,OAK,L 24-27,,3,3,100.0,1,2,50.0,0,6
115,2009,2009-12-10,13,30.245,PIT,@,CLE,L 6-13,,,,,2,2,100.0,0,6
116,2009,2009-12-20,14,30.255,PIT,,GNB,W 37-36,,4,4,100.0,3,3,100.0,0,13
117,2009,2009-12-27,15,30.262,PIT,,BAL,W 23-20,,2,2,100.0,3,3,100.0,0,11
118,2009,2010-01-03,16,30.269,PIT,@,MIA,W 30-24,,3,3,100.0,3,3,100.0,0,12
119,2010,2010-09-12,1,31.156,PIT,,ATL,W 15-9,,,,,3,5,60.0,0,9
120,2010,2010-09-19,2,31.163,PIT,@,TEN,W 19-11,,1,1,100.0,4,4,100.0,0,13
121,2010,2010-09-26,3,31.170,PIT,@,TAM,W 38-13,,5,5,100.0,1,1,100.0,0,8
122,2010,2010-10-03,4,31.177,PIT,,BAL,L 14-17,,2,2,100.0,,2,0.0,0,2
123,2010,2010-10-17,5,31.191,PIT,,CLE,W 28-10,,4,4,100.0,,,,0,4
124,2010,2010-10-24,6,31.198,PIT,@,MIA,W 23-22,,2,2,100.0,3,3,100.0,0,11
125,2010,2010-10-31,7,31.205,PIT,@,NOR,L 10-20,,1,1,100.0,1,2,50.0,0,4
126,2010,2010-11-08,8,31.213,PIT,@,CIN,W 27-21,,3,3,100.0,2,3,66.7,0,9
127,2010,2010-11-14,9,31.219,PIT,,NWE,L 26-39,,1,1,100.0,1,2,50.0,0,4
128,2010,2010-12-05,12,31.240,SFO,@,GNB,L 16-34,,1,1,100.0,3,3,100.0,0,10
129,2010,2010-12-12,13,31.247,SFO,,SEA,W 40-21,,4,4,100.0,4,4,100.0,0,16
130,2010,2010-12-16,14,31.251,SFO,@,SDG,L 7-34,,1,1,100.0,,,,0,1
131,2010,2010-12-26,15,31.261,SFO,@,STL,L 17-25,,2,2,100.0,1,2,50.0,0,5
132,2010,2011-01-02,16,31.268,SFO,,ARI,W 38-7,,5,5,100.0,1,1,100.0,0,8
