ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2002,2002-11-24,11,23.229,PIT,,CIN,W 29-21,,2,3,66.7,3,4,75.0,0,11
2,2002,2002-12-01,12,23.236,PIT,@,JAX,W 25-23,,1,1,100.0,6,6,100.0,0,19
3,2002,2002-12-08,13,23.243,PIT,,HOU,L 6-24,,,,,2,3,66.7,0,6
4,2002,2002-12-15,14,23.250,PIT,,CAR,W 30-14,,3,3,100.0,3,3,100.0,0,12
5,2002,2002-12-23,15,23.258,PIT,@,TAM,W 17-7,,2,2,100.0,1,1,100.0,0,5
6,2002,2002-12-29,16,23.264,PIT,,BAL,W 34-31,,2,2,100.0,2,2,100.0,0,8
7,2003,2003-09-07,1,24.151,PIT,,BAL,W 34-15,,4,4,100.0,2,2,100.0,0,10
8,2003,2003-09-14,2,24.158,PIT,@,KAN,L 20-41,,2,2,100.0,2,2,100.0,0,8
9,2003,2003-09-21,3,24.165,PIT,@,CIN,W 17-10,,2,2,100.0,1,2,50.0,0,5
10,2003,2003-09-28,4,24.172,PIT,,TEN,L 13-30,,1,1,100.0,2,3,66.7,0,7
11,2003,2003-10-05,5,24.179,PIT,,CLE,L 13-33,,1,1,100.0,2,2,100.0,0,7
12,2003,2003-10-12,6,24.186,PIT,@,DEN,L 14-17,,,,,2,2,100.0,0,6
13,2003,2003-10-26,7,24.200,PIT,,STL,L 21-33,,3,3,100.0,,,,0,3
14,2003,2003-11-02,8,24.207,PIT,@,SEA,L 16-23,,1,1,100.0,3,3,100.0,0,10
15,2003,2003-11-09,9,24.214,PIT,,ARI,W 28-15,,4,4,100.0,,1,0.0,0,4
16,2003,2003-11-17,10,24.222,PIT,@,SFO,L 14-30,,2,2,100.0,,1,0.0,0,2
17,2003,2003-11-23,11,24.228,PIT,@,CLE,W 13-6,,1,1,100.0,2,3,66.7,0,7
18,2003,2003-11-30,12,24.235,PIT,,CIN,L 20-24,,2,2,100.0,2,2,100.0,0,8
19,2003,2003-12-07,13,24.242,PIT,,OAK,W 27-7,,3,3,100.0,2,4,50.0,0,9
20,2003,2003-12-14,14,24.249,PIT,@,NYJ,L 0-6,,,,,,2,0.0,0,0
21,2003,2003-12-21,15,24.256,PIT,,SDG,W 40-24,,4,5,80.0,2,2,100.0,0,10
22,2003,2003-12-28,16,24.263,PIT,@,BAL,L 10-13,,1,1,100.0,1,1,100.0,0,4
23,2004,2004-09-12,1,25.156,PIT,,OAK,W 24-21,,3,3,100.0,1,1,100.0,0,6
24,2004,2004-09-19,2,25.163,PIT,@,BAL,L 13-30,,1,1,100.0,,1,0.0,0,1
25,2004,2004-09-26,3,25.170,PIT,@,MIA,W 13-3,,1,1,100.0,2,4,50.0,0,7
26,2004,2004-10-03,4,25.177,PIT,,CIN,W 28-17,,4,4,100.0,,,,0,4
27,2004,2004-10-10,5,25.184,PIT,,CLE,W 34-23,,4,4,100.0,2,2,100.0,0,10
28,2004,2004-10-17,6,25.191,PIT,@,DAL,W 24-20,,3,3,100.0,1,1,100.0,0,6
29,2004,2004-10-31,7,25.205,PIT,,NWE,W 34-20,,4,4,100.0,2,2,100.0,0,10
30,2004,2004-11-07,8,25.212,PIT,,PHI,W 27-3,,3,3,100.0,2,3,66.7,0,9
31,2004,2004-11-14,9,25.219,PIT,@,CLE,W 24-10,,3,3,100.0,1,2,50.0,0,6
32,2004,2004-11-21,10,25.226,PIT,@,CIN,W 19-14,,2,2,100.0,1,1,100.0,0,5
33,2004,2004-11-28,11,25.233,PIT,,WAS,W 16-7,,1,1,100.0,3,3,100.0,0,10
34,2004,2004-12-05,12,25.240,PIT,@,JAX,W 17-16,,2,2,100.0,1,1,100.0,0,5
35,2004,2004-12-12,13,25.247,PIT,,NYJ,W 17-6,,2,2,100.0,1,1,100.0,0,5
36,2004,2004-12-18,14,25.253,PIT,@,NYG,W 33-30,,3,3,100.0,4,4,100.0,0,15
37,2004,2004-12-26,15,25.261,PIT,,BAL,W 20-7,,2,2,100.0,2,2,100.0,0,8
38,2004,2005-01-02,16,25.268,PIT,@,BUF,W 29-24,,2,2,100.0,5,5,100.0,0,17
39,2005,2005-09-11,1,26.155,PIT,,TEN,W 34-7,,4,4,100.0,2,2,100.0,0,10
40,2005,2005-09-18,2,26.162,PIT,@,HOU,W 27-7,,3,3,100.0,2,2,100.0,0,9
41,2005,2005-09-25,3,26.169,PIT,,NWE,L 20-23,,2,2,100.0,2,3,66.7,0,8
42,2005,2005-10-10,4,26.184,PIT,@,SDG,W 24-22,,3,3,100.0,1,1,100.0,0,6
43,2005,2005-10-16,5,26.190,PIT,,JAX,L 17-23,,2,2,100.0,1,2,50.0,0,5
44,2005,2005-10-23,6,26.197,PIT,@,CIN,W 27-13,,3,3,100.0,2,2,100.0,0,9
45,2005,2005-10-31,7,26.205,PIT,,BAL,W 20-19,,2,2,100.0,2,2,100.0,0,8
46,2005,2005-11-06,8,26.211,PIT,@,GNB,W 20-10,,2,2,100.0,2,3,66.7,0,8
47,2005,2005-11-13,9,26.218,PIT,,CLE,W 34-21,,4,4,100.0,2,3,66.7,0,10
48,2005,2005-11-20,10,26.225,PIT,@,BAL,L 13-16,,1,1,100.0,2,2,100.0,0,7
49,2005,2005-11-28,11,26.233,PIT,@,IND,L 7-26,,1,1,100.0,,1,0.0,0,1
50,2005,2005-12-04,12,26.239,PIT,,CIN,L 31-38,,4,4,100.0,1,1,100.0,0,7
51,2005,2005-12-11,13,26.246,PIT,,CHI,W 21-9,,3,3,100.0,,,,0,3
52,2005,2005-12-18,14,26.253,PIT,@,MIN,W 18-3,,1,1,100.0,3,3,100.0,0,10
53,2005,2005-12-24,15,26.259,PIT,@,CLE,W 41-0,,5,5,100.0,2,2,100.0,0,11
54,2005,2006-01-01,16,26.267,PIT,,DET,W 35-21,,5,5,100.0,,,,0,5
55,2006,2006-09-07,1,27.151,PIT,,MIA,W 28-17,,4,4,100.0,,1,0.0,0,4
56,2006,2006-09-18,2,27.162,PIT,@,JAX,L 0-9,,,,,,,,,
57,2006,2006-09-24,3,27.168,PIT,,CIN,L 20-28,,2,2,100.0,2,3,66.7,0,8
58,2006,2006-10-08,4,27.182,PIT,@,SDG,L 13-23,,1,1,100.0,2,2,100.0,0,7
59,2006,2006-10-15,5,27.189,PIT,,KAN,W 45-7,,6,6,100.0,1,2,50.0,0,9
60,2006,2006-10-22,6,27.196,PIT,@,ATL,L 38-41,,5,5,100.0,1,1,100.0,0,8
61,2006,2006-10-29,7,27.203,PIT,@,OAK,L 13-20,,1,1,100.0,2,2,100.0,0,7
62,2006,2006-11-05,8,27.210,PIT,,DEN,L 20-31,,2,2,100.0,2,3,66.7,0,8
63,2006,2006-11-12,9,27.217,PIT,,NOR,W 38-31,,5,5,100.0,1,2,50.0,0,8
64,2006,2006-11-19,10,27.224,PIT,@,CLE,W 24-20,,3,3,100.0,1,1,100.0,0,6
65,2006,2006-11-26,11,27.231,PIT,@,BAL,L 0-27,,,,,,,,,
66,2006,2006-12-03,12,27.238,PIT,,TAM,W 20-3,,2,2,100.0,2,3,66.7,0,8
67,2006,2006-12-07,13,27.242,PIT,,CLE,W 27-7,,3,3,100.0,2,3,66.7,0,9
68,2006,2006-12-17,14,27.252,PIT,@,CAR,W 37-3,,4,4,100.0,3,3,100.0,0,13
69,2006,2006-12-24,15,27.259,PIT,,BAL,L 7-31,,1,1,100.0,,,,0,1
70,2006,2006-12-31,16,27.266,PIT,@,CIN,W 23-17,,2,2,100.0,1,1,100.0,0,5
71,2007,2007-09-09,1,28.153,PIT,@,CLE,W 34-7,,4,4,100.0,2,2,100.0,0,10
72,2007,2007-09-16,2,28.160,PIT,,BUF,W 26-3,,2,2,100.0,4,4,100.0,0,14
73,2007,2007-09-23,3,28.167,PIT,,SFO,W 37-16,,4,4,100.0,3,3,100.0,0,13
74,2007,2007-09-30,4,28.174,PIT,@,ARI,L 14-21,,2,2,100.0,,,,0,2
75,2007,2007-10-07,5,28.181,PIT,,SEA,W 21-0,,3,3,100.0,,,,0,3
76,2007,2007-10-21,6,28.195,PIT,@,DEN,L 28-31,,4,4,100.0,,1,0.0,0,4
77,2007,2007-10-28,7,28.202,PIT,@,CIN,W 24-13,,3,3,100.0,1,1,100.0,0,6
78,2007,2007-11-05,8,28.210,PIT,,BAL,W 38-7,,5,5,100.0,1,1,100.0,0,8
79,2007,2007-11-11,9,28.216,PIT,,CLE,W 31-28,,2,2,100.0,3,3,100.0,0,11
80,2007,2007-11-18,10,28.223,PIT,@,NYJ,L 16-19,,1,1,100.0,3,3,100.0,0,10
81,2007,2007-11-26,11,28.231,PIT,,MIA,W 3-0,,,,,1,2,50.0,0,3
82,2007,2007-12-02,12,28.237,PIT,,CIN,W 24-10,,3,3,100.0,1,1,100.0,0,6
83,2007,2007-12-09,13,28.244,PIT,@,NWE,L 13-34,,1,1,100.0,2,2,100.0,0,7
84,2007,2007-12-16,14,28.251,PIT,,JAX,L 22-29,,2,2,100.0,,,,0,2
85,2007,2007-12-20,15,28.255,PIT,@,STL,W 41-24,,5,5,100.0,2,2,100.0,0,11
86,2007,2007-12-30,16,28.265,PIT,@,BAL,L 21-27,,3,3,100.0,,,,0,3
87,2008,2008-09-07,1,29.151,PIT,,HOU,W 38-17,,5,5,100.0,1,1,100.0,0,8
88,2008,2008-09-14,2,29.158,PIT,@,CLE,W 10-6,,1,1,100.0,1,1,100.0,0,4
89,2008,2008-09-21,3,29.165,PIT,@,PHI,L 6-15,,,,,2,2,100.0,0,6
90,2008,2008-09-29,4,29.173,PIT,,BAL,W 23-20,,2,2,100.0,3,3,100.0,0,11
