ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1963,1963-12-14,13,23.180,KAN,,BOS,W 35-3,0,0,,0,0,0,1,20,0
2,1964,1964-10-11,4,24.116,KAN,@,DEN,L 27-33,0,0,,0,0,0,1,4,0
3,1965,1965-10-03,4,25.108,KAN,,BOS,W 27-17,0,0,,0,1,6,1,38,1
4,1965,1965-11-14,10,25.150,KAN,,SDG,W 31-7,0,0,,0,0,0,1,4,0
5,1965,1965-11-28,12,25.164,KAN,,HOU,W 52-21,0,0,,0,0,0,1,16,0
6,1965,1965-12-12,13,25.178,KAN,@,BUF,L 25-34,0,0,,0,0,0,1,15,0
7,1966,1966-09-25,3,26.100,KAN,@,BOS,W 43-24,0,0,,0,0,0,1,13,0
8,1966,1966-10-02,4,26.107,KAN,,BUF,L 14-29,0,0,,0,0,0,1,1,0
9,1967,1967-09-09,1,27.084,KAN,@,HOU,W 25-20,0,0,,0,1,6,1,32,1
10,1967,1967-10-01,3,27.106,KAN,@,OAK,L 21-23,0,0,,0,0,0,1,16,0
11,1967,1967-12-10,13,27.176,KAN,@,NYJ,W 21-7,0,0,,0,0,0,1,32,0
12,1967,1967-12-17,14,27.183,KAN,@,DEN,W 38-24,0,0,,0,0,0,1,2,0
13,1968,1968-09-22,3,28.097,KAN,,DEN,W 34-2,0,0,,0,0,0,1,2,0
14,1968,1968-09-28,4,28.103,KAN,@,MIA,W 48-3,0,0,,0,0,0,1,50,0
15,1968,1968-11-03,9,28.139,KAN,@,OAK,L 21-38,0,0,,0,0,0,1,8,0
16,1968,1968-12-08,13,28.174,KAN,@,SDG,W 40-3,0,0,,0,0,0,2,35,0
17,1969,1969-11-27,12,29.163,KAN,,DEN,W 31-17,1,53,53.00,1,1,6,0,0,0
18,1970,1970-09-20,1,30.095,KAN,@,MIN,L 10-27,,,,,,,,,
19,1970,1970-09-28,2,30.103,KAN,@,BAL,W 44-24,,,,,,,,,
20,1970,1970-10-04,3,30.109,KAN,@,DEN,L 13-26,,,,,,,,,
21,1970,1970-10-11,4,30.116,KAN,,BOS,W 23-10,0,0,,0,0,0,1,7,0
22,1970,1970-10-18,5,30.123,KAN,@,CIN,W 27-19,,,,,,,,,
23,1970,1970-10-25,6,30.130,KAN,,DAL,L 16-27,,,,,,,,,
24,1970,1970-11-01,7,30.137,KAN,,OAK,T 17-17,,,,,,,,,
25,1970,1970-11-08,8,30.144,KAN,,HOU,W 24-9,0,0,,0,1,6,1,45,1
26,1970,1970-11-15,9,30.151,KAN,@,PIT,W 31-14,0,0,,0,0,0,1,5,0
27,1970,1970-11-22,10,30.158,KAN,,STL,T 6-6,,,,,,,,,
28,1970,1970-11-29,11,30.165,KAN,,SDG,W 26-14,,,,,,,,,
29,1970,1970-12-06,12,30.172,KAN,,DEN,W 16-0,,,,,,,,,
30,1970,1970-12-12,13,30.178,KAN,@,OAK,L 6-20,,,,,,,,,
31,1970,1970-12-20,14,30.186,KAN,@,SDG,L 13-31,,,,,,,,,
32,1971,1971-09-19,1,31.094,KAN,@,SDG,L 14-21,,,,,,,,,
33,1971,1971-09-26,2,31.101,KAN,@,HOU,W 20-16,,,,,,,,,
34,1971,1971-10-03,3,31.108,KAN,@,DEN,W 16-3,,,,,,,,,
35,1971,1971-10-10,4,31.115,KAN,,SDG,W 31-10,,,,,,,,,
36,1971,1971-10-18,5,31.123,KAN,,PIT,W 38-16,,,,,,,,,
37,1971,1971-10-24,6,31.129,KAN,,WAS,W 27-20,,,,,,,,,
38,1971,1971-10-31,7,31.136,KAN,@,OAK,T 20-20,,,,,,,,,
39,1971,1971-11-07,8,31.143,KAN,@,NYJ,L 10-13,,,,,,,,,
40,1971,1971-11-14,9,31.150,KAN,,CLE,W 13-7,,,,,,,,,
