ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-10-01,4,23.277,IND,,STL,W 21-18,0,0,,0,,,,
2,1995,1995-10-08,5,23.284,IND,@,MIA,W 27-24,1,0,0.00,0,0.0,0,0,0
3,1995,1995-10-15,6,23.291,IND,,SFO,W 18-17,0,0,,0,,,,
4,1995,1995-10-22,7,23.298,IND,@,OAK,L 17-30,1,6,6.00,0,0.0,0,0,0
5,1995,1995-10-29,8,23.305,IND,,NYJ,W 17-10,0,0,,0,,,,
6,1995,1995-11-05,9,23.312,IND,,BUF,L 10-16,0,0,,0,,,,
7,1995,1995-11-12,10,23.319,IND,@,NOR,L 14-17,0,0,,0,,,,
8,1995,1995-11-19,11,23.326,IND,@,NWE,W 24-10,0,0,,0,,,,
9,1995,1995-11-26,12,23.333,IND,,MIA,W 36-28,0,0,,0,,,,
10,1995,1995-12-03,13,23.340,IND,@,CAR,L 10-13,0,0,,0,,,,
11,1996,1996-09-01,1,24.248,IND,,ARI,W 20-13,,,,,,,,
12,1996,1996-09-08,2,24.255,IND,@,NYJ,W 21-7,,,,,,,,
13,1996,1996-09-15,3,24.262,IND,@,DAL,W 25-24,,,,,,,,
14,1996,1996-09-23,4,24.270,IND,,MIA,W 10-6,,,,,,,,
15,1996,1996-10-06,5,24.283,IND,@,BUF,L 13-16,,,,,,,,
16,1996,1996-10-13,6,24.290,BAL,@,IND,L 21-26,,,,,,,,
17,1996,1996-10-20,7,24.297,IND,,NWE,L 9-27,,,,,,,,
18,1996,1996-10-27,8,24.304,IND,@,WAS,L 16-31,0,0,,0,0.0,1,20,0
19,1996,1996-11-03,9,24.311,IND,,SDG,L 19-26,,,,,,,,
20,1996,1996-11-10,10,24.318,IND,@,MIA,L 13-37,,,,,,,,
21,1996,1996-11-17,11,24.325,IND,,NYJ,W 34-29,,,,,,,,
22,1996,1996-11-24,12,24.332,IND,@,NWE,L 13-27,,,,,,,,
23,1996,1996-12-01,13,24.339,IND,,BUF,W 13-10,,,,,,,,
24,1996,1996-12-05,14,24.343,IND,,PHI,W 37-10,,,,,,,,
25,1996,1996-12-15,15,24.353,IND,@,KAN,W 24-19,,,,,,,,
26,1996,1996-12-22,16,24.360,IND,@,CIN,L 24-31,,,,,,,,
27,1997,1997-08-31,1,25.246,IND,@,MIA,L 10-16,,,,,,,,
28,1997,1997-09-07,2,25.253,IND,,NWE,L 6-31,,,,,,,,
29,1997,1997-09-14,3,25.260,IND,,SEA,L 3-31,,,,,,,,
30,1997,1997-09-21,4,25.267,IND,@,BUF,L 35-37,,,,,,,,
31,1997,1997-10-05,5,25.281,IND,,NYJ,L 12-16,,,,,,,,
32,1997,1997-10-12,6,25.288,IND,@,PIT,L 22-24,,,,,,,,
33,1997,1997-10-20,7,25.296,IND,,BUF,L 6-9,,,,,,,,
34,1997,1997-10-26,8,25.302,IND,@,SDG,L 19-35,,,,,,,,
35,1997,1997-11-02,9,25.309,IND,,TAM,L 28-31,0,0,,0,1.0,0,0,0
36,1997,1997-11-09,10,25.316,IND,,CIN,L 13-28,,,,,,,,
37,1997,1997-11-16,11,25.323,IND,,GNB,W 41-38,,,,,,,,
38,1997,1997-11-23,12,25.330,IND,@,DET,L 10-32,,,,,,,,
39,1997,1997-11-30,13,25.337,IND,@,NWE,L 17-20,,,,,,,,
40,1997,1997-12-07,14,25.344,IND,@,NYJ,W 22-14,,,,,,,,
41,1997,1997-12-14,15,25.351,IND,,MIA,W 41-0,,,,,,,,
42,1997,1997-12-21,16,25.358,IND,@,MIN,L 28-39,0,0,,0,0.0,1,2,0
43,1998,1998-09-06,1,26.252,IND,,MIA,L 15-24,,,,,,,,
44,1998,1998-09-13,2,26.259,IND,@,NWE,L 6-29,,,,,,,,
45,1998,1998-09-20,3,26.266,IND,@,NYJ,L 6-44,,,,,,,,
46,1998,1998-09-27,4,26.273,IND,,NOR,L 13-19,,,,,,,,
47,1998,1998-10-04,5,26.280,IND,,SDG,W 17-12,,,,,,,,
48,1998,1998-10-11,6,26.287,IND,,BUF,L 24-31,,,,,,,,
49,1998,1998-10-18,7,26.294,IND,@,SFO,L 31-34,1,2,2.00,0,1.0,0,0,0
50,1998,1998-11-01,8,26.308,IND,,NWE,L 16-21,,,,,,,,
51,1998,1998-11-08,9,26.315,IND,@,MIA,L 14-27,,,,,,,,
52,1998,1998-11-15,10,26.322,IND,,NYJ,W 24-23,,,,,,,,
53,1998,1998-11-22,11,26.329,IND,@,BUF,L 11-34,,,,,,,,
54,1998,1998-12-06,13,26.343,IND,@,ATL,L 21-28,,,,,,,,
55,1998,1998-12-13,14,26.350,IND,,CIN,W 39-26,,,,,,,,
56,1998,1998-12-20,15,26.357,IND,@,SEA,L 23-27,,,,,,,,
57,1998,1998-12-27,16,26.364,IND,,CAR,L 19-27,,,,,,,,
