ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1963,1963-09-29,3,25.330,CLE,,RAM,W 20-6,0,0,,0,0,0,,0,0,0,1,0,0
2,1964,1964-10-25,7,26.357,CLE,,NYG,W 42-20,0,0,,0,0,0,,0,0,0,1,44,0
3,1964,1964-11-29,12,27.026,CLE,,PHI,W 38-24,0,0,,0,0,0,,0,1,6,1,42,1
4,1965,1965-12-19,14,28.046,CLE,@,STL,W 27-24,0,0,,0,0,0,,0,0,0,2,32,0
5,1966,1966-09-11,1,28.312,CLE,@,WAS,W 38-14,,,,,,,,,,,,,
6,1966,1966-09-18,2,28.319,CLE,,GNB,L 20-21,,,,,,,,,,,,,
7,1966,1966-09-25,3,28.326,CLE,,STL,L 28-34,,,,,,,,,,,,,
8,1966,1966-10-02,4,28.333,CLE,@,NYG,W 28-7,,,,,,,,,,,,,
9,1966,1966-10-08,5,28.339,CLE,,PIT,W 41-10,,,,,,,,,,,,,
10,1966,1966-10-23,6,28.354,CLE,,DAL,W 30-21,,,,,,,,,,,,,
11,1966,1966-10-30,7,28.361,CLE,@,ATL,W 49-17,0,0,,0,,,,,0,1,,,
12,1966,1966-11-06,8,29.003,CLE,@,PIT,L 6-16,,,,,,,,,,,,,
13,1966,1966-11-13,9,29.010,CLE,,PHI,W 27-7,,,,,,,,,,,,,
14,1966,1966-11-20,10,29.017,CLE,,WAS,W 14-3,,,,,,,,,,,,,
15,1966,1966-11-24,11,29.021,CLE,@,DAL,L 14-26,,,,,,,,,,,,,
16,1966,1966-12-04,12,29.031,CLE,,NYG,W 49-40,,,,,,,,,,,,,
17,1966,1966-12-11,13,29.038,CLE,@,PHI,L 21-33,1,10,10.00,1,0,0,,0,1,6,1,6,0
18,1966,1966-12-17,14,29.044,CLE,@,STL,W 38-10,0,0,,0,0,0,,0,0,0,1,21,0
19,1967,1967-10-01,3,29.332,CLE,@,NOR,W 42-7,0,0,,0,0,0,,0,0,0,1,0,0
20,1967,1967-12-03,12,30.030,CLE,,NYG,W 24-14,0,0,,0,0,0,,0,1,6,1,79,1
21,1967,1967-12-10,13,30.037,CLE,@,STL,W 20-16,0,0,,0,0,0,,0,1,6,1,18,1
22,1968,1968-11-03,8,31.000,CLE,@,SFO,W 33-21,0,0,,0,0,0,,0,0,0,1,4,0
23,1968,1968-11-17,10,31.014,CLE,@,PIT,W 45-24,0,0,,0,0,0,,0,0,0,1,7,0
24,1968,1968-11-24,11,31.021,CLE,,PHI,W 47-13,0,0,,0,0,0,,0,0,0,1,0,0
25,1968,1968-12-01,12,31.028,CLE,,NYG,W 45-10,0,0,,0,1,0,0.00,0,0,0,0,0,0
