ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1974,1974-09-15,1,23.152,ATL,,DAL,L 0-24,,,,,,,,,,,,,,
2,1974,1974-09-22,2,23.159,ATL,,SFO,L 10-16,,,,,,,,,,,,,,
3,1974,1974-09-29,3,23.166,ATL,@,NOR,L 13-14,,,,,,,,,,,,,,
4,1974,1974-10-06,4,23.173,ATL,@,NYG,W 14-7,,,,,,,,,,,,,,
5,1974,1974-10-13,5,23.180,ATL,,CHI,W 13-10,,,,,,,,,,,,,,
6,1974,1974-10-20,6,23.187,ATL,,NOR,L 3-13,0,0,,0,0,0,,0,1,0,0.00,0,0,0
7,1974,1974-12-15,14,23.243,NOR,@,SFO,L 21-35,,,,,,,,,,,,,,
8,1975,1975-09-21,1,24.158,NOR,@,WAS,L 3-41,,,,,,,,,,,,,,
9,1975,1975-09-28,2,24.165,NOR,,CIN,L 0-21,1,12,12.00,0,0,0,,0,0,0,,0,0,0
10,1975,1975-10-05,3,24.172,NOR,@,ATL,L 7-14,,,,,,,,,,,,,,
11,1975,1975-10-12,4,24.179,NOR,,GNB,W 20-19,,,,,,,,,,,,,,
12,1975,1975-10-19,5,24.186,NOR,@,SFO,L 21-35,1,31,31.00,0,0,0,,0,0,0,,0,0,0
13,1975,1975-10-26,6,24.193,NOR,@,RAM,L 14-38,1,21,21.00,0,0,0,,0,0,0,,0,0,0
14,1975,1975-11-02,7,24.200,NOR,,ATL,W 23-7,,,,,,,,,,,,,,
15,1975,1975-11-09,8,24.207,NOR,@,OAK,L 10-48,,,,,,,,,,,,,,
16,1975,1975-11-16,9,24.214,NOR,,MIN,L 7-20,,,,,,,,,,,,,,
17,1975,1975-11-23,10,24.221,NOR,,SFO,L 6-16,1,8,8.00,0,0,0,,0,0,0,,0,0,0
18,1975,1975-11-30,11,24.228,NOR,@,CLE,L 16-17,,,,,,,,,,,,,,
19,1975,1975-12-07,12,24.235,NOR,,RAM,L 7-14,2,40,20.00,0,0,0,,0,0,0,,0,0,0
20,1975,1975-12-14,13,24.242,NOR,@,NYG,L 14-28,,,,,,,,,,,,,,
21,1975,1975-12-21,14,24.249,NOR,,CHI,L 17-42,4,67,16.75,0,0,0,,0,0,0,,0,0,0
22,1976,1976-09-12,1,25.149,NOR,,MIN,L 9-40,1,5,5.00,0,0,0,,0,0,0,,0,0,0
23,1976,1976-09-19,2,25.156,NOR,,DAL,L 6-24,2,42,21.00,0,0,0,,0,0,0,,0,0,0
24,1976,1976-09-26,3,25.163,NOR,@,KAN,W 27-17,2,18,9.00,1,0,0,,0,0,0,,0,1,6
25,1976,1976-10-03,4,25.170,NOR,,HOU,L 26-31,1,4,4.00,1,0,0,,0,0,0,,0,1,6
26,1976,1976-10-10,5,25.177,NOR,,ATL,W 30-0,3,22,7.33,0,0,0,,0,0,0,,0,0,0
27,1976,1976-10-17,6,25.184,NOR,@,SFO,L 3-33,1,15,15.00,0,0,0,,0,0,0,,0,0,0
28,1976,1976-10-24,7,25.191,NOR,,RAM,L 10-16,6,85,14.17,0,0,0,,0,0,0,,0,0,0
