ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,27.365,NOR,,SFO,L 23-26,,,
2,1980,1980-09-14,2,28.006,NOR,@,CHI,L 3-22,,,
3,1980,1980-09-21,3,28.013,NOR,,BUF,L 26-35,,,
4,1980,1980-09-28,4,28.020,NOR,@,MIA,L 16-21,,,
5,1980,1980-10-05,5,28.027,NOR,,STL,L 7-40,,,
6,1980,1980-10-12,6,28.034,NOR,@,DET,L 13-24,,,
7,1980,1980-10-19,7,28.041,NOR,,ATL,L 14-41,,,
8,1980,1980-10-26,8,28.048,NOR,@,WAS,L 14-22,,,
9,1980,1980-11-02,9,28.055,NOR,@,RAM,L 31-45,,,
10,1980,1980-11-09,10,28.062,NOR,,PHI,L 21-34,,,
11,1980,1980-11-16,11,28.069,NOR,@,ATL,L 13-31,,,
12,1980,1980-11-24,12,28.077,NOR,,RAM,L 7-27,,,
13,1980,1980-11-30,13,28.083,NOR,,MIN,L 20-23,1,17,0
14,1980,1980-12-07,14,28.090,NOR,@,SFO,L 35-38,,,
15,1980,1980-12-14,15,28.097,NOR,@,NYJ,W 21-20,1,0,0
16,1980,1980-12-21,16,28.104,NOR,,NWE,L 27-38,,,
