ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,2001,2001-09-09,1,22.171,OAK,@,KAN,W 27-24,,,,,
2,2001,2001-09-23,2,22.185,OAK,@,MIA,L 15-18,,0.0,1,9,0
3,2001,2001-09-30,3,22.192,OAK,,SEA,W 38-14,,,,,
4,2001,2001-10-07,4,22.199,OAK,,DAL,W 28-21,,,,,
5,2001,2001-10-14,5,22.206,OAK,@,IND,W 23-18,,,,,
6,2001,2001-10-28,6,22.220,OAK,@,PHI,W 20-10,,,,,
7,2001,2001-11-05,7,22.228,OAK,,DEN,W 38-28,,,,,
8,2001,2001-11-11,8,22.234,OAK,@,SEA,L 27-34,,,,,
9,2001,2001-11-18,9,22.241,OAK,,SDG,W 34-24,,,,,
10,2001,2001-11-25,10,22.248,OAK,@,NYG,W 28-10,,,,,
11,2001,2001-12-02,11,22.255,OAK,,ARI,L 31-34,,,,,
12,2001,2001-12-09,12,22.262,OAK,,KAN,W 28-26,,,,,
13,2001,2001-12-15,13,22.268,OAK,@,SDG,W 13-6,,,,,
14,2001,2001-12-22,14,22.275,OAK,,TEN,L 10-13,,,,,
15,2001,2001-12-30,15,22.283,OAK,@,DEN,L 17-23,,,,,
16,2001,2002-01-06,16,22.290,OAK,,NYJ,L 22-24,,,,,
17,2002,2002-09-08,1,23.170,OAK,,SEA,W 31-17,*,,,,
18,2002,2002-09-15,2,23.177,OAK,@,PIT,W 30-17,*,,,,
19,2002,2002-09-29,3,23.191,OAK,,TEN,W 52-25,*,,,,
20,2002,2002-10-06,4,23.198,OAK,@,BUF,W 49-31,*,,,,
21,2002,2002-10-13,5,23.205,OAK,@,STL,L 13-28,*,,,,
22,2002,2002-10-20,6,23.212,OAK,,SDG,L 21-27,*,,,,
23,2002,2002-10-27,7,23.219,OAK,@,KAN,L 10-20,*,,,,
24,2002,2002-11-03,8,23.226,OAK,,SFO,L 20-23,*,,,,
25,2002,2002-11-11,9,23.234,OAK,@,DEN,W 34-10,*,,,,
26,2002,2002-11-17,10,23.240,OAK,,NWE,W 27-20,*,,,,
27,2002,2002-11-24,11,23.247,OAK,@,ARI,W 41-20,*,,,,
28,2002,2002-12-02,12,23.255,OAK,,NYJ,W 26-20,,,,,
29,2002,2002-12-08,13,23.261,OAK,@,SDG,W 27-7,,,,,
30,2002,2002-12-15,14,23.268,OAK,@,MIA,L 17-23,,,,,
31,2002,2002-12-22,15,23.275,OAK,,DEN,W 28-16,,,,,
32,2002,2002-12-28,16,23.281,OAK,,KAN,W 24-0,,,,,
33,2003,2003-09-07,1,24.169,OAK,@,TEN,L 20-25,*,0.0,1,11,0
34,2003,2003-09-14,2,24.176,OAK,,CIN,W 23-20,*,,,,
35,2003,2003-09-22,3,24.184,OAK,@,DEN,L 10-31,*,,,,
36,2003,2003-09-28,4,24.190,OAK,,SDG,W 34-31,*,,,,
37,2003,2003-10-05,5,24.197,OAK,@,CHI,L 21-24,*,,,,
38,2003,2003-10-12,6,24.204,OAK,@,CLE,L 7-13,*,,,,
39,2003,2003-10-20,7,24.212,OAK,,KAN,L 10-17,*,,,,
40,2003,2003-11-02,8,24.225,OAK,@,DET,L 13-23,*,,,,
41,2003,2003-11-09,9,24.232,OAK,,NYJ,L 24-27,*,,,,
42,2003,2003-11-16,10,24.239,OAK,,MIN,W 28-18,,,,,
43,2003,2003-11-23,11,24.246,OAK,@,KAN,L 24-27,*,,,,
44,2003,2003-12-07,13,24.260,OAK,@,PIT,L 7-27,*,0.0,1,5,0
45,2003,2003-12-14,14,24.267,OAK,,BAL,W 20-12,*,1.0,0,0,0
46,2003,2003-12-22,15,24.275,OAK,,GNB,L 7-41,*,,,,
47,2003,2003-12-28,16,24.281,OAK,@,SDG,L 14-21,*,,,,
48,2005,2005-09-08,1,26.170,OAK,@,NWE,L 20-30,*,,,,
49,2005,2005-09-18,2,26.180,OAK,,KAN,L 17-23,*,,,,
50,2005,2005-09-25,3,26.187,OAK,@,PHI,L 20-23,*,,,,
51,2005,2005-10-02,4,26.194,OAK,,DAL,W 19-13,*,1.0,0,0,0
52,2005,2005-10-16,5,26.208,OAK,,SDG,L 14-27,*,,,,
53,2005,2005-10-23,6,26.215,OAK,,BUF,W 38-17,*,,,,
54,2006,2006-09-11,1,27.173,OAK,,SDG,L 0-27,,,,,
55,2006,2006-09-17,2,27.179,OAK,@,BAL,L 6-28,,,,,
56,2006,2006-10-01,3,27.193,OAK,,CLE,L 21-24,,,,,
57,2006,2006-10-08,4,27.200,OAK,@,SFO,L 20-34,*,,,,
58,2006,2006-10-15,5,27.207,OAK,@,DEN,L 3-13,,,,,
59,2006,2006-10-22,6,27.214,OAK,,ARI,W 22-9,,,,,
60,2006,2006-10-29,7,27.221,OAK,,PIT,W 20-13,,,,,
61,2006,2006-11-06,8,27.229,OAK,@,SEA,L 0-16,,,,,
62,2006,2006-11-12,9,27.235,OAK,,DEN,L 13-17,,,,,
63,2006,2006-11-19,10,27.242,OAK,@,KAN,L 13-17,,,,,
64,2006,2006-11-26,11,27.249,OAK,@,SDG,L 14-21,,,,,
65,2006,2006-12-03,12,27.256,OAK,,HOU,L 14-23,,,,,
66,2006,2006-12-10,13,27.263,OAK,@,CIN,L 10-27,,,,,
67,2006,2006-12-17,14,27.270,OAK,,STL,L 0-20,,,,,
68,2006,2006-12-23,15,27.276,OAK,,KAN,L 9-20,,,,,
69,2006,2006-12-31,16,27.284,OAK,@,NYJ,L 3-23,,,,,
