ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1968,1968-09-21,2,23.359,MIA,,OAK,L 21-47,2,32,16.00,0,0,0,,0,6,204,34.00,0,0,0,,0,0,0
2,1968,1968-09-28,3,24.000,MIA,,KAN,L 3-48,1,0,0.00,0,0,0,,0,4,71,17.75,0,0,0,,0,0,0
3,1968,1968-10-06,4,24.008,MIA,@,HOU,W 24-7,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
4,1968,1968-10-20,6,24.022,MIA,@,CIN,W 24-22,0,0,,0,1,12,12.00,0,1,20,20.00,0,2,12,6.00,0,0,0
5,1968,1968-10-27,7,24.029,MIA,@,DEN,L 14-21,0,0,,0,0,0,,0,0,0,,0,1,-1,-1.00,0,0,0
6,1968,1968-11-17,10,24.050,MIA,,CIN,L 21-38,1,20,20.00,0,0,0,,0,0,0,,0,2,35,17.50,0,0,0
7,1968,1968-12-01,12,24.064,MIA,@,NYJ,L 17-35,2,48,24.00,1,0,0,,0,3,27,9.00,0,0,0,,0,1,6
8,1968,1968-12-08,13,24.071,MIA,,BOS,W 38-7,3,43,14.33,0,1,34,34.00,0,0,0,,0,1,9,9.00,0,0,0
9,1968,1968-12-15,14,24.078,MIA,,NYJ,L 7-31,0,0,,0,0,0,,0,3,62,20.67,0,0,0,,0,0,0
10,1969,1969-09-14,1,24.351,MIA,@,CIN,L 21-27,1,49,49.00,0,0,0,,0,1,37,37.00,0,0,0,,0,0,0
11,1969,1969-09-20,2,24.357,MIA,@,OAK,L 17-20,0,0,,0,0,0,,0,3,45,15.00,0,0,0,,0,0,0
12,1969,1969-09-28,3,25.000,MIA,@,HOU,L 10-22,0,0,,0,0,0,,0,1,19,19.00,0,0,0,,0,0,0
13,1969,1969-10-19,6,25.021,MIA,@,KAN,L 10-17,4,47,11.75,0,0,0,,0,0,0,,0,0,0,,0,0,0
14,1969,1969-10-26,7,25.028,MIA,,BUF,W 24-6,1,15,15.00,0,1,19,19.00,0,0,0,,0,1,4,4.00,0,0,0
15,1969,1969-11-02,8,25.035,MIA,@,NYJ,L 31-34,1,8,8.00,0,1,19,19.00,0,1,27,27.00,0,0,0,,0,0,0
16,1969,1969-11-16,10,25.049,MIA,@,BUF,L 3-28,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
17,1969,1969-11-23,11,25.056,MIA,,HOU,L 7-32,1,13,13.00,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0
18,1969,1969-11-30,12,25.063,MIA,,BOS,L 23-38,0,0,,0,4,42,10.50,0,1,13,13.00,0,0,0,,0,0,0
19,1969,1969-12-07,13,25.070,MIA,,DEN,W 27-24,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
20,1969,1969-12-14,14,25.077,MIA,,NYJ,L 9-27,1,19,19.00,0,1,-18,-18.00,0,0,0,,0,0,0,,0,0,0
