ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
58,2016,2016-11-20,10,27.063,DAL,,BAL,W 27-17,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
59,2016,2016-11-24,11,27.067,DAL,,WAS,W 31-26,*,2,1,10,10.00,1,50.0%,5.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
60,2016,2016-12-01,12,27.074,DAL,@,MIN,W 17-15,*,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
61,2016,2016-12-11,13,27.084,DAL,@,NYG,L 7-10,,6,5,76,15.20,1,83.3%,12.67,0,0,,0,0,0,,0,,1,6,0.0,0,0
62,2016,2016-12-18,14,27.091,DAL,,TAM,W 26-20,*,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
63,2016,2016-12-26,15,27.099,DAL,,DET,W 42-21,*,4,4,61,15.25,0,100.0%,15.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
64,2016,2017-01-01,16,27.105,DAL,@,PHI,L 13-27,*,5,3,33,11.00,1,60.0%,6.60,0,0,,0,0,0,,0,,1,6,0.0,0,0
65,2017,2017-09-10,1,27.357,DAL,,NYG,W 19-3,*,7,6,68,11.33,0,85.7%,9.71,0,0,,0,0,0,,0,,0,0,0.0,0,0
66,2017,2017-09-17,2,27.364,DAL,@,DEN,L 17-42,*,5,4,17,4.25,0,80.0%,3.40,0,0,,0,0,0,,0,,0,0,0.0,0,0
67,2017,2017-09-25,3,28.007,DAL,@,ARI,W 28-17,*,4,3,47,15.67,0,75.0%,11.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
68,2017,2017-10-01,4,28.013,DAL,,LAR,L 30-35,*,6,4,34,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
69,2017,2017-10-08,5,28.020,DAL,,GNB,L 31-35,*,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
70,2017,2017-10-22,6,28.034,DAL,@,SFO,W 40-10,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
71,2017,2017-10-29,7,28.041,DAL,@,WAS,W 33-19,*,3,2,36,18.00,0,66.7%,12.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
72,2017,2017-11-05,8,28.048,DAL,,KAN,W 28-17,*,9,9,141,15.67,0,100.0%,15.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
73,2017,2017-11-12,9,28.055,DAL,@,ATL,L 7-27,*,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
74,2017,2017-11-19,10,28.062,DAL,,PHI,L 9-37,*,7,4,35,8.75,0,57.1%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
75,2017,2017-11-23,11,28.066,DAL,,LAC,L 6-28,*,5,4,54,13.50,0,80.0%,10.80,1,6,6.00,0,0,0,,0,,0,0,0.0,0,0
76,2017,2017-11-30,12,28.073,DAL,,WAS,W 38-14,*,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
77,2017,2017-12-10,13,28.083,DAL,@,NYG,W 30-10,*,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0,,0,,0,0,0.0,0,0
78,2017,2017-12-17,14,28.090,DAL,@,OAK,W 20-17,,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
79,2017,2017-12-24,15,28.097,DAL,,SEA,L 12-21,*,4,4,43,10.75,0,100.0%,10.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
80,2017,2017-12-31,16,28.104,DAL,@,PHI,W 6-0,,4,2,5,2.50,0,50.0%,1.25,1,9,9.00,0,0,0,,0,,0,0,0.0,0,0
81,2018,2018-09-09,1,28.356,DAL,@,CAR,L 8-16,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
82,2018,2018-09-16,2,28.363,DAL,,NYG,W 20-13,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
83,2018,2018-09-23,3,29.005,DAL,@,SEA,L 13-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
