ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1994,1994-09-11,2,24.174,ATL,,RAM,W 31-13,4,1,11,11.00,0,25.0%,2.75
2,1994,1994-09-25,4,24.188,ATL,@,WAS,W 27-20,,0,0,,0,0.0%,
3,1994,1994-10-02,5,24.195,ATL,@,RAM,W 8-5,,0,0,,0,0.0%,
4,1994,1994-10-16,7,24.209,ATL,,SFO,L 3-42,,0,0,,0,0.0%,
5,1994,1994-11-20,11,24.244,ATL,@,DEN,L 28-32,,0,0,,0,0.0%,
6,1994,1994-11-27,12,24.251,ATL,,PHI,W 28-21,,0,0,,0,0.0%,
7,1994,1994-12-18,15,24.272,ATL,@,GNB,L 17-21,,0,0,,0,0.0%,
8,1994,1994-12-24,16,24.278,ATL,,ARI,W 10-6,1,1,40,40.00,0,100.0%,40.00
9,1995,1995-09-10,2,25.173,ATL,@,SFO,L 10-41,3,1,17,17.00,0,33.3%,5.67
10,1995,1995-09-17,3,25.180,ATL,@,NOR,W 27-24,,0,0,,0,0.0%,
11,1995,1995-10-01,5,25.194,ATL,,NWE,W 30-17,2,1,22,22.00,0,50.0%,11.00
12,1995,1995-10-12,6,25.205,ATL,@,STL,L 19-21,4,2,16,8.00,0,50.0%,4.00
13,1995,1995-10-22,7,25.215,ATL,@,TAM,W 24-21,5,1,5,5.00,0,20.0%,1.00
