ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1996,1996-09-08,2,23.126,CAR,@,NOR,W 22-20,,6,6,96,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,0.0,,
2,1996,1996-09-22,3,23.140,CAR,,SFO,W 23-7,,7,3,36,12.00,0,42.9%,5.14,1,-1,-1.00,0,0,0,,0,0,0,0.0,,
3,1996,1996-09-29,4,23.147,CAR,@,JAX,L 14-24,,11,5,96,19.20,0,45.5%,8.73,0,0,,0,0,0,,0,0,0,0.0,,
4,1996,1996-10-06,5,23.154,CAR,@,MIN,L 12-14,,9,4,34,8.50,0,44.4%,3.78,0,0,,0,0,0,,0,0,0,0.0,,
5,1996,1996-10-13,6,23.161,CAR,,STL,W 45-13,,3,1,54,54.00,1,33.3%,18.00,0,0,,0,0,0,,0,1,6,0.0,,
6,1996,1996-10-20,7,23.168,CAR,,NOR,W 19-7,,7,3,46,15.33,0,42.9%,6.57,0,0,,0,0,0,,0,0,0,0.0,,
7,1996,1996-10-27,8,23.175,CAR,@,PHI,L 9-20,,6,3,45,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,0.0,,
8,1996,1996-12-15,15,23.224,CAR,,BAL,W 27-16,,,0,0,,0,0.0%,,0,0,,0,,,,,0,,,,
9,1996,1996-12-22,16,23.231,CAR,,PIT,W 18-14,,,0,0,,0,0.0%,,0,0,,0,,,,,0,,,,
10,1997,1997-08-31,1,24.118,CAR,,WAS,L 10-24,,0,0,0,,0,0.0%,,,,,,,,,,,,,,
11,1997,1997-09-07,2,24.125,CAR,@,ATL,W 9-6,,10,8,71,8.88,0,80.0%,7.10,0,0,,0,0,0,,0,0,0,0.0,,
12,1997,1997-09-14,3,24.132,CAR,@,SDG,W 26-7,,13,4,43,10.75,0,30.8%,3.31,0,0,,0,0,0,,0,0,0,0.0,,
13,1997,1997-10-19,7,24.167,CAR,@,NOR,W 13-0,,,0,0,,0,0.0%,,,,,,,,,,,,,,
14,1997,1997-10-26,8,24.174,CAR,,ATL,W 21-12,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,
15,1997,1997-11-02,9,24.181,CAR,,OAK,W 38-14,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,
16,1997,1997-11-09,10,24.188,CAR,@,DEN,L 0-34,,,0,0,,0,0.0%,,,,,,,,,,,,,,
17,1997,1997-11-16,11,24.195,CAR,@,SFO,L 19-27,,,0,0,,0,0.0%,,,,,,,,,,,,,,
18,1997,1997-11-23,12,24.202,CAR,@,STL,W 16-10,,5,3,39,13.00,0,60.0%,7.80,0,0,,0,0,0,,0,0,0,0.0,,
19,1997,1997-11-30,13,24.209,CAR,,NOR,L 13-16,,7,3,40,13.33,0,42.9%,5.71,0,0,,0,0,0,,0,0,0,0.0,,
20,1997,1997-12-08,14,24.217,CAR,@,DAL,W 23-13,,9,4,73,18.25,0,44.4%,8.11,0,0,,0,0,0,,0,0,0,0.0,,
21,1997,1997-12-14,15,24.223,CAR,,GNB,L 10-31,,6,1,6,6.00,0,16.7%,1.00,0,0,,0,0,0,,0,0,0,0.0,,
22,1997,1997-12-20,16,24.229,CAR,,STL,L 18-30,,10,4,45,11.25,0,40.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,,
23,1998,1998-09-06,1,25.124,CAR,,ATL,L 14-19,,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0,,0,0,0,0.0,,
24,1998,1998-09-13,2,25.131,CAR,@,NOR,L 14-19,,11,9,192,21.33,1,81.8%,17.45,0,0,,0,0,0,,0,1,6,0.0,,
25,1998,1998-09-27,3,25.145,CAR,,GNB,L 30-37,,8,2,25,12.50,1,25.0%,3.13,0,0,,0,0,0,,0,1,6,0.0,,
26,1998,1998-10-04,4,25.152,CAR,@,ATL,L 23-51,,7,4,104,26.00,1,57.1%,14.86,0,0,,0,0,0,,0,1,6,0.0,,
27,1998,1998-10-11,5,25.159,CAR,@,DAL,L 20-27,,7,5,63,12.60,0,71.4%,9.00,0,0,,0,0,0,,0,0,0,0.0,,
28,1998,1998-10-18,6,25.166,CAR,@,TAM,L 13-16,,8,6,56,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,,
29,1998,1998-10-25,7,25.173,CAR,,BUF,L 14-30,,10,6,66,11.00,0,60.0%,6.60,0,0,,0,0,0,,0,0,0,0.0,,
30,1998,1998-11-01,8,25.180,CAR,,NOR,W 31-17,,5,3,23,7.67,1,60.0%,4.60,0,0,,0,0,0,,0,1,6,0.0,,
31,1998,1998-11-08,9,25.187,CAR,@,SFO,L 23-25,,9,4,74,18.50,0,44.4%,8.22,0,0,,0,0,0,,0,0,0,0.0,,
32,1998,1998-11-15,10,25.194,CAR,,MIA,L 9-13,,6,3,21,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,,
33,1998,1998-11-22,11,25.201,CAR,@,STL,W 24-20,,5,4,36,9.00,0,80.0%,7.20,0,0,,0,0,0,,0,0,0,0.0,,
34,1998,1998-11-29,12,25.208,CAR,@,NYJ,L 21-48,,4,3,44,14.67,0,75.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,,
35,1998,1998-12-06,13,25.215,CAR,,SFO,L 28-31,,11,8,73,9.13,1,72.7%,6.64,0,0,,0,0,0,,0,1,6,0.0,,
36,1998,1998-12-13,14,25.222,CAR,,WAS,L 25-28,,7,7,118,16.86,0,100.0%,16.86,0,0,,0,0,0,,0,0,0,0.0,,
37,1998,1998-12-20,15,25.229,CAR,,STL,W 20-13,,2,2,22,11.00,1,100.0%,11.00,0,0,,0,0,0,,0,1,6,0.0,,
38,1998,1998-12-27,16,25.236,CAR,@,IND,W 27-19,,1,,,,,0.0%,,,,,,,,,,,,,,
39,1999,1999-09-12,1,26.130,CAR,@,NOR,L 10-19,*,9,4,64,16.00,0,44.4%,7.11,0,0,,0,0,0,,0,0,0,0.0,,
40,1999,1999-09-19,2,26.137,CAR,,JAX,L 20-22,*,8,4,103,25.75,1,50.0%,12.88,0,0,,0,0,0,,0,1,6,0.0,,
41,1999,1999-09-26,3,26.144,CAR,,CIN,W 27-3,*,9,8,117,14.63,0,88.9%,13.00,0,0,,0,0,0,,0,0,0,0.0,,
42,1999,1999-10-03,4,26.151,CAR,@,WAS,L 36-38,*,14,8,151,18.88,0,57.1%,10.79,0,0,,0,0,0,,0,0,0,0.0,,
43,1999,1999-10-17,5,26.165,CAR,@,SFO,W 31-29,*,7,6,96,16.00,1,85.7%,13.71,0,0,,0,0,0,,0,1,6,0.0,,
44,1999,1999-10-24,6,26.172,CAR,,DET,L 9-24,*,12,4,62,15.50,0,33.3%,5.17,0,0,,0,0,0,,0,0,0,0.0,,
45,1999,1999-10-31,7,26.179,CAR,@,ATL,L 20-27,*,10,5,62,12.40,0,50.0%,6.20,0,0,,0,0,0,,0,0,0,0.0,,
46,1999,1999-11-07,8,26.186,CAR,,PHI,W 33-7,*,11,8,88,11.00,2,72.7%,8.00,0,0,,0,0,0,,0,2,12,0.0,,
47,1999,1999-11-14,9,26.193,CAR,@,STL,L 10-35,*,12,9,125,13.89,0,75.0%,10.42,0,0,,0,0,0,,0,0,0,0.0,,
48,1999,1999-11-21,10,26.200,CAR,@,CLE,W 31-17,*,10,7,72,10.29,0,70.0%,7.20,0,0,,0,0,0,,0,0,0,0.0,,
49,1999,1999-12-05,12,26.214,CAR,,STL,L 21-34,*,11,4,46,11.50,0,36.4%,4.18,0,0,,0,0,0,,0,0,0,0.0,,
50,1999,1999-12-12,13,26.221,CAR,@,GNB,W 33-31,*,13,8,51,6.38,0,61.5%,3.92,0,0,,0,0,0,,0,0,0,0.0,,
