ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1970,1970-09-27,2,24.028,CLE,@,SFO,L 31-34,,1,3,33.33,23,0,1,22.2,0,0,7.67,-7.33
2,1970,1970-10-03,3,24.034,CLE,,PIT,W 15-7,*,1,16,6.25,44,0,2,0.0,0,0,2.75,-2.88
