ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-04,1,23.112,MIN,@,CLE,W 27-21,,,,,,,,,,
2,1983,1983-09-08,2,23.116,MIN,,SFO,L 17-48,,,,,,,,,,
3,1983,1983-09-18,3,23.126,MIN,@,TAM,W 19-16,,,,,,,,,,
4,1983,1983-09-25,4,23.133,MIN,,DET,W 20-17,0,0,,0,0,0,0.0,1,0,0
5,1983,1983-10-02,5,23.140,MIN,,DAL,L 24-37,,,,,,,,,,
6,1983,1983-10-09,6,23.147,MIN,@,CHI,W 23-14,,,,,,,,,,
7,1983,1983-10-16,7,23.154,MIN,,HOU,W 34-14,,,,,,,,,,
8,1983,1983-10-23,8,23.161,MIN,@,GNB,W 20-17,0,0,,0,0,0,1.0,0,0,0
9,1983,1983-10-30,9,23.168,MIN,@,STL,L 31-41,0,0,,0,0,0,1.0,0,0,0
10,1983,1983-11-06,10,23.175,MIN,,TAM,L 12-17,,,,,,,,,,
11,1983,1983-11-13,11,23.182,MIN,,GNB,L 21-29,0,0,,0,0,0,0.0,1,0,0
12,1983,1983-11-20,12,23.189,MIN,@,PIT,W 17-14,,,,,,,,,,
13,1983,1983-11-27,13,23.196,MIN,@,NOR,L 16-17,,,,,,,,,,
14,1983,1983-12-05,14,23.204,MIN,@,DET,L 2-13,,,,,,,,,,
15,1983,1983-12-11,15,23.210,MIN,,CHI,L 13-19,,,,,,,,,,
16,1983,1983-12-17,16,23.216,MIN,,CIN,W 20-14,,,,,,,,,,
17,1984,1984-09-02,1,24.110,MIN,,SDG,L 13-42,,,,,,,,,,
18,1984,1984-09-09,2,24.117,MIN,@,PHI,L 17-19,,,,,,,,,,
19,1984,1984-09-16,3,24.124,MIN,,ATL,W 27-20,,,,,,,,,,
20,1984,1984-09-23,4,24.131,MIN,@,DET,W 29-28,,,,,,,,,,
21,1984,1984-09-30,5,24.138,MIN,,SEA,L 12-20,,,,,,,,,,
22,1984,1984-10-07,6,24.145,MIN,@,TAM,L 31-35,,,,,,,,,,
23,1984,1984-10-14,7,24.152,MIN,@,RAI,L 20-23,,,,,,,,,,
24,1984,1984-10-21,8,24.159,MIN,,DET,L 14-16,,,,,,,,,,
