ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
23,1989,1989-10-08,5,26.281,CHI,@,TAM,L 35-42,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
24,1989,1989-10-15,6,26.288,CHI,,HOU,L 28-33,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
25,1989,1989-10-23,7,26.296,CHI,@,CLE,L 7-27,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
26,1989,1989-10-29,8,26.302,CHI,,RAM,W 20-10,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
27,1989,1989-11-05,9,26.309,CHI,@,GNB,L 13-14,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
28,1989,1989-11-12,10,26.316,CHI,@,PIT,W 20-0,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
29,1989,1989-11-19,11,26.323,CHI,,TAM,L 31-32,,0,0,,0,,,0,0,,0,0,0,,0,4,-2,-0.50,0,0,0
30,1989,1989-11-26,12,26.330,CHI,@,WAS,L 14-38,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
31,1989,1989-12-03,13,26.337,CHI,@,MIN,L 16-27,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
32,1989,1989-12-10,14,26.344,CHI,,DET,L 17-27,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
33,1989,1989-12-17,15,26.351,CHI,,GNB,L 28-40,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
34,1989,1989-12-24,16,26.358,CHI,@,SFO,L 0-26,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
35,1990,1990-10-07,5,27.280,CHI,,GNB,W 27-13,,2,17,8.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
36,1990,1990-10-14,6,27.287,CHI,,RAM,W 38-9,,1,32,32.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
37,1990,1990-10-28,7,27.301,CHI,@,PHO,W 31-21,,0,0,,0,,,,,,,,,,,,,,,,
38,1990,1990-11-04,8,27.308,CHI,@,TAM,W 26-6,,0,0,,0,,,,,,,,,,,,,,,,
39,1990,1990-11-11,9,27.315,CHI,,ATL,W 30-24,,0,0,,0,,,,,,,,,,,,,,,,
40,1990,1990-11-18,10,27.322,CHI,@,DEN,W 16-13,,0,0,,0,,,,,,,,,,,,,,,,
41,1990,1990-11-25,11,27.329,CHI,@,MIN,L 13-41,,0,0,,0,,,,,,,,,,,,,,,,
42,1990,1990-12-02,12,27.336,CHI,,DET,W 23-17,,0,0,,0,,,,,,,,,,,,,,,,
43,1990,1990-12-09,13,27.343,CHI,@,WAS,L 9-10,,2,12,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
44,1990,1990-12-16,14,27.350,CHI,@,DET,L 21-38,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
45,1990,1990-12-23,15,27.357,CHI,,TAM,W 27-14,,1,14,14.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
46,1990,1990-12-29,16,27.363,CHI,,KAN,L 10-21,,0,0,,0,,,,,,,,,,,,,,,,
47,1991,1991-09-01,1,28.244,CHI,,MIN,W 10-6,,0,0,,0,,,,,,,,,,,,,,,,
48,1991,1991-09-08,2,28.251,CHI,@,TAM,W 21-20,,0,0,,0,,,,,,,,,,,,,,,,
49,1991,1991-09-15,3,28.258,CHI,,NYG,W 20-17,,0,0,,0,,,,,,,,,,,,,,,,
50,1991,1991-09-23,4,28.266,CHI,,NYJ,W 19-13,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
51,1991,1991-09-29,5,28.272,CHI,@,BUF,L 20-35,,0,0,,0,,,,,,,,,,,,,,,,
52,1991,1991-10-06,6,28.279,CHI,,WAS,L 7-20,,0,0,,0,,,,,,,,,,,,,,,,
53,1991,1991-10-17,7,28.290,CHI,@,GNB,W 10-0,,0,0,,0,,,,,,,,,,,,,,,,
54,1991,1991-10-27,8,28.300,CHI,@,NOR,W 20-17,,0,0,,0,,,,,,,,,,,,,,,,
55,1991,1991-11-03,9,28.307,CHI,,DET,W 20-10,,0,0,,0,,,,,,,,,,,,,,,,
56,1991,1991-11-11,10,28.315,CHI,@,MIN,W 34-17,,1,11,11.00,0,,,,,,,,,,,,,,,,
57,1991,1991-11-17,11,28.321,CHI,@,IND,W 31-17,,0,0,,0,,,,,,,,,,,,,,,,
58,1991,1991-11-24,12,28.328,CHI,,MIA,L 13-16,,0,0,,0,,,,,,,,,,,,,,,,
59,1991,1991-12-08,14,28.342,CHI,,GNB,W 27-13,,0,0,,0,,,,,,,,,,,,,,,,
60,1991,1991-12-14,15,28.348,CHI,,TAM,W 27-0,,0,0,,0,,,,,,,,,,,,,,,,
61,1991,1991-12-23,16,28.357,CHI,@,SFO,L 14-52,,0,0,,0,,,,,,,,,,,,,,,,
62,1992,1992-09-06,1,29.250,CHI,,DET,W 27-24,,0,0,,0,0.0%,,,,,,,,,,,,,,,
63,1992,1992-11-29,12,29.334,CHI,@,CLE,L 14-27,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,
64,1992,1992-12-07,13,29.342,CHI,@,HOU,L 7-24,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,0
65,1992,1992-12-13,14,29.348,CHI,,PIT,W 30-6,,0,0,,0,0.0%,,,,,,,,,,,,,,,
