ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-09-20,2,22.284,STL,@,CLE,T 33-33,0,0,,0,0,0,,0,0,0,1,18,0
2,1964,1964-12-06,13,22.361,STL,,CLE,W 28-19,0,0,,0,0,0,,0,0,0,1,13,0
3,1966,1966-10-02,4,24.295,STL,@,PHI,W 41-10,0,0,,0,0,0,,0,0,0,1,0,0
4,1967,1967-09-24,2,25.287,STL,@,PIT,W 28-14,1,22,22.00,0,0,0,,0,0,0,0,0,0
5,1967,1967-10-15,5,25.308,STL,@,CLE,L 16-20,1,17,17.00,0,0,0,,0,0,0,0,0,0
6,1970,1970-09-18,1,28.281,STL,@,RAM,L 13-34,,,,,,,,,,,,,
7,1970,1970-09-27,2,28.290,STL,,WAS,W 27-17,,,,,,,,,,,,,
8,1970,1970-10-04,3,28.297,STL,,DAL,W 20-7,,,,,,,,,,,,,
9,1970,1970-10-11,4,28.304,STL,,NOR,W 24-17,,,,,,,,,,,,,
10,1970,1970-10-18,5,28.311,STL,@,PHI,W 35-20,,,,,,,,,,,,,
11,1970,1970-10-25,6,28.318,STL,@,NYG,L 17-35,,,,,,,,,,,,,
12,1970,1970-11-01,7,28.325,STL,,HOU,W 44-0,,,,,,,,,,,,,
13,1970,1970-11-08,8,28.332,STL,,BOS,W 31-0,,,,,,,,,,,,,
14,1970,1970-11-16,9,28.340,STL,@,DAL,W 38-0,0,0,,0,0,0,,0,0,0,1,9,0
15,1970,1970-11-22,10,28.346,STL,@,KAN,T 6-6,,,,,,,,,,,,,
16,1970,1970-11-29,11,28.353,STL,,PHI,W 23-14,,,,,,,,,,,,,
17,1970,1970-12-06,12,28.360,STL,@,DET,L 3-16,,,,,,,,,,,,,
18,1970,1970-12-13,13,29.002,STL,,NYG,L 17-34,,,,,,,,,,,,,
19,1970,1970-12-20,14,29.009,STL,@,WAS,L 27-28,,,,,,,,,,,,,
20,1971,1971-09-19,1,29.282,STL,,WAS,L 17-24,0,0,,0,1,8,8.00,0,0,0,0,0,0
21,1971,1971-09-27,2,29.290,STL,,NYJ,W 17-10,,,,,,,,,,,,,
22,1971,1971-10-03,3,29.296,STL,,NYG,L 20-21,,,,,,,,,,,,,
23,1971,1971-10-10,4,29.303,STL,@,ATL,W 26-9,,,,,,,,,,,,,
24,1971,1971-10-17,5,29.310,STL,@,WAS,L 0-20,,,,,,,,,,,,,
25,1971,1971-10-24,6,29.317,STL,,SFO,L 14-26,,,,,,,,,,,,,
26,1971,1971-10-31,7,29.324,STL,@,BUF,W 28-23,,,,,,,,,,,,,
27,1971,1971-11-07,8,29.331,STL,,DAL,L 13-16,,,,,,,,,,,,,
28,1971,1971-11-15,9,29.339,STL,@,SDG,L 17-20,,,,,,,,,,,,,
29,1971,1971-11-21,10,29.345,STL,,PHI,L 20-37,,,,,,,,,,,,,
30,1971,1971-11-28,11,29.352,STL,@,NYG,W 24-7,0,0,,0,0,0,,0,1,6,1,26,1
31,1971,1971-12-05,12,29.359,STL,,GNB,T 16-16,,,,,,,,,,,,,
32,1971,1971-12-12,13,30.001,STL,@,PHI,L 7-19,,,,,,,,,,,,,
33,1971,1971-12-18,14,30.007,STL,@,DAL,L 12-31,,,,,,,,,,,,,
34,1972,1972-09-17,1,30.281,STL,@,BAL,W 10-3,,,,,,,,,,,,,
35,1972,1972-09-24,2,30.288,STL,@,WAS,L 10-24,,,,,,,,,,,,,
36,1972,1972-10-01,3,30.295,STL,,PIT,L 19-25,,,,,,,,,,,,,
37,1972,1972-10-08,4,30.302,STL,@,MIN,W 19-17,,,,,,,,,,,,,
38,1972,1972-10-15,5,30.309,STL,,WAS,L 3-33,,,,,,,,,,,,,
39,1972,1972-10-22,6,30.316,STL,@,NYG,L 21-27,,,,,,,,,,,,,
40,1972,1972-10-29,7,30.323,STL,,CHI,L 10-27,,,,,,,,,,,,,
41,1972,1972-11-05,8,30.330,STL,@,PHI,T 6-6,,,,,,,,,,,,,
42,1972,1972-11-12,9,30.337,STL,@,DAL,L 24-33,,,,,,,,,,,,,
43,1972,1972-11-19,10,30.344,STL,,NYG,L 7-13,,,,,,,,,,,,,
44,1972,1972-11-27,11,30.352,STL,@,MIA,L 10-31,,,,,,,,,,,,,
45,1972,1972-12-03,12,30.358,STL,,DAL,L 6-27,,,,,,,,,,,,,
46,1972,1972-12-10,13,30.365,STL,,RAM,W 24-14,,,,,,,,,,,,,
