ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1988,1988-09-11,2,23.045,TAM,@,GNB,W 13-10,0,0,,0,0,0,,0,,,,
2,1988,1988-09-18,3,23.052,TAM,,PHO,L 24-30,0,0,,0,0,0,,0,,,,
3,1988,1988-09-25,4,23.059,TAM,@,NOR,L 9-13,10,44,4.40,0,1,22,22.00,0,0,0,,0
4,1988,1988-10-02,5,23.066,TAM,,GNB,W 27-24,3,7,2.33,0,4,41,10.25,0,0,0,,0
5,1988,1988-10-09,6,23.073,TAM,@,MIN,L 13-14,14,82,5.86,0,0,0,,0,0,0,,0
6,1988,1988-10-16,7,23.080,TAM,@,IND,L 31-35,3,3,1.00,0,1,5,5.00,0,0,0,,0
7,1988,1988-10-23,8,23.087,TAM,,MIN,L 20-49,2,-2,-1.00,0,1,0,0.00,0,0,0,,0
8,1988,1988-10-30,9,23.094,TAM,,MIA,L 14-17,2,4,2.00,0,0,0,,0,0,0,,0
9,1988,1988-11-13,11,23.108,TAM,@,DET,W 23-20,4,39,9.75,0,0,0,,0,0,0,,0
10,1988,1988-11-20,12,23.115,TAM,,CHI,L 15-27,0,0,,0,0,0,,0,,,,
11,1988,1988-11-27,13,23.122,TAM,@,ATL,L 10-17,0,0,,0,0,0,,0,,,,
12,1988,1988-12-04,14,23.129,TAM,,BUF,W 10-5,9,15,1.67,0,0,0,,0,0,0,,0
13,1988,1988-12-11,15,23.136,TAM,@,NWE,L 7-10,12,30,2.50,0,0,0,,0,0,0,,0
14,1988,1988-12-18,16,23.143,TAM,,DET,W 21-10,4,9,2.25,0,0,0,,0,0,0,,0
15,1989,1989-10-29,8,24.093,MIA,@,BUF,L 17-31,0,0,,0,0,0,,0,1,8,8.00,0
