ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2005,2006-01-01,16,22.346,GNB,,SEA,W 23-17,,1,0,0,,0,0.0%,0.00
2,2006,2006-09-24,3,23.247,GNB,@,DET,W 31-24,,,0,0,,0,0.0%,
3,2006,2006-10-02,4,23.255,GNB,@,PHI,L 9-31,,,0,0,,0,0.0%,
4,2006,2006-10-08,5,23.261,GNB,,STL,L 20-23,,0,0,0,,0,0.0%,
5,2006,2006-10-22,6,23.275,GNB,@,MIA,W 34-24,,0,0,0,,0,0.0%,
6,2006,2006-10-29,7,23.282,GNB,,ARI,W 31-14,,0,0,0,,0,0.0%,
7,2006,2006-11-05,8,23.289,GNB,@,BUF,L 10-24,,,0,0,,0,0.0%,
8,2006,2006-11-12,9,23.296,GNB,@,MIN,W 23-17,,,0,0,,0,0.0%,
9,2008,2008-09-08,1,25.232,GNB,,MIN,W 24-19,,1,1,7,7.00,0,100.0%,7.00
10,2008,2008-09-14,2,25.238,GNB,@,DET,W 48-25,,0,0,0,,0,0.0%,
11,2008,2008-09-21,3,25.245,GNB,,DAL,L 16-27,,,,,,,0.0%,
12,2008,2008-09-28,4,25.252,GNB,@,TAM,L 21-30,*,1,,,,,0.0%,
13,2008,2008-10-05,5,25.259,GNB,,ATL,L 24-27,,4,4,67,16.75,0,100.0%,16.75
14,2008,2008-10-12,6,25.266,GNB,@,SEA,W 27-17,,,,,,,0.0%,
15,2008,2008-10-19,7,25.273,GNB,,IND,W 34-14,,1,,,,,0.0%,
16,2008,2008-11-02,8,25.287,GNB,@,TEN,L 16-19,*,1,,,,,0.0%,
17,2008,2008-11-09,9,25.294,GNB,@,MIN,L 27-28,*,2,1,13,13.00,0,50.0%,6.50
18,2008,2008-11-16,10,25.301,GNB,,CHI,W 37-3,*,3,2,10,5.00,0,66.7%,3.33
19,2008,2008-11-24,11,25.309,GNB,@,NOR,L 29-51,*,1,1,29,29.00,0,100.0%,29.00
20,2008,2008-11-30,12,25.315,GNB,,CAR,L 31-35,,,,,,,0.0%,
21,2008,2008-12-07,13,25.322,GNB,,HOU,L 21-24,,1,1,22,22.00,0,100.0%,22.00
22,2008,2008-12-14,14,25.329,GNB,@,JAX,L 16-20,,,,,,,0.0%,
23,2008,2008-12-22,15,25.337,GNB,@,CHI,L 17-20,*,2,1,14,14.00,0,50.0%,7.00
24,2008,2008-12-28,16,25.343,GNB,,DET,W 31-21,*,,,,,,0.0%,
25,2009,2010-01-03,16,26.348,NOR,@,CAR,L 10-23,,1,1,7,7.00,0,100.0%,7.00
26,2010,2010-09-09,1,27.232,NOR,,MIN,W 14-9,,,,,,,0.0%,
27,2010,2010-11-21,10,27.305,NOR,,SEA,W 34-19,,1,1,12,12.00,0,100.0%,12.00
28,2010,2010-11-25,11,27.309,NOR,@,DAL,W 30-27,*,,,,,,0.0%,
29,2010,2010-12-19,14,27.333,NOR,@,BAL,L 24-30,,,,,,,0.0%,
30,2010,2010-12-27,15,27.341,NOR,@,ATL,W 17-14,*,,,,,,0.0%,
31,2010,2011-01-02,16,27.347,NOR,,TAM,L 13-23,,1,,,,,0.0%,
