ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1951,1951-09-30,1,21.271,CHI,@,GNB,W 31-20,,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,0,0,,0
2,1951,1951-10-07,2,21.278,CHI,@,CRD,L 14-28,,2,3,66.67,14,0,1,37.5,0,0,4.67,-10.33,1,0,0.00,0
3,1951,1951-10-14,3,21.285,CHI,,NYY,W 24-21,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
4,1951,1951-10-21,4,21.292,CHI,,SFO,W 13-7,,0,4,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
5,1951,1951-11-04,6,21.306,CHI,@,WAS,W 27-0,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,2,1.00,0
6,1951,1951-11-11,7,21.313,CHI,,DET,L 28-41,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
7,1951,1951-11-25,9,21.327,CHI,@,CLE,L 21-42,,3,6,50.00,34,1,0,106.9,0,0,5.67,9.00,1,-4,-4.00,0
8,1951,1951-12-02,10,21.334,CHI,,RAM,L 17-42,,3,5,60.00,28,0,0,75.4,0,0,5.60,5.60,0,0,,0
9,1951,1951-12-09,11,21.341,CHI,@,NYY,W 45-21,,2,3,66.67,23,0,1,50.0,0,0,7.67,-7.33,0,0,,0
10,1951,1951-12-16,12,21.348,CHI,,CRD,L 14-24,,3,7,42.86,33,0,0,57.4,0,0,4.71,4.71,0,0,,0
11,1952,1952-09-28,1,22.270,CHI,@,GNB,W 24-14,*,12,22,54.55,145,2,0,105.3,0,0,6.59,8.41,2,-6,-3.00,0
12,1952,1952-10-05,2,22.277,CHI,@,CRD,L 10-21,*,1,3,33.33,6,0,0,42.4,0,0,2.00,2.00,0,0,,0
13,1952,1952-10-12,3,22.284,CHI,,DTX,W 38-20,*,13,15,86.67,163,3,0,151.5,0,0,10.87,14.87,0,0,,0
14,1952,1952-10-19,4,22.291,CHI,,SFO,L 16-40,*,3,12,25.00,73,0,1,17.7,0,0,6.08,2.33,1,8,8.00,0
15,1952,1952-10-26,5,22.298,CHI,@,RAM,L 7-31,*,2,2,100.00,11,0,0,89.6,0,0,5.50,5.50,1,12,12.00,0
16,1952,1952-11-02,6,22.305,CHI,@,SFO,W 20-17,*,5,15,33.33,85,1,0,75.7,0,0,5.67,7.00,2,-2,-1.00,0
17,1952,1952-11-27,10,22.330,CHI,@,DTX,L 23-27,*,6,11,54.55,61,0,3,31.1,0,0,5.55,-6.73,0,0,,0
18,1952,1952-12-07,11,22.340,CHI,@,DET,L 21-45,,3,7,42.86,35,0,1,19.0,0,0,5.00,-1.43,0,0,,0
19,1955,1955-10-02,2,25.273,CHI,@,GNB,L 3-24,,0,0,,0,0,,,,,,,2,-3,-1.50,0
20,1955,1955-10-16,4,25.287,CHI,,BAL,W 38-10,,1,6,16.67,37,1,1,52.8,0,0,6.17,2.00,3,37,12.33,0
21,1955,1955-10-23,5,25.294,CHI,@,SFO,W 34-23,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,9,4.50,0
22,1955,1955-11-06,7,25.308,CHI,,GNB,W 52-31,,2,4,50.00,40,1,2,85.4,0,0,10.00,-7.50,1,5,5.00,0
23,1955,1955-11-20,9,25.322,CHI,@,DET,W 24-14,,0,0,,0,0,0,,0,0,,,0,0,,0
24,1955,1955-11-27,10,25.329,CHI,@,CRD,L 14-53,,9,20,45.00,133,1,2,44.4,0,0,6.65,3.15,1,3,3.00,0
25,1955,1955-12-11,12,25.343,CHI,,PHI,W 17-10,,3,9,33.33,46,0,0,51.2,0,0,5.11,5.11,4,28,7.00,0
