ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-09-20,2,22.263,MIN,,CHI,L 28-34,0,0,,0,0,0,1,0,0
2,1964,1964-09-27,3,22.270,MIN,@,RAM,L 13-22,0,0,,0,0,0,1,7,0
3,1964,1964-10-25,7,22.298,MIN,@,SFO,W 27-22,0,0,,0,0,0,1,0,0
4,1964,1964-11-08,9,22.312,MIN,,SFO,W 24-7,0,0,,0,0,0,1,9,0
5,1964,1964-11-22,11,22.326,MIN,@,DET,T 23-23,2,51,25.50,0,0,0,1,0,0
6,1964,1964-11-29,12,22.333,MIN,,RAM,W 34-13,2,44,22.00,0,1,6,1,32,1
7,1964,1964-12-06,13,22.340,MIN,@,NYG,W 30-21,3,73,24.33,0,0,0,0,0,0
8,1964,1964-12-13,14,22.347,MIN,@,CHI,W 41-14,1,12,12.00,0,0,0,0,0,0
9,1965,1965-12-12,13,23.345,MIN,@,DET,W 29-7,0,0,,0,0,0,1,6,0
10,1966,1966-09-11,1,24.253,MIN,@,SFO,T 20-20,1,20,20.00,0,0,0,0,0,0
11,1966,1966-12-11,13,24.344,MIN,@,DET,W 28-16,0,0,,0,0,0,1,17,0
12,1967,1967-10-15,5,25.287,NOR,@,DAL,L 10-14,1,21,21.00,0,0,0,0,0,0
13,1967,1967-11-12,9,25.315,NOR,,DAL,L 10-27,0,0,,0,0,0,1,15,0
