ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2003,2003-09-07,1,23.341,CLE,,IND,L 6-9,,,,
2,2003,2003-09-14,2,23.348,CLE,@,BAL,L 13-33,,,,
3,2003,2003-09-21,3,23.355,CLE,@,SFO,W 13-12,,,,
4,2003,2003-09-28,4,23.362,CLE,,CIN,L 14-21,,,,
5,2003,2003-10-05,5,24.004,CLE,@,PIT,W 33-13,,,,
6,2003,2003-10-12,6,24.011,CLE,,OAK,W 13-7,,,,
7,2003,2003-10-19,7,24.018,CLE,,SDG,L 20-26,,,,
8,2003,2003-10-26,8,24.025,CLE,@,NWE,L 3-9,,,,
9,2003,2003-11-09,9,24.039,CLE,@,KAN,L 20-41,,,,
10,2003,2003-11-16,10,24.046,CLE,,ARI,W 44-6,,,,
11,2003,2003-11-23,11,24.053,CLE,,PIT,L 6-13,,,,
12,2003,2003-11-30,12,24.060,CLE,@,SEA,L 7-34,,,,
13,2003,2003-12-08,13,24.068,CLE,,STL,L 20-26,,,,
14,2003,2003-12-14,14,24.074,CLE,@,DEN,L 20-23,,,,
15,2003,2003-12-21,15,24.081,CLE,,BAL,L 0-35,,,,
16,2003,2003-12-28,16,24.088,CLE,@,CIN,W 22-14,,,,
17,2004,2004-09-12,1,24.347,CLE,,BAL,W 20-3,,,,
18,2004,2004-09-19,2,24.354,CLE,@,DAL,L 12-19,,,,
19,2004,2004-09-26,3,24.361,CLE,@,NYG,L 10-27,,,,
20,2004,2004-10-03,4,25.002,CLE,,WAS,W 17-13,,,,
21,2004,2004-10-10,5,25.009,CLE,@,PIT,L 23-34,,,,
22,2004,2004-10-17,6,25.016,CLE,,CIN,W 34-17,,,,
23,2004,2004-10-24,7,25.023,CLE,,PHI,L 31-34,,,,
24,2004,2004-11-07,8,25.037,CLE,@,BAL,L 13-27,,,,
25,2004,2004-11-14,9,25.044,CLE,,PIT,L 10-24,,,,
26,2004,2004-11-21,10,25.051,CLE,,NYJ,L 7-10,,,,
27,2004,2004-11-28,11,25.058,CLE,@,CIN,L 48-58,,,,
