ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-09-12,1,25.044,MIA,,NWE,L 24-38,,0.0,1,0,0,0,0
2,2011,2011-09-18,2,25.050,MIA,,HOU,L 13-23,,,,,,,
3,2011,2011-09-25,3,25.057,MIA,@,CLE,L 16-17,,0.0,1,0,1,5,0
4,2011,2011-10-02,4,25.064,MIA,@,SDG,L 16-26,,0.0,1,1,0,0,0
5,2011,2011-10-17,5,25.079,MIA,@,NYJ,L 6-24,,0.0,0,0,0,0,0
6,2011,2011-10-23,6,25.085,MIA,,DEN,L 15-18,,0.0,1,0,0,0,0
7,2011,2011-10-30,7,25.092,MIA,@,NYG,L 17-20,*,0.0,2,1,0,0,0
8,2011,2011-11-06,8,25.099,MIA,@,KAN,W 31-3,,0.0,1,0,0,0,0
9,2011,2011-11-13,9,25.106,MIA,,WAS,W 20-9,,,,,,,
10,2011,2011-11-20,10,25.113,MIA,,BUF,W 35-8,,,,,,,
11,2011,2011-11-24,11,25.117,MIA,@,DAL,L 19-20,,0.0,0,0,0,0,0
12,2011,2011-12-04,12,25.127,MIA,,OAK,W 34-14,,,,,,,
13,2011,2011-12-11,13,25.134,MIA,,PHI,L 10-26,,0.0,0,0,0,0,0
14,2011,2011-12-18,14,25.141,MIA,@,BUF,W 30-23,,0.0,0,0,0,0,0
15,2011,2011-12-24,15,25.147,MIA,@,NWE,L 24-27,,0.0,0,1,0,0,0
16,2012,2012-09-09,1,26.041,MIA,@,HOU,L 10-30,,0.0,1,0,0,0,0
17,2012,2012-09-16,2,26.048,MIA,,OAK,W 35-13,,0.0,0,0,0,0,0
18,2012,2012-09-23,3,26.055,MIA,,NYJ,L 20-23,,,,,,,
19,2012,2012-09-30,4,26.062,MIA,@,ARI,L 21-24,,0.0,2,0,0,0,0
20,2012,2012-10-07,5,26.069,MIA,@,CIN,W 17-13,,0.0,1,2,0,0,0
21,2012,2012-10-14,6,26.076,MIA,,STL,W 17-14,,0.0,2,0,0,0,0
22,2012,2012-10-28,7,26.090,MIA,@,NYJ,W 30-9,,1.0,1,1,0,0,0
23,2012,2012-11-04,8,26.097,MIA,@,IND,L 20-23,,0.0,2,1,0,0,0
24,2012,2012-11-11,9,26.104,MIA,,TEN,L 3-37,,1.0,4,0,0,0,0
25,2012,2012-11-15,10,26.108,MIA,@,BUF,L 14-19,*,0.0,4,0,0,0,0
26,2012,2012-11-25,11,26.118,MIA,,SEA,W 24-21,*,0.0,2,0,0,0,0
27,2012,2012-12-02,12,26.125,MIA,,NWE,L 16-23,*,0.0,4,1,0,0,0
28,2012,2012-12-16,14,26.139,MIA,,JAX,W 24-3,,0.0,1,1,0,0,0
29,2012,2012-12-23,15,26.146,MIA,,BUF,W 24-10,,,,,,,
30,2012,2012-12-30,16,26.153,MIA,@,NWE,L 0-28,*,0.0,4,1,0,0,0
31,2013,2013-09-08,1,27.040,MIA,@,CLE,W 23-10,,0.0,1,0,0,0,0
32,2013,2013-09-15,2,27.047,MIA,@,IND,W 24-20,,0.0,5,0,0,0,0
33,2013,2013-09-22,3,27.054,MIA,,ATL,W 27-23,,0.0,0,0,1,-2,0
34,2013,2013-09-30,4,27.062,MIA,@,NOR,L 17-38,,0.0,5,0,0,0,0
35,2013,2013-10-06,5,27.068,MIA,,BAL,L 23-26,,0.0,1,0,0,0,0
36,2013,2013-10-20,6,27.082,MIA,,BUF,L 21-23,,0.0,1,0,0,0,0
37,2013,2013-10-27,7,27.089,MIA,@,NWE,L 17-27,*,0.0,3,0,0,0,0
38,2013,2013-10-31,8,27.093,MIA,,CIN,W 22-20,,0.0,2,0,0,0,0
39,2013,2013-11-11,9,27.104,MIA,@,TAM,L 19-22,,0.0,2,0,1,23,0
40,2013,2013-11-17,10,27.110,MIA,,SDG,W 20-16,,0.0,3,0,0,0,0
41,2013,2013-11-24,11,27.117,MIA,,CAR,L 16-20,,0.0,1,0,0,0,0
42,2013,2013-12-01,12,27.124,MIA,@,NYJ,W 23-3,,0.0,0,0,0,0,0
