ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1976,1976-09-12,1,22.204,GNB,,SFO,L 14-26,,,,,,,,
2,1979,1979-09-30,5,25.221,SEA,,KAN,L 6-24,,,,,,,,
3,1979,1979-10-07,6,25.228,SEA,@,SFO,W 35-24,,,,,,,,
4,1979,1979-10-14,7,25.235,SEA,@,SDG,L 10-20,,,,,,,,
5,1979,1979-10-21,8,25.242,SEA,,HOU,W 34-14,,,,,,,,
6,1979,1979-10-29,9,25.250,SEA,@,ATL,W 31-28,1,9,9.00,0,0,0,,0
7,1979,1979-11-04,10,25.256,SEA,,RAM,L 0-24,,,,,,,,
8,1979,1979-11-11,11,25.263,SEA,@,CLE,W 29-24,,,,,,,,
9,1979,1979-11-18,12,25.270,SEA,,NOR,W 38-24,,,,,,,,
10,1979,1979-11-26,13,25.278,SEA,,NYJ,W 30-7,,,,,,,,
11,1979,1979-12-02,14,25.284,SEA,@,KAN,L 21-37,,,,,,,,
12,1979,1979-12-08,15,25.290,SEA,,DEN,W 28-23,,,,,,,,
13,1979,1979-12-16,16,25.298,SEA,@,OAK,W 29-24,,,,,,,,
14,1980,1980-09-07,1,26.199,SEA,,SDG,L 13-34,,,,,,,,
15,1980,1980-09-14,2,26.206,SEA,@,KAN,W 17-16,,,,,,,,
16,1980,1980-09-21,3,26.213,SEA,,NWE,L 31-37,1,8,8.00,0,0,0,,0
17,1980,1980-09-28,4,26.220,SEA,@,WAS,W 14-0,,,,,,,,
18,1980,1980-10-05,5,26.227,SEA,@,HOU,W 26-7,,,,,,,,
19,1980,1980-10-12,6,26.234,SEA,,CLE,L 3-27,1,19,19.00,0,1,16,16.00,0
20,1980,1980-10-19,7,26.241,SEA,@,NYJ,W 27-17,0,0,,0,3,70,23.33,0
21,1980,1980-10-26,8,26.248,SEA,@,OAK,L 14-33,0,0,,0,3,58,19.33,0
22,1980,1980-11-02,9,26.255,SEA,,PHI,L 20-27,1,13,13.00,0,3,33,11.00,0
23,1980,1980-11-09,10,26.262,SEA,,KAN,L 30-31,1,7,7.00,0,1,23,23.00,0
24,1980,1980-11-17,11,26.270,SEA,,OAK,L 17-19,0,0,,0,4,74,18.50,0
