ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1986,1986-11-23,12,24.266,RAM,,NOR,W 26-13,,,,,,,,,
2,1986,1986-11-30,13,24.273,RAM,@,NYJ,W 17-3,,,,,,,,,
3,1986,1986-12-07,14,24.280,RAM,,DAL,W 29-10,,,,,,,,,
4,1986,1986-12-14,15,24.287,RAM,,MIA,L 31-37,,,,,,,,,
5,1986,1986-12-19,16,24.292,RAM,@,SFO,L 14-24,,,,,,,,,
6,1987,1987-09-13,1,25.195,RAM,@,HOU,L 16-20,,0,0,,0,,,,
7,1987,1987-09-20,2,25.202,RAM,,MIN,L 16-21,,0,0,,0,,,,
8,1987,1987-10-26,6,25.238,RAM,@,CLE,L 17-30,,6,69,11.50,0,,,0,0
9,1987,1987-11-01,7,25.244,RAM,,SFO,L 10-31,,5,33,6.60,0,,,0,0
10,1987,1987-11-08,8,25.251,RAM,,NOR,L 14-31,,3,15,5.00,1,,,1,6
11,1987,1987-11-15,9,25.258,RAM,@,STL,W 27-24,,2,23,11.50,1,,,1,6
12,1987,1987-11-23,10,25.266,RAM,@,WAS,W 30-26,,1,6,6.00,0,,,0,0
13,1987,1987-11-29,11,25.272,RAM,,TAM,W 35-3,,0,0,,0,,,,
14,1987,1987-12-06,12,25.279,RAM,@,DET,W 37-16,,2,17,8.50,0,,,0,0
15,1987,1987-12-13,13,25.286,RAM,,ATL,W 33-0,,0,0,,0,,,,
16,1987,1987-12-21,14,25.294,RAM,,DAL,L 21-29,,2,35,17.50,0,,,0,0
17,1987,1987-12-27,15,25.300,RAM,@,SFO,L 0-48,,0,0,,0,,,,
18,1988,1988-09-04,1,26.186,RAM,@,GNB,W 34-7,,5,31,6.20,0,,,0,0
19,1988,1988-09-11,2,26.193,RAM,,DET,W 17-10,,4,27,6.75,1,,,1,6
20,1988,1988-09-18,3,26.200,RAM,@,RAI,W 22-17,,3,32,10.67,0,,,0,0
21,1988,1988-09-25,4,26.207,RAM,@,NYG,W 45-31,,2,16,8.00,0,,,0,0
22,1988,1988-10-02,5,26.214,RAM,,PHO,L 27-41,,2,15,7.50,1,,,1,6
23,1988,1988-10-09,6,26.221,RAM,@,ATL,W 33-0,,2,18,9.00,0,,,0,0
24,1988,1988-10-16,7,26.228,RAM,,SFO,L 21-24,,3,24,8.00,0,,,0,0
25,1988,1988-10-23,8,26.235,RAM,,SEA,W 31-10,,2,6,3.00,1,,,1,6
26,1988,1988-10-30,9,26.242,RAM,@,NOR,W 12-10,,5,26,5.20,0,,,0,0
27,1988,1988-11-06,10,26.249,RAM,@,PHI,L 24-30,,4,60,15.00,0,,,0,0
28,1988,1988-11-13,11,26.256,RAM,,NOR,L 10-14,,1,7,7.00,0,,,0,0
