ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
29,1988,1988-11-20,12,26.263,RAM,,SDG,L 24-38,,0,0,,0,,,,
30,1988,1988-11-27,13,26.270,RAM,@,DEN,L 24-35,,2,28,14.00,0,,,0,0
31,1988,1988-12-05,14,26.278,RAM,,CHI,W 23-3,,1,6,6.00,0,,,0,0
32,1988,1988-12-11,15,26.284,RAM,,ATL,W 22-7,,2,12,6.00,0,,,0,0
33,1988,1988-12-18,16,26.291,RAM,@,SFO,W 38-16,,4,42,10.50,3,,,3,18
34,1989,1989-09-10,1,27.192,RAM,@,ATL,W 31-21,,1,22,22.00,0,,,0,0
35,1989,1989-09-17,2,27.199,RAM,,IND,W 31-17,,0,0,,0,,,,
36,1989,1989-09-24,3,27.206,RAM,,GNB,W 41-38,,2,9,4.50,1,,,1,6
37,1989,1989-10-01,4,27.213,RAM,@,SFO,W 13-12,,1,6,6.00,0,,,0,0
38,1989,1989-10-08,5,27.220,RAM,,ATL,W 26-14,,1,10,10.00,0,,,0,0
39,1989,1989-10-16,6,27.228,RAM,@,BUF,L 20-23,,1,6,6.00,0,,,0,0
40,1989,1989-10-22,7,27.234,RAM,,NOR,L 21-40,,4,28,7.00,2,,,2,12
41,1989,1989-10-29,8,27.241,RAM,@,CHI,L 10-20,,1,9,9.00,0,,,0,0
42,1989,1989-11-05,9,27.248,RAM,@,MIN,L 21-23,,5,23,4.60,0,,,0,0
43,1989,1989-11-12,10,27.255,RAM,,NYG,W 31-10,,1,6,6.00,0,,,0,0
44,1989,1989-11-19,11,27.262,RAM,,PHO,W 37-14,,0,0,,0,,,,
45,1989,1989-11-26,12,27.269,RAM,@,NOR,W 20-17,,2,4,2.00,0,,,0,0
46,1989,1989-12-03,13,27.276,RAM,@,DAL,W 35-31,,2,5,2.50,1,,,1,6
47,1989,1989-12-11,14,27.284,RAM,,SFO,L 27-30,,1,4,4.00,1,,,1,6
48,1989,1989-12-17,15,27.290,RAM,,NYJ,W 38-14,,2,15,7.50,0,,,0,0
49,1989,1989-12-24,16,27.297,RAM,@,NWE,W 24-20,,1,1,1.00,0,,,0,0
50,1990,1990-09-16,2,28.198,RAM,@,TAM,W 35-14,,1,5,5.00,0,,,0,0
51,1990,1990-09-23,3,28.205,RAM,,PHI,L 21-27,,2,6,3.00,0,,,0,0
52,1990,1990-10-07,4,28.219,RAM,,CIN,L 31-34,,1,9,9.00,1,,,1,6
53,1990,1990-10-14,5,28.226,RAM,@,CHI,L 9-38,,2,15,7.50,0,,,0,0
54,1990,1990-10-21,6,28.233,RAM,,ATL,W 44-24,,3,17,5.67,1,,,1,6
55,1990,1990-10-29,7,28.241,RAM,@,PIT,L 10-41,,0,0,,0,,,,
56,1990,1990-11-04,8,28.247,RAM,,HOU,W 17-13,,2,9,4.50,1,,,1,6
57,1990,1990-11-11,9,28.254,RAM,,NYG,L 7-31,,0,0,,0,,,,
58,1990,1990-11-18,10,28.261,RAM,,DAL,L 21-24,,1,5,5.00,0,,,0,0
59,1990,1990-11-25,11,28.268,RAM,@,SFO,W 28-17,,0,0,,0,,,,
60,1990,1990-12-09,13,28.282,RAM,,NOR,L 20-24,,0,0,,0,,,,
61,1990,1990-12-17,14,28.290,RAM,,SFO,L 10-26,,0,0,,0,,,,
62,1990,1990-12-31,16,28.304,RAM,@,NOR,L 17-20,,0,0,,0,,,,
63,1991,1991-09-01,1,29.183,RAM,,PHO,L 14-24,,2,17,8.50,0,,,0,0
64,1991,1991-09-08,2,29.190,RAM,@,NYG,W 19-13,,1,18,18.00,0,,,0,0
65,1991,1991-09-15,3,29.197,RAM,@,NOR,L 7-24,,4,20,5.00,0,,,0,0
66,1991,1991-09-22,4,29.204,RAM,@,SFO,L 10-27,,3,22,7.33,0,,,0,0
67,1991,1991-09-29,5,29.211,RAM,,GNB,W 23-21,,2,22,11.00,0,,,0,0
68,1991,1991-10-13,6,29.225,RAM,,SDG,W 30-24,,3,17,5.67,0,,,0,0
69,1991,1991-10-20,7,29.232,RAM,@,RAI,L 17-20,,3,18,6.00,0,,,0,0
70,1991,1991-10-27,8,29.239,RAM,@,ATL,L 14-31,,0,0,,0,,,,
71,1991,1991-11-03,9,29.246,RAM,,NOR,L 17-24,,1,6,6.00,0,,,0,0
72,1991,1991-11-10,10,29.253,RAM,,KAN,L 20-27,,5,37,7.40,2,,,2,12
73,1991,1991-11-17,11,29.260,RAM,@,DET,L 10-21,,3,16,5.33,0,,,0,0
74,1991,1991-11-25,12,29.268,RAM,,SFO,L 10-33,,2,31,15.50,0,,,0,0
75,1991,1991-12-01,13,29.274,RAM,,WAS,L 6-27,,2,24,12.00,0,,,0,0
76,1991,1991-12-08,14,29.281,RAM,,ATL,L 14-31,,0,0,,0,,,,
77,1991,1991-12-15,15,29.288,RAM,@,MIN,L 14-20,,1,5,5.00,0,,,0,0
78,1991,1991-12-22,16,29.295,RAM,@,SEA,L 9-23,,0,0,,0,,,,
79,1992,1992-09-06,1,30.188,RAM,@,BUF,L 7-40,,,,,,0.0%,,,
80,1992,1992-09-13,2,30.195,RAM,,NWE,W 14-0,,,,,,0.0%,,,
81,1992,1992-09-20,3,30.202,RAM,@,MIA,L 10-26,,,,,,0.0%,,,
82,1992,1992-09-27,4,30.209,RAM,,NYJ,W 18-10,,,,,,0.0%,,,
