ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1994,1994-09-05,1,23.115,RAI,@,SFO,L 14-44,,,,,,,
2,1994,1994-09-11,2,23.121,RAI,,SEA,L 9-38,,,,,,,
3,1994,1994-09-18,3,23.128,RAI,@,DEN,W 48-16,,,,,,,
4,1994,1994-09-25,4,23.135,RAI,,SDG,L 24-26,,,,,,,
5,1994,1994-10-09,5,23.149,RAI,@,NWE,W 21-17,,0,0,1.0,0,0,0
6,1994,1994-10-16,6,23.156,RAI,@,MIA,L 17-20,,,,,,,
7,1994,1994-10-23,7,23.163,RAI,,ATL,W 30-17,,,,,,,
8,1994,1994-10-30,8,23.170,RAI,,HOU,W 17-14,,0,0,1.0,0,0,0
9,1994,1994-11-06,9,23.177,RAI,@,KAN,L 3-13,,,,,,,
10,1994,1994-11-13,10,23.184,RAI,@,RAM,W 20-17,,,,,,,
11,1994,1994-11-20,11,23.191,RAI,,NOR,W 24-19,,0,0,1.0,0,0,0
12,1994,1994-11-27,12,23.198,RAI,,PIT,L 3-21,,,,,,,
13,1994,1994-12-05,13,23.206,RAI,@,SDG,W 24-17,,,,,,,
14,1994,1994-12-11,14,23.212,RAI,,DEN,W 23-13,,,,,,,
15,1994,1994-12-18,15,23.219,RAI,@,SEA,W 17-16,,,,,,,
16,1994,1994-12-24,16,23.225,RAI,,KAN,L 9-19,,,,,,,
17,1995,1995-09-03,1,24.113,OAK,,SDG,W 17-7,,,,,,,
18,1995,1995-09-10,2,24.120,OAK,@,WAS,W 20-8,,,,,,,
19,1995,1995-09-17,3,24.127,OAK,@,KAN,L 17-23,,,,,,,
20,1995,1995-09-24,4,24.134,OAK,,PHI,W 48-17,,0,0,0.0,1,14,0
21,1995,1995-10-01,5,24.141,OAK,@,NYJ,W 47-10,,,,,,,
22,1995,1995-10-08,6,24.148,OAK,,SEA,W 34-14,,,,,,,
23,1995,1995-10-16,7,24.156,OAK,@,DEN,L 0-27,,,,,,,
24,1995,1995-10-22,8,24.162,OAK,,IND,W 30-17,,,,,,,
25,1995,1995-11-05,9,24.176,OAK,@,CIN,W 20-17,,,,,,,
26,1995,1995-11-12,10,24.183,OAK,@,NYG,W 17-13,,,,,,,
27,1995,1995-11-19,11,24.190,OAK,,DAL,L 21-34,,,,,,,
28,1995,1995-11-27,12,24.198,OAK,@,SDG,L 6-12,,,,,,,
29,1995,1995-12-03,13,24.204,OAK,,KAN,L 23-29,,,,,,,
30,1995,1995-12-10,14,24.211,OAK,,PIT,L 10-29,,,,,,,
31,1995,1995-12-17,15,24.218,OAK,@,SEA,L 10-44,,,,,,,
32,1995,1995-12-24,16,24.225,OAK,,DEN,L 28-31,,,,,,,
33,1996,1996-09-01,1,25.111,ARI,@,IND,L 13-20,,,,,,,
34,1996,1996-09-08,2,25.118,OAK,@,KAN,L 3-19,,,,,,,
35,1996,1996-09-15,3,25.125,OAK,,JAX,W 17-3,,,,,,,
36,1996,1996-09-22,4,25.132,OAK,,SDG,L 34-40,,,,,,,
37,1996,1996-09-29,5,25.139,OAK,@,CHI,L 17-19,,,,,,,
38,1996,1996-10-06,6,25.146,OAK,@,NYJ,W 34-13,,,,,,,
39,1996,1996-10-13,7,25.153,OAK,,DET,W 37-21,,,,,,,
40,1996,1996-10-21,8,25.161,OAK,@,SDG,W 23-14,,,,,,,
41,1996,1996-11-04,9,25.175,OAK,,DEN,L 21-22,,,,,,,
42,1996,1996-11-10,10,25.181,OAK,@,TAM,L 17-20,,,,,,,
43,1997,1997-08-31,1,26.110,OAK,@,TEN,L 21-24,,,,,,,
44,1997,1997-09-08,2,26.118,OAK,,KAN,L 27-28,,,,,,,
45,1997,1997-09-14,3,26.124,OAK,@,ATL,W 36-31,,0,0,1.0,0,0,0
46,1997,1997-09-21,4,26.131,OAK,@,NYJ,L 22-23,,,,,,,
47,1997,1997-09-28,5,26.138,OAK,,STL,W 35-17,,,,,,,
48,1997,1997-10-05,6,26.145,OAK,,SDG,L 10-25,,,,,,,
49,1997,1997-10-19,7,26.159,OAK,,DEN,W 28-25,,,,,,,
50,1997,1997-10-26,8,26.166,OAK,@,SEA,L 34-45,,,,,,,
51,1997,1997-11-02,9,26.173,OAK,@,CAR,L 14-38,,,,,,,
52,1997,1997-11-09,10,26.180,OAK,,NOR,L 10-13,,,,,,,
53,1997,1997-11-16,11,26.187,OAK,@,SDG,W 38-13,,,,,,,
54,1997,1997-11-24,12,26.195,OAK,@,DEN,L 3-31,,,,,,,
55,1997,1997-11-30,13,26.201,OAK,,MIA,L 16-34,,,,,,,
56,1997,1997-12-07,14,26.208,OAK,@,KAN,L 0-30,,0,0,1.0,0,0,0
57,1997,1997-12-14,15,26.215,OAK,,SEA,L 21-22,,,,,,,
58,1997,1997-12-21,16,26.222,OAK,,JAX,L 9-20,,,,,,,
59,1998,1998-09-06,1,27.116,DET,@,GNB,L 19-38,,,,,,,
60,1998,1998-09-13,2,27.123,DET,,CIN,L 28-34,,,,,,,
61,1998,1998-09-20,3,27.130,DET,@,MIN,L 6-29,,,,,,,
