ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1974,1974-09-15,1,22.208,CLE,@,CIN,L 7-33,1,16,16.00,0,1,0,0.00,0,0,0,0,0,0
2,1974,1974-09-22,2,22.215,CLE,,HOU,W 20-7,,,,,,,,,,,,,
3,1974,1974-09-29,3,22.222,CLE,@,STL,L 7-29,0,0,,0,1,0,0.00,0,0,0,0,0,0
4,1974,1974-10-06,4,22.229,CLE,,OAK,L 24-40,,,,,,,,,,,,,
5,1974,1974-10-13,5,22.236,CLE,,CIN,L 24-34,1,27,27.00,0,0,0,,0,0,0,0,0,0
6,1974,1974-10-27,7,22.250,CLE,,DEN,W 23-21,,,,,,,,,,,,,
7,1974,1974-11-03,8,22.257,CLE,@,SDG,L 35-36,1,26,26.00,0,0,0,,0,0,0,0,0,0
8,1974,1974-11-10,9,22.264,CLE,@,NWE,W 21-14,,,,,,,,,,,,,
9,1974,1974-11-17,10,22.271,CLE,,PIT,L 16-26,1,17,17.00,0,0,0,,0,0,0,0,0,0
10,1974,1974-11-24,11,22.278,CLE,,BUF,L 10-15,,,,,,,,,,,,,
11,1974,1974-12-01,12,22.285,CLE,,SFO,W 7-0,0,0,,0,0,0,,0,0,0,2,24,0
12,1974,1974-12-07,13,22.291,CLE,@,DAL,L 17-41,,,,,,,,,,,,,
13,1974,1974-12-15,14,22.299,CLE,@,HOU,L 24-28,2,52,26.00,0,0,0,,0,0,0,0,0,0
14,1975,1975-09-21,1,23.214,CLE,@,CIN,L 17-24,,,,,,,,,,,,,
15,1975,1975-09-28,2,23.221,CLE,,MIN,L 10-42,5,99,19.80,0,0,0,,0,0,0,0,0,0
16,1975,1975-10-05,3,23.228,CLE,,PIT,L 6-42,1,27,27.00,0,2,16,8.00,0,0,0,0,0,0
17,1975,1975-10-13,4,23.236,WAS,,STL,W 27-17,0,0,,0,1,14,14.00,0,0,0,0,0,0
18,1975,1975-10-19,5,23.242,WAS,@,HOU,L 10-13,0,0,,0,1,13,13.00,0,0,0,0,0,0
19,1975,1975-10-26,6,23.249,WAS,@,CLE,W 23-7,0,0,,0,3,15,5.00,0,0,0,0,0,0
20,1975,1975-11-02,7,23.256,WAS,,DAL,W 30-24,0,0,,0,1,10,10.00,0,0,0,0,0,0
21,1975,1975-11-09,8,23.263,WAS,@,NYG,W 21-13,0,0,,0,0,0,,0,0,0,1,33,0
22,1975,1975-11-16,9,23.270,WAS,@,STL,L 17-20,,,,,,,,,,,,,
23,1975,1975-11-23,10,23.277,WAS,,OAK,L 23-26,,,,,,,,,,,,,
24,1975,1975-11-30,11,23.284,WAS,,MIN,W 31-30,,,,,,,,,,,,,
25,1975,1975-12-07,12,23.291,WAS,@,ATL,W 30-27,,,,,,,,,,,,,
26,1975,1975-12-13,13,23.297,WAS,@,DAL,L 10-31,,,,,,,,,,,,,
27,1975,1975-12-21,14,23.305,WAS,,PHI,L 3-26,,,,,,,,,,,,,
28,1976,1976-09-12,1,24.206,WAS,,NYG,W 19-17,1,10,10.00,0,2,58,29.00,0,0,0,0,0,0
29,1976,1976-09-19,2,24.213,WAS,,SEA,W 31-7,2,54,27.00,0,4,73,18.25,0,0,0,0,0,0
30,1976,1976-09-27,3,24.221,WAS,@,PHI,W 20-17,2,72,36.00,0,7,44,6.29,0,0,0,1,8,0
31,1976,1976-10-03,4,24.227,WAS,@,CHI,L 7-33,0,0,,0,1,8,8.00,0,0,0,0,0,0
32,1976,1976-10-10,5,24.234,WAS,,KAN,L 30-33,6,126,21.00,0,2,24,12.00,0,0,0,0,0,0
33,1976,1976-10-17,6,24.241,WAS,,DET,W 20-7,1,67,67.00,0,4,47,11.75,0,0,0,0,0,0
34,1976,1976-10-25,7,24.249,WAS,,STL,W 20-10,2,47,23.50,0,2,75,37.50,1,1,6,0,0,0
35,1976,1976-10-31,8,24.255,WAS,,DAL,L 7-20,4,91,22.75,0,2,62,31.00,0,0,0,0,0,0
36,1976,1976-11-07,9,24.262,WAS,@,SFO,W 24-21,3,79,26.33,0,1,3,3.00,0,0,0,0,0,0
37,1976,1976-11-14,10,24.269,WAS,@,NYG,L 9-12,3,56,18.67,0,3,49,16.33,0,0,0,0,0,0
38,1976,1976-11-21,11,24.276,WAS,@,STL,W 16-10,3,60,20.00,0,5,44,8.80,0,0,0,0,0,0
39,1976,1976-11-28,12,24.283,WAS,,PHI,W 24-0,1,20,20.00,0,5,79,15.80,0,0,0,0,0,0
40,1976,1976-12-05,13,24.290,WAS,@,NYJ,W 37-16,1,34,34.00,0,5,40,8.00,0,0,0,0,0,0
41,1976,1976-12-12,14,24.297,WAS,@,DAL,W 27-14,1,22,22.00,0,5,40,8.00,0,0,0,0,0,0
42,1977,1977-09-18,1,25.211,WAS,@,NYG,L 17-20,2,60,30.00,0,5,28,5.60,0,0,0,0,0,0
43,1977,1977-09-25,2,25.218,WAS,,ATL,W 10-6,1,22,22.00,0,6,47,7.83,0,0,0,0,0,0
44,1977,1977-10-02,3,25.225,WAS,,STL,W 24-14,2,46,23.00,0,3,17,5.67,0,0,0,0,0,0
45,1977,1977-10-09,4,25.232,WAS,@,TAM,W 10-0,1,17,17.00,0,11,84,7.64,0,0,0,0,0,0
46,1977,1977-10-16,5,25.239,WAS,@,DAL,L 16-34,4,75,18.75,0,3,19,6.33,0,0,0,0,0,0
47,1977,1977-10-23,6,25.246,WAS,,NYG,L 6-17,3,82,27.33,0,3,51,17.00,0,0,0,0,0,0
48,1977,1977-10-30,7,25.253,WAS,,PHI,W 23-17,4,113,28.25,0,2,26,13.00,0,0,0,0,0,0
