ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,23.221,NOR,,WAS,L 32-40,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2012,2012-09-30,4,23.242,NOR,@,GNB,L 27-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2012,2012-10-21,6,23.263,NOR,@,TAM,W 35-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2012,2012-10-28,7,23.270,NOR,@,DEN,L 14-34,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2012,2012-11-05,8,23.278,NOR,,PHI,W 28-13,,0,0,0,,0,0.0%,,1,5,5.00,0,0,0,,0,0,0,,0,0,,,3,80,26.67,0,0,0,,0,0,0,0.0,0,0
6,2012,2012-11-11,9,23.284,NOR,,ATL,W 31-27,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,0,0,,,2,45,22.50,0,1,2,2.00,0,0,0,0.0,0,0
7,2012,2012-11-18,10,23.291,NOR,@,OAK,W 38-17,,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,0,0,,0,0,,,3,123,41.00,0,0,0,,0,0,0,0.0,0,0
8,2012,2012-11-25,11,23.298,NOR,,SFO,L 21-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,5,148,29.60,0,0,0,,0,0,0,0.0,0,0
9,2012,2012-11-29,12,23.302,NOR,@,ATL,L 13-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,4,94,23.50,0,0,0,,0,0,0,0.0,0,0
10,2012,2012-12-09,13,23.312,NOR,@,NYG,L 27-52,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,6,123,20.50,0,0,0,,0,0,0,0.0,0,0
11,2012,2012-12-16,14,23.319,NOR,,TAM,W 41-0,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,1,30,30.00,0,0,0,,0,0,0,0.0,0,0
12,2012,2012-12-23,15,23.326,NOR,@,DAL,W 34-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,0,0,0.0,0,0
13,2012,2012-12-30,16,23.333,NOR,,CAR,L 38-44,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,1,29,29.00,0,0,0,,0,0,0,0.0,0,0
14,2013,2013-09-08,1,24.219,NOR,,ATL,W 23-17,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2013,2013-09-15,2,24.226,NOR,@,TAM,W 16-14,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2013,2013-09-22,3,24.233,NOR,,ARI,W 31-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
17,2013,2013-09-30,4,24.241,NOR,,MIA,W 38-17,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2013,2013-10-06,5,24.247,NOR,@,CHI,W 26-18,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2013,2013-10-13,6,24.254,NOR,@,NWE,L 27-30,,1,1,3,3.00,1,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,1
20,2013,2013-11-03,8,24.275,NOR,@,NYJ,L 20-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,3,61,20.33,0,0,0,,0,0,0,0.0,1,1
21,2013,2013-11-10,9,24.282,NOR,,DAL,W 49-17,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2013,2013-11-17,10,24.289,NOR,,SFO,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,1,82,82.00,0,0,0,,0,0,0,0.0,0,0
