ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,21.242,NYG,,WAS,W 23-17,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,1,16,16.00,0,0,0,0.0,0,0
2,2009,2009-10-04,4,21.263,NYG,@,KAN,W 27-16,,3,1,54,54.00,1,33.3%,18.00,0,0,,0,0,0,,0,1,6,0.0,0,0
3,2009,2009-10-11,5,21.270,NYG,,OAK,W 44-7,,6,4,49,12.25,1,66.7%,8.17,0,0,,0,0,0,,0,1,6,0.0,0,0
4,2009,2009-10-18,6,21.277,NYG,@,NOR,L 27-48,,8,5,114,22.80,1,62.5%,14.25,0,0,,0,0,0,,0,1,6,0.0,1,0
5,2009,2009-10-25,7,21.284,NYG,,ARI,L 17-24,,7,4,80,20.00,1,57.1%,11.43,0,0,,0,0,0,,0,1,6,0.0,0,0
6,2009,2009-11-01,8,21.291,NYG,@,PHI,L 17-40,*,5,4,53,13.25,0,80.0%,10.60,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2009,2009-11-08,9,21.298,NYG,,SDG,L 20-21,,5,3,39,13.00,0,60.0%,7.80,1,9,9.00,0,0,0,,0,0,0,0.0,0,0
8,2009,2009-11-22,10,21.312,NYG,,ATL,W 34-31,,7,5,65,13.00,0,71.4%,9.29,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2009,2009-11-26,11,21.316,NYG,@,DEN,L 6-26,*,6,4,66,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,0,0,0.0,1,0
10,2009,2009-12-06,12,21.326,NYG,,DAL,W 31-24,,3,2,37,18.50,1,66.7%,12.33,0,0,,0,0,0,,0,1,6,0.0,0,0
11,2009,2009-12-13,13,21.333,NYG,,PHI,L 38-45,*,7,4,110,27.50,1,57.1%,15.71,0,0,,0,0,0,,0,1,6,0.0,0,0
12,2009,2009-12-21,14,21.341,NYG,@,WAS,W 45-12,*,3,2,66,33.00,0,66.7%,22.00,1,-1,-1.00,0,0,0,,0,0,0,0.0,0,0
13,2009,2009-12-27,15,21.347,NYG,,CAR,L 9-41,*,8,6,44,7.33,0,75.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2009,2010-01-03,16,21.354,NYG,@,MIN,L 7-44,*,2,1,-5,-5.00,0,50.0%,-2.50,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2010,2010-09-12,1,22.241,NYG,,CAR,W 31-18,*,8,4,75,18.75,3,50.0%,9.38,0,0,,0,0,0,,0,3,18,0.0,0,0
16,2010,2010-09-19,2,22.248,NYG,@,IND,L 14-38,,5,2,38,19.00,1,40.0%,7.60,0,0,,0,0,0,,0,1,6,0.0,0,0
17,2010,2010-09-26,3,22.255,NYG,,TEN,L 10-29,*,11,7,56,8.00,0,63.6%,5.09,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2010,2010-10-03,4,22.262,NYG,,CHI,W 17-3,*,9,8,110,13.75,0,88.9%,12.22,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2010,2010-10-10,5,22.269,NYG,@,HOU,W 34-10,*,17,12,130,10.83,2,70.6%,7.65,0,0,,0,0,0,,0,2,12,0.0,0,0
20,2010,2010-10-17,6,22.276,NYG,,DET,W 28-20,*,7,3,8,2.67,0,42.9%,1.14,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2010,2010-10-25,7,22.284,NYG,@,DAL,W 41-35,*,14,9,108,12.00,2,64.3%,7.71,0,0,,0,0,0,,0,2,12,0.0,2,0
22,2010,2010-11-07,8,22.297,NYG,@,SEA,W 41-7,*,13,6,128,21.33,1,46.2%,9.85,0,0,,0,0,0,,0,1,6,0.0,0,0
23,2010,2010-11-14,9,22.304,NYG,,DAL,L 20-33,*,8,5,82,16.40,0,62.5%,10.25,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2010,2010-11-21,10,22.311,NYG,@,PHI,L 17-27,*,9,6,65,10.83,0,66.7%,7.22,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2010,2010-12-13,13,22.333,NYG,@,MIN,W 21-3,*,9,7,96,13.71,0,77.8%,10.67,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2010,2010-12-19,14,22.339,NYG,,PHI,L 31-38,*,9,6,63,10.50,1,66.7%,7.00,0,0,,0,0,0,,0,1,6,0.0,1,0
27,2010,2010-12-26,15,22.346,NYG,@,GNB,L 17-45,*,9,4,93,23.25,1,44.4%,10.33,0,0,,0,1,14,14.00,0,1,6,0.0,0,0
28,2011,2011-09-11,1,23.240,NYG,@,WAS,L 14-28,*,11,7,122,17.43,0,63.6%,11.09,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2011,2011-09-19,2,23.248,NYG,,STL,W 28-16,*,8,4,38,9.50,1,50.0%,4.75,0,0,,0,0,0,,0,1,6,0.0,0,0
30,2011,2011-09-25,3,23.254,NYG,@,PHI,W 29-16,*,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2011,2011-10-02,4,23.261,NYG,@,ARI,W 31-27,*,14,10,162,16.20,1,71.4%,11.57,0,0,,0,0,0,,0,1,6,0.0,0,0
32,2011,2011-10-09,5,23.268,NYG,,SEA,L 25-36,*,7,4,65,16.25,1,57.1%,9.29,0,0,,0,0,0,,0,1,6,0.0,0,0
33,2011,2011-10-16,6,23.275,NYG,,BUF,W 27-24,*,7,4,96,24.00,0,57.1%,13.71,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2011,2011-10-30,7,23.289,NYG,,MIA,W 20-17,*,10,6,67,11.17,0,60.0%,6.70,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2011,2011-11-13,9,23.303,NYG,@,SFO,L 20-27,*,4,2,41,20.50,1,50.0%,10.25,0,0,,0,0,0,,0,1,6,0.0,0,0
36,2011,2011-11-20,10,23.310,NYG,,PHI,L 10-17,*,7,3,69,23.00,0,42.9%,9.86,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2011,2011-11-28,11,23.318,NYG,@,NOR,L 24-49,*,12,7,87,12.43,0,58.3%,7.25,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2011,2011-12-04,12,23.324,NYG,,GNB,L 35-38,*,12,7,88,12.57,2,58.3%,7.33,0,0,,0,0,0,,0,2,12,0.0,0,0
39,2011,2011-12-11,13,23.331,NYG,@,DAL,W 37-34,*,11,8,163,20.38,0,72.7%,14.82,0,0,,0,0,0,,0,0,0,0.0,1,0
40,2011,2011-12-18,14,23.338,NYG,,WAS,L 10-23,*,12,5,73,14.60,0,41.7%,6.08,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2011,2011-12-24,15,23.344,NYG,@,NYJ,W 29-14,*,7,1,20,20.00,0,14.3%,2.86,0,0,,0,0,0,,0,0,0,0.0,1,0
42,2011,2012-01-01,16,23.352,NYG,,DAL,W 31-14,*,6,5,76,15.20,1,83.3%,12.67,0,0,,0,0,0,,0,1,6,0.0,0,0
43,2012,2012-09-05,1,24.235,NYG,,DAL,L 17-24,*,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2012,2012-09-16,2,24.246,NYG,,TAM,W 41-34,*,15,10,199,19.90,1,66.7%,13.27,0,0,,0,0,0,,0,1,6,0.0,0,0
45,2012,2012-10-14,6,24.274,NYG,@,SFO,W 26-3,*,5,3,44,14.67,0,60.0%,8.80,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2012,2012-10-21,7,24.281,NYG,,WAS,W 27-23,*,10,5,53,10.60,0,50.0%,5.30,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2012,2012-10-28,8,24.288,NYG,@,DAL,W 29-24,*,7,4,46,11.50,0,57.1%,6.57,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2012,2012-11-04,9,24.295,NYG,,PIT,L 20-24,*,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0,,0,0,0,0.0,0,0
49,2012,2012-11-11,10,24.302,NYG,@,CIN,L 13-31,*,14,9,75,8.33,0,64.3%,5.36,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2012,2012-11-25,11,24.316,NYG,,GNB,W 38-10,,13,5,77,15.40,1,38.5%,5.92,0,0,,0,0,0,,0,1,6,0.0,0,0
51,2012,2012-12-03,12,24.324,NYG,@,WAS,L 16-17,*,10,5,43,8.60,0,50.0%,4.30,0,0,,0,0,0,,0,0,0,0.0,0,0
52,2012,2012-12-09,13,24.330,NYG,,NOR,W 52-27,*,6,4,67,16.75,1,66.7%,11.17,0,0,,0,0,0,,0,1,6,0.0,0,0
53,2012,2012-12-16,14,24.337,NYG,@,ATL,L 0-34,*,7,3,40,13.33,0,42.9%,5.71,0,0,,0,0,0,,0,0,0,0.0,0,0
