ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1990,1990-11-22,11,23.303,DEN,@,DET,L 27-40,,,,
2,1990,1990-12-02,12,23.313,DEN,,RAI,L 20-23,,,,
3,1990,1990-12-09,13,23.320,DEN,@,KAN,L 20-31,,,,
4,1990,1990-12-16,14,23.327,DEN,,SDG,W 20-10,0.0,1,5,0
5,1990,1990-12-23,15,23.334,DEN,@,SEA,L 12-17,,,,
6,1990,1990-12-30,16,23.341,DEN,,GNB,W 22-13,,,,
7,1991,1991-09-01,1,24.221,DEN,,CIN,W 45-14,,,,
8,1991,1991-09-08,2,24.228,DEN,@,RAI,L 13-16,,,,
9,1991,1991-09-15,3,24.235,DEN,,SEA,W 16-10,,,,
10,1991,1991-09-22,4,24.242,DEN,,SDG,W 27-19,,,,
11,1991,1991-09-29,5,24.249,DEN,@,MIN,W 13-6,,,,
12,1991,1991-10-06,6,24.256,DEN,@,HOU,L 14-42,,,,
13,1991,1991-10-20,7,24.270,DEN,,KAN,W 19-16,,,,
14,1991,1991-10-27,8,24.277,DEN,@,NWE,W 9-6,,,,
15,1991,1991-11-03,9,24.284,DEN,,PIT,W 20-13,,,,
16,1991,1991-11-10,10,24.291,DEN,,RAI,L 16-17,,,,
17,1991,1991-11-17,11,24.298,DEN,@,KAN,W 24-20,,,,
18,1991,1991-11-24,12,24.305,DEN,@,SEA,L 10-13,,,,
19,1991,1991-12-01,13,24.312,DEN,,NWE,W 20-3,,,,
20,1991,1991-12-08,14,24.319,DEN,@,CLE,W 17-7,,,,
21,1991,1991-12-15,15,24.326,DEN,,PHO,W 24-19,,,,
22,1991,1991-12-22,16,24.333,DEN,@,SDG,W 17-14,0.0,1,30,0
23,1992,1992-09-06,1,25.227,DEN,,RAI,W 17-13,0.0,1,26,0
24,1992,1992-09-13,2,25.234,DEN,,SDG,W 21-13,,,,
25,1992,1992-09-20,3,25.241,DEN,@,PHI,L 0-30,,,,
26,1992,1992-09-27,4,25.248,DEN,@,CLE,W 12-0,,,,
27,1992,1992-10-04,5,25.255,DEN,,KAN,W 20-19,,,,
28,1992,1992-10-12,6,25.263,DEN,@,WAS,L 3-34,,,,
29,1992,1992-10-18,7,25.269,DEN,,HOU,W 27-21,,,,
30,1992,1992-10-25,8,25.276,DEN,@,SDG,L 21-24,,,,
31,1992,1992-11-08,9,25.290,DEN,,NYJ,W 27-16,,,,
32,1992,1992-11-15,10,25.297,DEN,,NYG,W 27-13,,,,
33,1992,1992-11-22,11,25.304,DEN,@,RAI,L 0-24,,,,
34,1992,1992-11-30,12,25.312,DEN,@,SEA,L 13-16,1.0,0,0,0
35,1992,1992-12-06,13,25.318,DEN,,DAL,L 27-31,,,,
36,1992,1992-12-12,14,25.324,DEN,@,BUF,L 17-27,,,,
37,1992,1992-12-20,15,25.332,DEN,,SEA,W 10-6,,,,
38,1992,1992-12-27,16,25.339,DEN,@,KAN,L 20-42,,,,
39,1993,1993-09-05,1,26.225,DEN,@,NYJ,W 26-20,,,,
40,1993,1993-09-12,2,26.232,DEN,,SDG,W 34-17,,,,
41,1993,1993-09-20,3,26.240,DEN,@,KAN,L 7-15,,,,
42,1993,1993-10-03,4,26.253,DEN,,IND,W 35-13,,,,
43,1993,1993-10-10,5,26.260,DEN,@,GNB,L 27-30,0.0,1,0,0
44,1993,1993-10-18,6,26.268,DEN,,RAI,L 20-23,,,,
45,1993,1993-10-31,7,26.281,DEN,,SEA,W 28-17,,,,
46,1993,1993-11-07,8,26.288,DEN,@,CLE,W 29-14,,,,
47,1993,1993-11-14,9,26.295,DEN,,MIN,L 23-26,,,,
48,1993,1993-11-21,10,26.302,DEN,,PIT,W 37-13,0.0,1,4,0
49,1993,1993-11-28,11,26.309,DEN,@,SEA,W 17-9,,,,
50,1993,1993-12-05,12,26.316,DEN,@,SDG,L 10-13,,,,
51,1993,1993-12-12,13,26.323,DEN,,KAN,W 27-21,,,,
52,1993,1993-12-18,14,26.329,DEN,@,CHI,W 13-3,,,,
53,1993,1993-12-26,15,26.337,DEN,,TAM,L 10-17,,,,
54,1993,1994-01-02,16,26.344,DEN,@,RAI,L 30-33,,,,
