ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-04,1,22.318,STL,@,NOR,L 17-28,,,,,,
2,1983,1983-09-11,2,22.325,STL,,DAL,L 17-34,,,,,,
3,1983,1983-09-18,3,22.332,STL,,SFO,L 27-42,,,,,,
4,1983,1983-09-25,4,22.339,STL,@,PHI,W 14-11,,,,,,
5,1983,1983-10-02,5,22.346,STL,@,KAN,L 14-38,,,,,,
6,1983,1983-10-09,6,22.353,STL,,WAS,L 14-38,,,,,,
7,1983,1983-10-16,7,22.360,STL,@,TAM,W 34-27,,,,,,
8,1983,1983-10-24,8,23.003,STL,,NYG,T 20-20,0,0,0.0,1,25,0
9,1983,1983-10-30,9,23.009,STL,,MIN,W 41-31,0,0,0.0,1,1,0
10,1983,1983-11-06,10,23.016,STL,@,WAS,L 7-45,,,,,,
11,1983,1983-11-13,11,23.023,STL,,SEA,W 33-28,,,,,,
12,1983,1983-11-20,12,23.030,STL,,SDG,W 44-14,0,0,0.0,1,16,0
13,1983,1983-11-24,13,23.034,STL,@,DAL,L 17-35,,,,,,
14,1983,1983-12-04,14,23.044,STL,@,NYG,W 10-6,0,0,0.0,2,20,0
15,1983,1983-12-11,15,23.051,STL,@,RAI,W 34-24,0,0,0.0,1,26,0
16,1983,1983-12-18,16,23.058,STL,,PHI,W 31-7,0,0,0.0,2,4,0
17,1984,1984-09-02,1,23.317,STL,@,GNB,L 23-24,,,,,,
18,1984,1984-09-09,2,23.324,STL,,BUF,W 37-7,0,0,0.0,2,18,0
19,1984,1984-09-16,3,23.331,STL,@,IND,W 34-33,,,,,,
20,1984,1984-09-23,4,23.338,STL,@,NOR,L 24-34,,,,,,
21,1984,1984-10-07,6,23.352,STL,@,DAL,W 31-20,,,,,,
22,1984,1984-10-14,7,23.359,STL,,CHI,W 38-21,0,0,0.0,1,10,0
23,1984,1984-10-21,8,24.000,STL,,WAS,W 26-24,,,,,,
24,1984,1984-10-28,9,24.007,STL,@,PHI,W 34-14,0,0,0.0,1,14,0
25,1984,1984-11-04,10,24.014,STL,,RAM,L 13-16,,,,,,
26,1984,1984-11-11,11,24.021,STL,,DAL,L 17-24,0,0,0.0,1,0,0
27,1984,1984-11-18,12,24.028,STL,@,NYG,L 10-16,,,,,,
28,1984,1984-11-25,13,24.035,STL,,PHI,W 17-16,,,,,,
29,1984,1984-12-02,14,24.042,STL,@,NWE,W 33-10,,,,,,
30,1984,1984-12-09,15,24.049,STL,,NYG,W 31-21,,,,,,
31,1984,1984-12-16,16,24.056,STL,@,WAS,L 27-29,,,,,,
32,1985,1985-09-08,1,24.322,STL,@,CLE,W 27-24,1,6,0.0,1,48,1
33,1985,1985-09-15,2,24.329,STL,,CIN,W 41-27,,,,,,
34,1985,1985-12-08,14,25.048,STL,,NOR,W 28-16,,,,,,
35,1985,1985-12-15,15,25.055,STL,@,RAM,L 14-46,,,,,,
36,1985,1985-12-21,16,25.061,STL,,WAS,L 16-27,,,,,,
37,1986,1986-09-07,1,25.321,STL,,RAM,L 10-16,,,,,,
38,1986,1986-09-14,2,25.328,STL,@,ATL,L 13-33,,,,,,
39,1986,1986-09-21,3,25.335,STL,@,BUF,L 10-17,,,,,,
40,1986,1986-09-29,4,25.343,STL,,DAL,L 7-31,0,0,0.0,2,19,0
41,1986,1986-10-05,5,25.349,STL,,NYG,L 6-13,,,,,,
