ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1984,1984-09-02,1,22.220,PIT,,KAN,L 27-37,0,0,,0,
2,1984,1984-09-06,2,22.224,PIT,@,NYJ,W 23-17,0,0,,0,
3,1984,1984-09-16,3,22.234,PIT,,RAM,W 24-14,0,0,,0,
4,1984,1984-09-23,4,22.241,PIT,@,CLE,L 10-20,0,0,,0,
5,1984,1984-10-01,5,22.249,PIT,,CIN,W 38-17,1,0,0.00,0,0.0
6,1984,1984-10-07,6,22.255,PIT,,MIA,L 7-31,0,0,,0,
7,1984,1984-10-14,7,22.262,PIT,@,SFO,W 20-17,0,0,,0,
8,1984,1984-10-21,8,22.269,PIT,@,IND,L 16-17,0,0,,0,
9,1984,1984-10-28,9,22.276,PIT,,ATL,W 35-10,0,0,,0,
10,1984,1984-11-04,10,22.283,PIT,,HOU,W 35-7,0,0,,0,
11,1984,1984-11-11,11,22.290,PIT,@,CIN,L 20-22,0,0,,0,
12,1984,1984-11-19,12,22.298,PIT,@,NOR,L 24-27,0,0,,0,
13,1984,1984-11-25,13,22.304,PIT,,SDG,W 52-24,0,0,,0,
14,1984,1984-12-02,14,22.311,PIT,@,HOU,L 20-23,0,0,,0,
15,1984,1984-12-09,15,22.318,PIT,,CLE,W 23-20,0,0,,0,
16,1984,1984-12-16,16,22.325,PIT,@,RAI,W 13-7,0,0,,0,
17,1985,1985-09-08,1,23.225,PIT,,IND,W 45-3,,,,,
18,1985,1985-09-16,2,23.233,PIT,@,CLE,L 7-17,0,0,,0,1.0
19,1985,1985-09-22,3,23.239,PIT,,HOU,W 20-0,0,0,,0,1.0
20,1985,1985-09-30,4,23.247,PIT,,CIN,L 24-37,,,,,
21,1985,1985-10-06,5,23.253,PIT,@,MIA,L 20-24,,,,,
22,1985,1985-10-13,6,23.260,PIT,@,DAL,L 13-27,,,,,
23,1985,1985-10-20,7,23.267,PIT,,STL,W 23-10,,,,,
24,1985,1985-10-27,8,23.274,PIT,@,CIN,L 21-26,,,,,
25,1985,1985-11-03,9,23.281,PIT,,CLE,W 10-9,,,,,
26,1985,1985-11-10,10,23.288,PIT,@,KAN,W 36-28,,,,,
27,1985,1985-11-17,11,23.295,PIT,@,HOU,W 30-7,,,,,
28,1985,1985-12-01,13,23.309,PIT,,DEN,L 23-31,,,,,
29,1985,1985-12-08,14,23.316,PIT,@,SDG,L 44-54,,,,,
30,1985,1985-12-15,15,23.323,PIT,,BUF,W 30-24,,,,,
31,1985,1985-12-21,16,23.329,PIT,@,NYG,L 10-28,0,0,,0,1.0
32,1986,1986-09-07,1,24.224,BUF,,NYJ,L 24-28,,,,,
