ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1973,1973-09-16,1,22.264,BUF,@,NWE,W 31-13,0,0,,0,1,17,17.00,0,0,0,0
2,1973,1973-09-23,2,22.271,BUF,@,SDG,L 7-34,0,0,,0,2,13,6.50,0,0,0,0
3,1973,1973-09-30,3,22.278,BUF,,NYJ,W 9-7,0,0,,0,2,19,9.50,0,0,0,0
4,1973,1973-10-29,7,22.307,BUF,,KAN,W 23-14,0,0,,0,6,46,7.67,0,0,0,0
5,1973,1973-11-04,8,22.313,BUF,@,NOR,L 0-13,0,0,,0,2,9,4.50,0,0,0,0
6,1973,1973-11-11,9,22.320,BUF,,CIN,L 13-16,,,,,,,,,,,
7,1973,1973-11-18,10,22.327,BUF,,MIA,L 0-17,0,0,,0,3,20,6.67,0,0,0,0
8,1973,1973-11-25,11,22.334,BUF,@,BAL,W 24-17,0,0,,0,2,19,9.50,0,0,0,0
9,1973,1973-12-02,12,22.341,BUF,@,ATL,W 17-6,0,0,,0,2,23,11.50,0,0,0,0
10,1973,1973-12-09,13,22.348,BUF,,NWE,W 37-13,0,0,,0,1,23,23.00,0,1,22,0
11,1973,1973-12-16,14,22.355,BUF,@,NYJ,W 34-14,0,0,,0,4,21,5.25,0,0,0,0
12,1974,1974-09-16,1,23.264,BUF,,OAK,W 21-20,0,0,,0,1,7,7.00,0,0,0,0
13,1974,1974-09-22,2,23.270,BUF,,MIA,L 16-24,0,0,,0,3,9,3.00,0,0,0,0
14,1974,1974-09-29,3,23.277,BUF,,NYJ,W 16-12,0,0,,0,1,7,7.00,0,0,0,0
15,1974,1974-10-06,4,23.284,BUF,@,GNB,W 27-7,0,0,,0,2,0,0.00,0,0,0,0
16,1974,1974-10-13,5,23.291,BUF,@,BAL,W 27-14,0,0,,0,4,38,9.50,0,0,0,0
17,1974,1974-10-20,6,23.298,BUF,,NWE,W 30-28,0,0,,0,3,28,9.33,0,0,0,0
18,1974,1974-10-27,7,23.305,BUF,,CHI,W 16-6,0,0,,0,4,35,8.75,0,0,0,0
19,1974,1974-11-03,8,23.312,BUF,@,NWE,W 29-28,0,0,,0,2,24,12.00,0,0,0,0
20,1974,1974-11-10,9,23.319,BUF,,HOU,L 9-21,0,0,,0,6,76,12.67,0,0,0,0
21,1974,1974-11-17,10,23.326,BUF,@,MIA,L 28-35,0,0,,0,4,26,6.50,0,0,0,0
22,1974,1974-11-24,11,23.333,BUF,@,CLE,W 15-10,1,20,20.00,0,3,20,6.67,0,0,0,0
23,1974,1974-12-01,12,23.340,BUF,,BAL,W 6-0,0,0,,0,4,11,2.75,0,0,0,0
24,1974,1974-12-08,13,23.347,BUF,@,NYJ,L 10-20,0,0,,0,2,64,32.00,0,0,0,0
25,1974,1974-12-15,14,23.354,BUF,@,RAM,L 14-19,0,0,,0,4,39,9.75,0,0,0,0
26,1975,1975-11-30,11,24.339,NYJ,,PIT,L 7-20,,,,,,,,,,,
27,1975,1975-12-07,12,24.346,NYJ,@,NWE,W 30-28,,,,,,,,,,,
