ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,21.181,DAL,@,CLE,W 28-10,,,,,,,0.0%,,,,,,,,,,,,,,,
2,2008,2008-09-15,2,21.189,DAL,,PHI,W 41-37,*,3,1,20,20.00,0,33.3%,6.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
3,2008,2008-09-21,3,21.195,DAL,@,GNB,W 27-16,,2,1,37,37.00,0,50.0%,18.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
4,2008,2008-09-28,4,21.202,DAL,,WAS,L 24-26,*,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
5,2008,2008-10-05,5,21.209,DAL,,CIN,W 31-22,*,1,,,,,0.0%,,,,,,,,,,,,,,,
6,2008,2008-10-12,6,21.216,DAL,@,ARI,L 24-30,,1,,,,,0.0%,,,,,,,,,,,,,,,
7,2008,2008-10-19,7,21.223,DAL,@,STL,L 14-34,,2,2,67,33.50,1,100.0%,33.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
8,2008,2008-10-26,8,21.230,DAL,,TAM,W 13-9,,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
9,2008,2008-11-02,9,21.237,DAL,@,NYG,L 14-35,,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
10,2008,2008-11-16,10,21.251,DAL,@,WAS,W 14-10,*,1,1,25,25.00,1,100.0%,25.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
11,2008,2008-11-23,11,21.258,DAL,,SFO,W 35-22,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
12,2008,2008-11-27,12,21.262,DAL,,SEA,W 34-9,,2,2,35,17.50,1,100.0%,17.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
13,2008,2008-12-07,13,21.272,DAL,@,PIT,L 13-20,*,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
14,2008,2008-12-14,14,21.279,DAL,,NYG,W 20-8,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
15,2008,2008-12-20,15,21.285,DAL,,BAL,L 24-33,,,,,,,0.0%,,,,,,,,,,,,,,,
16,2008,2008-12-28,16,21.293,DAL,@,PHI,L 6-44,*,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
17,2009,2009-09-13,1,22.187,DAL,@,TAM,W 34-21,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
18,2009,2009-09-20,2,22.194,DAL,,NYG,L 31-33,,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
19,2009,2009-09-28,3,22.202,DAL,,CAR,W 21-7,,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
20,2009,2009-10-04,4,22.208,DAL,@,DEN,L 10-17,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
21,2009,2009-10-11,5,22.215,DAL,@,KAN,W 26-20,,1,,,,,0.0%,,,,,,,,,,,,,,,
22,2009,2009-10-25,6,22.229,DAL,,ATL,W 37-21,*,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
23,2009,2009-11-01,7,22.236,DAL,,SEA,W 38-17,*,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
24,2009,2009-11-08,8,22.243,DAL,@,PHI,W 20-16,*,2,,,,,0.0%,,,,,,,,,,,,,,,
25,2009,2009-11-15,9,22.250,DAL,@,GNB,L 7-17,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
26,2009,2009-11-22,10,22.257,DAL,,WAS,W 7-6,,3,3,43,14.33,0,100.0%,14.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2009,2009-11-26,11,22.261,DAL,,OAK,W 24-7,,,,,,,0.0%,,,,,,,,,,,,,,,
28,2009,2009-12-06,12,22.271,DAL,@,NYG,L 24-31,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
29,2009,2009-12-27,15,22.292,DAL,@,WAS,W 17-0,,2,,,,,0.0%,,,,,,,,,,,,,,,
30,2009,2010-01-03,16,22.299,DAL,,PHI,W 24-0,*,1,,,,,0.0%,,,,,,,,,,,,,,,
31,2010,2010-09-12,1,23.186,DAL,@,WAS,L 7-13,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
32,2010,2010-09-19,2,23.193,DAL,,CHI,L 20-27,*,8,7,45,6.43,0,87.5%,5.63,0,0,,0,0,0,,0,,0,0,0.0,0,0
33,2010,2010-09-26,3,23.200,DAL,@,HOU,W 27-13,*,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2010,2010-10-10,4,23.214,DAL,,TEN,L 27-34,,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,,0,0,0.0,1,0
35,2010,2010-10-17,5,23.221,DAL,@,MIN,L 21-24,*,1,,,,,0.0%,,,,,,,,,,,,,,,
36,2010,2010-10-25,6,23.229,DAL,,NYG,L 35-41,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2010,2010-10-31,7,23.235,DAL,,JAX,L 17-35,,1,,,,,0.0%,,,,,,,,,,,,,,,
38,2010,2010-11-07,8,23.242,DAL,@,GNB,L 7-45,,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
39,2010,2010-11-14,9,23.249,DAL,@,NYG,W 33-20,,2,1,32,32.00,0,50.0%,16.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2010,2010-11-21,10,23.256,DAL,,DET,W 35-19,*,,,,,,0.0%,,,,,,,,,,,,,,,
41,2010,2010-11-25,11,23.260,DAL,,NOR,L 27-30,*,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2010,2010-12-05,12,23.270,DAL,@,IND,W 38-35,*,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2010,2010-12-12,13,23.277,DAL,,PHI,L 27-30,*,5,4,30,7.50,0,80.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2010,2010-12-19,14,23.284,DAL,,WAS,W 33-30,,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
45,2010,2010-12-25,15,23.290,DAL,@,ARI,L 26-27,*,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,,0,,0,0,0.0,0,0
46,2010,2011-01-02,16,23.298,DAL,@,PHI,W 14-13,*,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
47,2011,2011-09-18,2,24.192,DAL,@,SFO,W 27-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0
48,2011,2011-09-26,3,24.200,DAL,,WAS,W 18-16,*,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
49,2011,2011-10-02,4,24.206,DAL,,DET,L 30-34,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
50,2011,2011-10-16,5,24.220,DAL,@,NWE,L 16-20,,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
51,2011,2011-10-23,6,24.227,DAL,,STL,W 34-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0
52,2011,2011-10-30,7,24.234,DAL,@,PHI,L 7-34,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
53,2011,2011-11-06,8,24.241,DAL,,SEA,W 23-13,,,,,,,0.0%,,,,,,,,,,,,,,,
54,2011,2011-11-13,9,24.248,DAL,,BUF,W 44-7,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
