ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,22.241,CLE,@,PIT,W 51-0,,,
2,1989,1989-09-17,2,22.248,CLE,,NYJ,W 38-24,,,
3,1989,1989-09-25,3,22.256,CLE,@,CIN,L 14-21,,,
4,1989,1989-10-01,4,22.262,CLE,,DEN,W 16-13,,,
5,1989,1989-10-08,5,22.269,CLE,@,MIA,L 10-13,,,
6,1989,1989-10-15,6,22.276,CLE,,PIT,L 7-17,,,
7,1989,1989-10-23,7,22.284,CLE,,CHI,W 27-7,,,
8,1989,1989-10-29,8,22.290,CLE,,HOU,W 28-17,,,
9,1989,1989-11-19,11,22.311,CLE,,KAN,T 10-10,,,
10,1989,1989-11-23,12,22.315,CLE,@,DET,L 10-13,,,
11,1989,1989-12-03,13,22.325,CLE,,CIN,L 0-21,,,
12,1989,1989-12-10,14,22.332,CLE,@,IND,L 17-23,,,
13,1989,1989-12-17,15,22.339,CLE,,MIN,W 23-17,1,12,0
14,1989,1989-12-23,16,22.345,CLE,@,HOU,W 24-20,,,
