ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-05,1,26.142,MIN,@,RAI,L 7-24,,3,3,1.00,0,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0
2,1993,1993-09-12,2,26.149,MIN,,CHI,W 10-7,,8,23,2.88,0,,0,0,,0,0.0%,,0,0,,0,0,0
3,1993,1993-09-26,3,26.163,MIN,,GNB,W 15-13,,3,6,2.00,0,3,3,18,6.00,0,100.0%,6.00,1,11,11.00,0,0,0
4,1994,1994-09-04,1,27.141,MIN,@,GNB,L 10-16,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
5,1994,1994-09-11,2,27.148,MIN,,DET,W 10-3,,1,3,3.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
6,1994,1994-09-18,3,27.155,MIN,@,CHI,W 42-14,,0,0,,0,1,1,2,2.00,0,100.0%,2.00,1,4,4.00,0,0,0
7,1994,1994-09-25,4,27.162,MIN,,MIA,W 38-35,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
8,1994,1994-10-02,5,27.169,MIN,@,ARI,L 7-17,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
9,1994,1994-10-10,6,27.177,MIN,@,NYG,W 27-10,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
10,1994,1994-10-20,7,27.187,MIN,,GNB,W 13-10,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
11,1994,1994-10-30,8,27.197,MIN,@,TAM,W 36-13,,5,17,3.40,0,,0,0,,0,0.0%,,0,0,,0,0,0
12,1994,1994-11-06,9,27.204,MIN,,NOR,W 21-20,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
13,1994,1994-11-13,10,27.211,MIN,@,NWE,L 20-26,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
14,1994,1994-11-20,11,27.218,MIN,,NYJ,L 21-31,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
15,1994,1994-11-27,12,27.225,MIN,,TAM,L 17-20,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
16,1994,1994-12-01,13,27.229,MIN,,CHI,W 33-27,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
17,1994,1994-12-17,15,27.245,MIN,@,DET,L 19-41,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
18,1995,1995-09-03,1,28.140,MIN,@,CHI,L 14-31,,0,0,,0,,0,0,,0,0.0%,,,,,,0,
19,1995,1995-09-10,2,28.147,MIN,,DET,W 20-10,,0,0,,0,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0
20,1995,1995-09-17,3,28.154,MIN,,DAL,L 17-23,,1,3,3.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
21,1995,1995-09-24,4,28.161,MIN,@,PIT,W 44-24,,0,0,,0,,0,0,,0,0.0%,,,,,,0,
22,1995,1995-10-08,5,28.175,MIN,,HOU,W 23-17,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
23,1995,1995-10-15,6,28.182,MIN,@,TAM,L 17-20,,0,0,,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
24,1995,1995-10-22,7,28.189,MIN,@,GNB,L 21-38,,0,0,,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
25,1995,1995-10-30,8,28.197,MIN,,CHI,L 6-14,,0,0,,0,2,0,0,,0,0.0%,0.00,,,,,0,
26,1995,1995-11-05,9,28.203,MIN,,GNB,W 27-24,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,0,
27,1995,1995-11-12,10,28.210,MIN,@,ARI,W 30-24,,0,0,,0,,0,0,,0,0.0%,,,,,,0,
28,1995,1995-11-19,11,28.217,MIN,,NOR,W 43-24,,4,25,6.25,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0
29,1995,1995-11-23,12,28.221,MIN,@,DET,L 38-44,,1,-1,-1.00,0,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0
30,1995,1995-12-03,13,28.231,MIN,,TAM,W 31-17,,2,6,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
31,1995,1995-12-09,14,28.237,MIN,,CLE,W 27-11,,10,22,2.20,1,7,6,20,3.33,1,85.7%,2.86,0,0,,0,2,12
32,1995,1995-12-18,15,28.246,MIN,@,SFO,L 30-37,,0,0,,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0
33,1995,1995-12-24,16,28.252,MIN,@,CIN,L 24-27,,1,4,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
34,1996,1996-09-01,1,29.138,MIN,,DET,W 17-13,,1,0,0.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
35,1996,1996-09-08,2,29.145,MIN,@,ATL,W 23-17,,0,0,,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
36,1996,1996-09-15,3,29.152,MIN,@,CHI,W 20-14,,0,0,,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0
37,1996,1996-09-22,4,29.159,MIN,,GNB,W 30-21,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
38,1996,1996-09-29,5,29.166,MIN,@,NYG,L 10-15,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
39,1996,1996-10-06,6,29.173,MIN,,CAR,W 14-12,,0,0,,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0
40,1996,1996-10-13,7,29.180,MIN,@,TAM,L 13-24,,1,0,0.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
41,1996,1996-10-28,8,29.195,MIN,,CHI,L 13-15,,2,6,3.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
42,1996,1996-11-03,9,29.201,MIN,,KAN,L 6-21,,1,1,1.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
43,1996,1996-11-10,10,29.208,MIN,@,SEA,L 23-42,,0,0,,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0
44,1996,1996-11-17,11,29.215,MIN,@,OAK,W 16-13,,0,0,,0,3,2,4,2.00,0,66.7%,1.33,0,0,,0,0,0
45,1996,1996-11-24,12,29.222,MIN,,DEN,L 17-21,,4,11,2.75,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
46,1996,1996-12-01,13,29.229,MIN,,ARI,W 41-17,,4,11,2.75,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0
47,1996,1996-12-08,14,29.236,MIN,@,DET,W 24-22,,0,0,,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0
48,1996,1996-12-15,15,29.243,MIN,,TAM,W 21-10,,0,0,,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0
49,1996,1996-12-22,16,29.250,MIN,@,GNB,L 10-38,,0,0,,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0
50,1997,1997-08-31,1,30.137,MIN,@,BUF,W 34-13,,1,5,5.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
51,1997,1997-09-07,2,30.144,MIN,@,CHI,W 27-24,,5,10,2.00,0,4,3,10,3.33,0,75.0%,2.50,0,0,,0,0,0
52,1997,1997-09-14,3,30.151,MIN,,TAM,L 14-28,,1,4,4.00,0,5,5,53,10.60,0,100.0%,10.60,0,0,,0,0,0
53,1997,1997-09-21,4,30.158,MIN,@,GNB,L 32-38,,5,17,3.40,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
54,1997,1997-09-28,5,30.165,MIN,,PHI,W 28-19,,0,0,,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
55,1997,1997-10-05,6,30.172,MIN,@,ARI,W 20-19,,1,1,1.00,0,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0
56,1997,1997-10-12,7,30.179,MIN,,CAR,W 21-14,,1,2,2.00,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0
57,1997,1997-10-26,8,30.193,MIN,@,TAM,W 10-6,,4,17,4.25,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6
58,1997,1997-11-02,9,30.200,MIN,,NWE,W 23-18,,3,6,2.00,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
59,1997,1997-11-09,10,30.207,MIN,,CHI,W 29-22,,8,50,6.25,1,1,1,12,12.00,0,100.0%,12.00,0,0,,0,1,6
60,1997,1997-11-16,11,30.214,MIN,@,DET,L 15-38,,1,0,0.00,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
61,1997,1997-11-23,12,30.221,MIN,@,NYJ,L 21-23,,1,4,4.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
62,1997,1997-12-01,13,30.229,MIN,,GNB,L 11-27,,2,4,2.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
